id:int,map:int,boss:int,starter:int,isdlc:int,playArea1_gridXNo:int,playArea1_gridZNo:int,playArea1_posX:float,playArea1_posZ:float,playArea1_height:float,playArea2_gridXNo:int,playArea2_gridZNo:int,playArea2_posX:float,playArea2_posZ:float,playArea2_height:float,bossId1:int,bossId2:int,extraBossId1:int,extraBossId2:int
245,0,6,700,0,42,39,-54.0,61.0,0.0,43,38,-84.0,-62.0,0.0,4800,4880,-1,-1
246,0,6,705,0,42,39,-54.0,61.0,0.0,43,37,17.0,-58.0,0.0,4910,4830,-1,-1
247,0,6,705,0,42,38,-54.0,21.0,0.0,45,39,82.0,18.0,0.0,4800,4850,-1,-1
248,0,6,705,0,45,39,82.0,18.0,0.0,43,38,-84.0,-62.0,0.0,4770,4850,-1,-1
249,0,6,708,0,43,36,88.0,-29.0,0.0,43,38,-84.0,-62.0,0.0,4810,4830,-1,-1
250,0,6,707,0,43,37,17.0,-58.0,0.0,45,39,82.0,18.0,0.0,4910,4850,-1,-1
251,0,6,707,0,44,37,-53.0,64.0,0.0,42,36,26.0,-4.0,0.0,4990,4830,-1,-1
252,0,6,707,0,43,37,17.0,-58.0,0.0,45,39,82.0,18.0,0.0,4910,4880,-1,-1
253,0,6,701,0,42,39,-54.0,61.0,0.0,45,36,-88.0,96.0,0.0,4810,4830,-1,-1
254,0,6,702,0,43,36,88.0,-29.0,0.0,45,39,82.0,18.0,0.0,4770,4880,-1,-1
255,0,6,706,0,42,39,-54.0,61.0,0.0,43,38,-84.0,-62.0,0.0,4800,4850,-1,-1
256,0,6,702,0,43,37,17.0,-58.0,0.0,44,39,-34.0,-22.0,0.0,4990,4880,-1,-1
257,0,6,704,0,42,39,-54.0,61.0,0.0,43,36,-75.0,88.0,0.0,4800,4830,-1,-1
258,0,6,703,0,45,39,82.0,18.0,0.0,43,36,88.0,-29.0,0.0,4770,4850,-1,-1
259,0,6,703,0,45,39,82.0,18.0,0.0,45,36,-88.0,96.0,0.0,4770,4830,-1,-1
260,1,6,707,0,45,36,-88.0,96.0,0.0,43,38,-26.54,35.82,0.0,4990,4880,-1,-1
261,1,6,705,0,43,36,88.0,-29.0,0.0,43,38,-26.54,35.82,0.0,4810,4830,-1,-1
262,1,6,706,0,45,37,-48.0,82.0,0.0,43,38,-26.54,35.82,0.0,4910,4850,-1,-1
263,1,6,707,0,45,39,82.0,18.0,0.0,43,38,-26.54,35.82,0.0,4770,4830,-1,-1
264,1,6,708,0,42,36,26.0,-4.0,0.0,43,38,-26.54,35.82,0.0,4800,4850,-1,-1
265,2,6,702,0,43,36,88.0,-29.0,0.0,43,39,88.99,96.707,0.0,4910,4830,-1,-1
266,2,6,701,0,42,38,-54.0,21.0,0.0,43,39,88.99,96.707,0.0,4800,4830,-1,-1
267,2,6,702,0,43,36,88.0,-29.0,0.0,43,39,88.99,96.707,0.0,4810,4880,-1,-1
268,2,6,708,0,43,36,88.0,-29.0,0.0,43,39,88.99,96.707,0.0,4990,4850,-1,-1
269,2,6,702,0,45,39,82.0,18.0,0.0,43,39,88.99,96.707,0.0,4770,4850,-1,-1
270,3,6,703,0,43,36,-75.0,88.0,0.0,45,37,-30.535,53.865,0.0,4800,4830,-1,-1
271,3,6,701,0,43,38,-84.0,-62.0,0.0,44,36,48.9,91.352,0.0,4810,4880,-1,-1
272,3,6,706,0,43,36,-75.0,88.0,0.0,45,37,-30.535,53.865,0.0,4770,4850,-1,-1
273,3,6,703,0,44,39,-34.0,-22.0,0.0,45,37,-30.535,53.865,0.0,4990,4850,-1,-1
274,3,6,702,0,43,36,-75.0,88.0,0.0,45,37,-30.535,53.865,0.0,4910,4830,-1,-1
275,5,6,707,0,42,39,-54.0,61.0,0.0,43,37,36.38,41.32,0.0,4910,4880,-1,-1
276,5,6,702,0,45,39,82.0,18.0,0.0,43,37,36.38,41.32,0.0,4800,4830,-1,-1
277,5,6,705,0,45,39,82.0,18.0,0.0,43,37,36.38,41.32,0.0,4770,4850,-1,-1
278,5,6,707,0,45,39,82.0,18.0,0.0,43,37,36.38,41.32,0.0,4990,4850,-1,-1
279,5,6,706,0,45,39,82.0,18.0,0.0,43,37,36.38,41.32,0.0,4810,4830,-1,-1
280,0,7,705,0,42,38,-54.0,21.0,0.0,45,36,-88.0,96.0,0.0,4917,4921,-1,-1
281,0,7,703,0,45,37,-48.0,82.0,0.0,42,38,-54.0,21.0,0.0,4810,4918,-1,-1
282,0,7,707,0,43,36,88.0,-29.0,0.0,43,38,-84.0,-62.0,0.0,4800,4919,-1,-1
283,0,7,706,0,42,36,26.0,-4.0,0.0,44,37,-53.0,64.0,0.0,4917,4830,-1,-1
284,0,7,700,0,43,36,-75.0,88.0,0.0,45,37,-48.0,82.0,0.0,4927,4925,-1,-1
285,0,7,705,0,42,39,-54.0,61.0,0.0,43,36,-75.0,88.0,0.0,4890,4840,-1,-1
286,0,7,707,0,42,39,-54.0,61.0,0.0,43,37,17.0,-58.0,0.0,4990,4921,-1,-1
287,0,7,705,0,43,36,88.0,-29.0,0.0,42,39,-54.0,61.0,0.0,4930,4820,-1,-1
288,0,7,702,0,43,36,88.0,-29.0,0.0,42,39,-54.0,61.0,0.0,4929,4850,-1,-1
289,0,7,700,0,42,38,-54.0,21.0,0.0,44,37,-53.0,64.0,0.0,4924,4923,-1,-1
290,0,7,704,0,45,39,82.0,18.0,0.0,43,36,-75.0,88.0,0.0,4928,4920,-1,-1
291,0,7,700,0,43,36,88.0,-29.0,0.0,42,38,-54.0,21.0,0.0,4780,4919,-1,-1
292,0,7,706,0,43,38,-84.0,-62.0,0.0,45,36,-88.0,96.0,0.0,4790,4820,-1,-1
293,0,7,702,0,45,36,-88.0,96.0,0.0,44,39,-34.0,-22.0,0.0,4990,4926,-1,-1
294,0,7,708,0,42,39,-54.0,61.0,0.0,43,38,-84.0,-62.0,0.0,4930,4918,-1,-1
295,0,7,701,0,43,36,88.0,-29.0,0.0,45,39,82.0,18.0,0.0,4910,4880,-1,-1
296,0,7,706,0,42,39,-54.0,61.0,0.0,45,39,82.0,18.0,0.0,4770,4860,-1,-1
297,0,7,701,0,45,36,-88.0,96.0,0.0,42,38,-54.0,21.0,0.0,4928,4926,-1,-1
298,0,7,703,0,45,36,-88.0,96.0,0.0,43,38,-84.0,-62.0,0.0,4927,4920,-1,-1
299,0,7,706,0,45,37,-48.0,82.0,0.0,42,36,26.0,-4.0,0.0,4910,4830,-1,-1
300,1,7,708,0,45,36,-88.0,96.0,0.0,43,38,-26.54,35.82,0.0,4917,4918,-1,-1
301,1,7,704,0,45,36,-88.0,96.0,0.0,43,38,-26.54,35.82,0.0,4928,4923,-1,-1
302,1,7,704,0,45,39,82.0,18.0,0.0,43,38,-26.54,35.82,0.0,4770,4920,-1,-1
303,1,7,704,0,45,37,-48.0,82.0,0.0,43,38,-26.54,35.82,0.0,4927,4918,-1,-1
304,1,7,706,0,42,36,26.0,-4.0,0.0,43,38,-26.54,35.82,0.0,4890,4921,-1,-1
305,2,7,700,0,45,37,-48.0,82.0,0.0,43,39,88.99,96.707,0.0,4910,4925,-1,-1
306,2,7,708,0,45,36,-88.0,96.0,0.0,43,39,88.99,96.707,0.0,4924,4840,-1,-1
307,2,7,704,0,43,36,88.0,-29.0,0.0,43,39,88.99,96.707,0.0,4930,4850,-1,-1
308,2,7,705,0,42,38,-54.0,21.0,0.0,43,39,88.99,96.707,0.0,4929,4926,-1,-1
309,2,7,702,0,44,37,-53.0,64.0,0.0,43,39,88.99,96.707,0.0,4990,4860,-1,-1
310,3,7,708,0,42,36,26.0,-4.0,0.0,45,37,-30.535,53.865,0.0,4780,4820,-1,-1
311,3,7,702,0,42,38,-54.0,21.0,0.0,44,36,48.9,91.352,0.0,4929,4919,-1,-1
312,3,7,702,0,42,36,26.0,-4.0,0.0,44,36,48.9,91.352,0.0,4800,4830,-1,-1
313,3,7,706,0,43,36,88.0,-29.0,0.0,45,37,-30.535,53.865,0.0,4810,4918,-1,-1
314,3,7,701,0,44,39,-34.0,-22.0,0.0,44,36,48.9,91.352,0.0,4790,4840,-1,-1
315,5,7,707,0,45,39,82.0,18.0,0.0,43,37,36.38,41.32,0.0,4917,4830,-1,-1
316,5,7,707,0,45,39,82.0,18.0,0.0,43,37,36.38,41.32,0.0,4930,4919,-1,-1
317,5,7,708,0,42,39,-54.0,61.0,0.0,43,37,36.38,41.32,0.0,4924,4920,-1,-1
318,5,7,706,0,45,39,82.0,18.0,0.0,43,37,36.38,41.32,0.0,4990,4921,-1,-1
319,5,7,708,0,42,38,-54.0,21.0,0.0,43,37,36.38,41.32,0.0,4910,4820,-1,-1
1000,0,0,703,1,42,36,26.0,-4.0,0.0,42,38,-54.0,21.0,0.0,4929,4840,-1,-1
1001,0,0,707,1,45,39,82.0,18.0,0.0,43,37,17.0,-58.0,0.0,4929,4840,-1,-1
1002,0,0,700,1,45,36,-88.0,96.0,0.0,42,38,-54.0,21.0,0.0,4924,4860,-1,-1
1003,0,0,706,1,42,39,-54.0,61.0,0.0,43,38,-84.0,-62.0,0.0,4929,4860,-1,-1
1004,0,0,703,1,45,39,82.0,18.0,0.0,43,38,-84.0,-62.0,0.0,4924,4840,-1,-1
1005,4,0,13000,1,44,37,55.69,35.04,0.0,44,39,0.0,-115.0,0.0,4924,4840,-1,-1
1006,4,0,13002,1,43,38,75.0,-31.0,0.0,44,39,0.0,-115.0,0.0,4929,4840,-1,-1
1007,4,0,13002,1,43,36,-96.0,121.0,0.0,44,39,0.0,-115.0,0.0,4924,4840,-1,-1
1008,4,0,13001,1,44,37,55.69,35.04,0.0,44,39,0.0,-115.0,0.0,4924,4860,4910,-1
1009,4,0,13001,1,43,38,75.0,-31.0,0.0,44,39,0.0,-115.0,0.0,4929,4860,-1,-1
1010,0,1,702,1,42,39,-54.0,61.0,0.0,43,36,-75.0,88.0,0.0,4917,4919,-1,-1
1011,0,1,707,1,44,37,-53.0,64.0,0.0,42,38,-54.0,21.0,0.0,4928,4925,-1,-1
1012,0,1,702,1,42,36,26.0,-4.0,0.0,42,39,-54.0,61.0,0.0,4928,4925,-1,-1
1013,0,1,703,1,45,39,82.0,18.0,0.0,43,36,88.0,-29.0,0.0,4917,4925,-1,-1
1014,0,1,701,1,44,39,-34.0,-22.0,0.0,43,36,88.0,-29.0,0.0,4917,4919,-1,-1
1015,4,1,13002,1,43,36,-96.0,121.0,0.0,44,39,0.0,-115.0,0.0,4928,4919,-1,-1
1016,4,1,13002,1,43,36,-96.0,121.0,0.0,44,39,0.0,-115.0,0.0,4890,4925,4927,-1
1017,4,1,13000,1,44,37,55.69,35.04,0.0,44,39,0.0,-115.0,0.0,4928,4926,-1,-1
1018,4,1,13001,1,44,37,55.69,35.04,0.0,44,39,0.0,-115.0,0.0,4917,4926,-1,-1
1019,4,1,13001,1,43,38,75.0,-31.0,0.0,44,39,0.0,-115.0,0.0,4917,4919,-1,-1
1020,0,2,708,1,45,37,-48.0,82.0,0.0,43,38,-84.0,-62.0,0.0,4990,4850,-1,-1
1021,0,2,700,1,45,36,-88.0,96.0,0.0,43,38,-84.0,-62.0,0.0,4990,4918,-1,-1
1022,0,2,703,1,42,36,26.0,-4.0,0.0,44,37,-53.0,64.0,0.0,4990,4918,-1,-1
1023,0,2,700,1,45,37,-48.0,82.0,0.0,43,38,-84.0,-62.0,0.0,4927,4850,-1,-1
1024,0,2,702,1,42,39,-54.0,61.0,0.0,44,37,-53.0,64.0,0.0,4927,4850,-1,-1
1025,4,2,13000,1,44,37,55.69,35.04,0.0,44,39,0.0,-115.0,0.0,4810,4850,-1,-1
1026,4,2,13002,1,43,36,-96.0,121.0,0.0,44,39,0.0,-115.0,0.0,4770,4918,-1,-1
1027,4,2,13002,1,43,36,-96.0,121.0,0.0,44,39,0.0,-115.0,0.0,4990,4923,-1,-1
1028,4,2,13000,1,43,38,75.0,-31.0,0.0,44,39,0.0,-115.0,0.0,4927,4923,-1,-1
1029,4,2,13001,1,44,37,55.69,35.04,0.0,44,39,0.0,-115.0,0.0,4790,4918,-1,-1
1030,0,3,708,1,44,37,-53.0,64.0,0.0,45,39,82.0,18.0,0.0,4917,4880,-1,-1
1031,0,3,703,1,43,38,-84.0,-62.0,0.0,45,39,82.0,18.0,0.0,4910,4920,-1,-1
1032,0,3,700,1,45,37,-48.0,82.0,0.0,42,36,26.0,-4.0,0.0,4910,4880,-1,-1
1033,0,3,700,1,43,36,88.0,-29.0,0.0,44,39,-34.0,-22.0,0.0,4917,4880,-1,-1
1034,0,3,700,1,42,36,26.0,-4.0,0.0,44,37,-53.0,64.0,0.0,4910,4920,-1,-1
1035,4,3,13002,1,43,36,-96.0,121.0,0.0,44,39,0.0,-115.0,0.0,4890,4880,-1,4850
1036,4,3,13000,1,44,37,55.69,35.04,0.0,44,39,0.0,-115.0,0.0,4917,4920,-1,-1
1037,4,3,13001,1,43,38,75.0,-31.0,0.0,44,39,0.0,-115.0,0.0,4780,4860,-1,-1
1038,4,3,13001,1,44,37,55.69,35.04,0.0,44,39,0.0,-115.0,0.0,4910,4920,-1,-1
1039,4,3,13000,1,43,38,75.0,-31.0,0.0,44,39,0.0,-115.0,0.0,4810,4880,-1,-1
1040,0,4,708,1,45,37,-48.0,82.0,0.0,43,38,-84.0,-62.0,0.0,4930,4921,-1,-1
1041,0,4,700,1,45,37,-48.0,82.0,0.0,43,38,-84.0,-62.0,0.0,4930,4925,-1,-1
1042,0,4,701,1,43,37,17.0,-58.0,0.0,42,39,-54.0,61.0,0.0,4930,4925,-1,-1
1043,0,4,701,1,42,39,-54.0,61.0,0.0,44,37,-53.0,64.0,0.0,4927,4925,-1,-1
1044,0,4,704,1,45,39,82.0,18.0,0.0,45,36,-88.0,96.0,0.0,4927,4921,-1,-1
1045,4,4,13002,1,43,36,-96.0,121.0,0.0,44,39,0.0,-115.0,0.0,4790,4921,-1,-1
1046,4,4,13000,1,44,37,55.69,35.04,0.0,44,39,0.0,-115.0,0.0,4927,4925,-1,-1
1047,4,4,13001,1,43,38,75.0,-31.0,0.0,44,39,0.0,-115.0,0.0,4930,4880,-1,-1
1048,4,4,13002,1,43,36,-96.0,121.0,0.0,44,39,0.0,-115.0,0.0,4770,4921,-1,-1
1049,4,4,13000,1,43,38,75.0,-31.0,0.0,44,39,0.0,-115.0,0.0,4800,4925,-1,-1
1050,0,5,707,1,43,37,17.0,-58.0,0.0,45,39,82.0,18.0,0.0,4930,4926,-1,-1
1051,0,5,701,1,45,39,82.0,18.0,0.0,44,37,-53.0,64.0,0.0,4928,4926,-1,-1
1052,0,5,704,1,45,39,82.0,18.0,0.0,44,37,-53.0,64.0,0.0,4930,4820,-1,-1
1053,0,5,707,1,42,38,-54.0,21.0,0.0,43,36,88.0,-29.0,0.0,4928,4926,-1,-1
1054,0,5,706,1,42,39,-54.0,61.0,0.0,45,36,-88.0,96.0,0.0,4930,4820,-1,-1
1055,4,5,13002,1,43,36,-96.0,121.0,0.0,44,39,0.0,-115.0,0.0,4928,4923,-1,-1
1056,4,5,13001,1,44,37,55.69,35.04,0.0,44,39,0.0,-115.0,0.0,4890,4820,-1,-1
1057,4,5,13000,1,43,38,75.0,-31.0,0.0,44,39,0.0,-115.0,0.0,4780,4820,-1,-1
1058,4,5,13000,1,44,37,55.69,35.04,0.0,44,39,0.0,-115.0,0.0,4930,4926,-1,-1
1059,4,5,13001,1,43,38,75.0,-31.0,0.0,44,39,0.0,-115.0,0.0,4790,4923,-1,4840
1060,0,6,705,1,43,36,88.0,-29.0,0.0,45,37,-48.0,82.0,0.0,4910,4850,-1,-1
1061,0,6,707,1,43,37,17.0,-58.0,0.0,42,39,-54.0,61.0,0.0,4910,4850,-1,-1
1062,0,6,703,1,42,39,-54.0,61.0,0.0,43,37,17.0,-58.0,0.0,4990,4830,-1,-1
1063,0,6,708,1,43,36,88.0,-29.0,0.0,45,37,-48.0,82.0,0.0,4990,4830,-1,-1
1064,0,6,705,1,45,39,82.0,18.0,0.0,43,36,-75.0,88.0,0.0,4910,4850,-1,-1
1065,4,6,13001,1,44,37,55.69,35.04,0.0,44,39,0.0,-115.0,0.0,4990,4830,-1,4820
1066,4,6,13002,1,43,36,-96.0,121.0,0.0,44,39,0.0,-115.0,0.0,4770,4880,-1,-1
1067,4,6,13001,1,44,37,55.69,35.04,0.0,44,39,0.0,-115.0,0.0,4910,4850,-1,-1
1068,4,6,13000,1,43,38,75.0,-31.0,0.0,44,39,0.0,-115.0,0.0,4810,4850,-1,-1
1069,4,6,13000,1,43,38,75.0,-31.0,0.0,44,39,0.0,-115.0,0.0,4800,4830,-1,-1
1070,0,7,706,1,44,37,-53.0,64.0,0.0,42,36,26.0,-4.0,0.0,4927,4860,-1,-1
1071,0,7,703,1,44,39,-34.0,-22.0,0.0,42,38,-54.0,21.0,0.0,4928,4925,-1,-1
1072,0,7,705,1,44,39,-34.0,-22.0,0.0,42,39,-54.0,61.0,0.0,4928,4860,-1,-1
1073,0,7,708,1,45,39,82.0,18.0,0.0,43,37,17.0,-58.0,0.0,4917,4850,-1,-1
1074,0,7,706,1,43,36,-75.0,88.0,0.0,45,39,82.0,18.0,0.0,4917,4925,-1,-1
1075,4,7,13001,1,43,38,75.0,-31.0,0.0,44,39,0.0,-115.0,0.0,4890,4850,-1,-1
1076,4,7,13002,1,43,38,75.0,-31.0,0.0,44,39,0.0,-115.0,0.0,4927,4925,-1,-1
1077,4,7,13000,1,44,37,55.69,35.04,0.0,44,39,0.0,-115.0,0.0,4928,4880,-1,-1
1078,4,7,13001,1,43,38,75.0,-31.0,0.0,44,39,0.0,-115.0,0.0,4770,4923,-1,4919
1079,4,7,13002,1,43,36,-96.0,121.0,0.0,44,39,0.0,-115.0,0.0,4780,4926,-1,-1
1080,0,8,707,1,43,37,17.0,-58.0,0.0,42,39,-54.0,61.0,0.0,5200,5210,-1,-1
1081,0,8,700,1,43,37,17.0,-58.0,0.0,44,39,-34.0,-22.0,0.0,5200,5210,-1,-1
1082,0,8,706,1,43,36,88.0,-29.0,0.0,44,39,-34.0,-22.0,0.0,5203,5213,-1,-1
1083,0,8,707,1,45,39,82.0,18.0,0.0,45,36,-88.0,96.0,0.0,5203,5213,-1,-1
1084,0,8,702,1,44,39,-34.0,-22.0,0.0,43,36,88.0,-29.0,0.0,5203,5213,-1,-1
1085,0,8,702,1,43,36,88.0,-29.0,0.0,42,38,-54.0,21.0,0.0,5200,5210,-1,-1
1086,0,8,705,1,42,39,-54.0,61.0,0.0,43,38,-84.0,-62.0,0.0,5200,5210,-1,-1
1087,0,8,705,1,45,39,82.0,18.0,0.0,42,38,-54.0,21.0,0.0,5200,5210,-1,4920
1088,0,8,700,1,45,37,-48.0,82.0,0.0,42,39,-54.0,61.0,0.0,5203,5213,-1,-1
1089,0,8,705,1,42,39,-54.0,61.0,0.0,43,36,88.0,-29.0,0.0,5200,5210,-1,-1
1090,0,8,701,1,45,39,82.0,18.0,0.0,43,36,88.0,-29.0,0.0,5200,5210,-1,-1
1091,0,8,706,1,42,36,26.0,-4.0,0.0,42,39,-54.0,61.0,0.0,5203,5213,-1,-1
1092,0,8,702,1,45,39,82.0,18.0,0.0,43,37,17.0,-58.0,0.0,5200,5210,-1,-1
1093,0,8,703,1,43,37,17.0,-58.0,0.0,42,39,-54.0,61.0,0.0,5203,5213,-1,-1
1094,0,8,702,1,44,39,-34.0,-22.0,0.0,45,36,-88.0,96.0,0.0,5203,5213,-1,-1
1095,0,8,705,1,43,36,88.0,-29.0,0.0,45,39,82.0,18.0,0.0,5203,5213,-1,-1
1096,0,8,705,1,42,36,26.0,-4.0,0.0,42,39,-54.0,61.0,0.0,5200,5210,-1,-1
1097,0,8,700,1,45,39,82.0,18.0,0.0,42,36,26.0,-4.0,0.0,5203,5213,-1,-1
1098,0,8,701,1,42,39,-54.0,61.0,0.0,43,38,-84.0,-62.0,0.0,5200,5210,-1,-1
1099,0,8,706,1,45,37,-48.0,82.0,0.0,42,36,26.0,-4.0,0.0,5203,5213,-1,-1
1100,1,8,700,1,45,36,-88.0,96.0,0.0,43,38,-26.54,35.82,0.0,5203,5213,-1,-1
1101,1,8,704,1,45,36,-88.0,96.0,0.0,43,38,-26.54,35.82,0.0,5200,5210,-1,-1
1102,1,8,701,1,43,36,88.0,-29.0,0.0,43,38,-26.54,35.82,0.0,5200,5210,4910,-1
1103,1,8,700,1,45,36,-88.0,96.0,0.0,43,38,-26.54,35.82,0.0,5200,5210,-1,-1
1104,1,8,705,1,45,37,-48.0,82.0,0.0,43,38,-26.54,35.82,0.0,5203,5213,-1,-1
1105,2,8,705,1,44,37,-53.0,64.0,0.0,43,39,88.99,96.707,0.0,5200,5210,-1,-1
1106,2,8,708,1,43,36,88.0,-29.0,0.0,43,39,88.99,96.707,0.0,5203,5213,-1,-1
1107,2,8,700,1,45,36,-88.0,96.0,0.0,43,39,88.99,96.707,0.0,5203,5213,-1,-1
1108,2,8,701,1,43,37,17.0,-58.0,0.0,43,39,88.99,96.707,0.0,5200,5210,-1,-1
1109,2,8,704,1,42,36,26.0,-4.0,0.0,43,39,88.99,96.707,0.0,5203,5213,-1,-1
1110,3,8,706,1,42,38,-54.0,21.0,0.0,45,37,-30.535,53.865,0.0,5203,5213,-1,-1
1111,3,8,706,1,43,38,-84.0,-62.0,0.0,45,37,-30.535,53.865,0.0,5200,5210,-1,-1
1112,3,8,701,1,42,39,-54.0,61.0,0.0,45,37,-30.535,53.865,0.0,5203,5213,-1,-1
1113,3,8,700,1,42,36,26.0,-4.0,0.0,45,37,-30.535,53.865,0.0,5200,5210,-1,-1
1114,3,8,700,1,42,39,-54.0,61.0,0.0,44,36,48.9,91.352,0.0,5200,5210,-1,-1
1115,4,8,13002,1,43,36,-96.0,121.0,0.0,44,39,0.0,-115.0,0.0,5200,5210,-1,-1
1116,4,8,13002,1,43,36,-96.0,121.0,0.0,44,39,0.0,-115.0,0.0,5203,5213,-1,-1
1117,4,8,13000,1,44,37,55.69,35.04,0.0,44,39,0.0,-115.0,0.0,5200,5210,-1,-1
1118,4,8,13000,1,44,37,55.69,35.04,0.0,44,39,0.0,-115.0,0.0,5200,5210,-1,4925
1119,4,8,13002,1,43,36,-96.0,121.0,0.0,44,39,0.0,-115.0,0.0,5200,5210,-1,-1
1120,4,8,13002,1,43,36,-96.0,121.0,0.0,44,39,0.0,-115.0,0.0,5200,5210,4929,-1
1121,4,8,13002,1,43,36,-96.0,121.0,0.0,44,39,0.0,-115.0,0.0,5203,5213,-1,-1
1122,4,8,13000,1,43,38,75.0,-31.0,0.0,44,39,0.0,-115.0,0.0,5203,5213,-1,-1
1123,4,8,13001,1,43,38,75.0,-31.0,0.0,44,39,0.0,-115.0,0.0,5203,5213,-1,-1
1124,4,8,13001,1,43,38,75.0,-31.0,0.0,44,39,0.0,-115.0,0.0,5200,5210,-1,-1
1125,4,8,13000,1,43,38,75.0,-31.0,0.0,44,39,0.0,-115.0,0.0,5200,5210,-1,-1
1126,4,8,13002,1,43,36,-96.0,121.0,0.0,44,39,0.0,-115.0,0.0,5203,5213,-1,-1
1127,4,8,13000,1,44,37,55.69,35.04,0.0,44,39,0.0,-115.0,0.0,5203,5213,-1,-1
1128,4,8,13001,1,44,37,55.69,35.04,0.0,44,39,0.0,-115.0,0.0,5203,5213,-1,-1
1129,4,8,13002,1,43,38,75.0,-31.0,0.0,44,39,0.0,-115.0,0.0,5203,5213,-1,-1
1130,4,8,13001,1,43,38,75.0,-31.0,0.0,44,39,0.0,-115.0,0.0,5203,5213,-1,-1
1131,4,8,13001,1,44,37,55.69,35.04,0.0,44,39,0.0,-115.0,0.0,5200,5210,-1,-1
1132,4,8,13000,1,43,38,75.0,-31.0,0.0,44,39,0.0,-115.0,0.0,5203,5213,-1,-1
1133,4,8,13002,1,43,38,75.0,-31.0,0.0,44,39,0.0,-115.0,0.0,5200,5210,-1,-1
1134,4,8,13001,1,44,37,55.69,35.04,0.0,44,39,0.0,-115.0,0.0,5200,5210,-1,-1
1135,5,8,704,1,42,39,-54.0,61.0,0.0,43,37,36.38,41.32,0.0,5203,5213,-1,-1
1136,5,8,702,1,42,38,-54.0,21.0,0.0,43,37,36.38,41.32,0.0,5203,5213,-1,-1
1137,5,8,707,1,42,39,-54.0,61.0,0.0,43,37,36.38,41.32,0.0,5200,5210,-1,-1
1138,5,8,708,1,42,39,-54.0,61.0,0.0,43,37,36.38,41.32,0.0,5200,5210,-1,-1
1139,5,8,708,1,42,38,-54.0,21.0,0.0,43,37,36.38,41.32,0.0,5203,5213,-1,-1
1140,0,9,704,1,45,37,-48.0,82.0,0.0,43,36,-75.0,88.0,0.0,5201,5211,-1,-1
1141,0,9,704,1,43,36,-75.0,88.0,0.0,45,39,82.0,18.0,0.0,5201,5211,-1,-1
1142,0,9,701,1,44,39,-34.0,-22.0,0.0,43,36,-75.0,88.0,0.0,5201,5211,-1,-1
1143,0,9,704,1,43,36,88.0,-29.0,0.0,42,39,-54.0,61.0,0.0,5201,5211,-1,-1
1144,0,9,703,1,44,39,-34.0,-22.0,0.0,43,37,17.0,-58.0,0.0,5202,5212,-1,-1
1145,0,9,708,1,45,39,82.0,18.0,0.0,43,38,-84.0,-62.0,0.0,5202,5212,-1,-1
1146,0,9,707,1,44,37,-53.0,64.0,0.0,45,39,82.0,18.0,0.0,5202,5212,-1,-1
1147,0,9,705,1,42,39,-54.0,61.0,0.0,42,36,26.0,-4.0,0.0,5202,5211,-1,-1
1148,0,9,708,1,45,37,-48.0,82.0,0.0,42,36,26.0,-4.0,0.0,5201,5211,-1,-1
1149,0,9,708,1,45,37,-48.0,82.0,0.0,42,39,-54.0,61.0,0.0,5202,5211,-1,-1
1150,0,9,704,1,43,37,17.0,-58.0,0.0,44,39,-34.0,-22.0,0.0,5201,5212,-1,-1
1151,0,9,706,1,45,36,-88.0,96.0,0.0,42,38,-54.0,21.0,0.0,5201,5211,-1,-1
1152,0,9,701,1,45,36,-88.0,96.0,0.0,43,38,-84.0,-62.0,0.0,5202,5212,-1,-1
1153,0,9,702,1,42,38,-54.0,21.0,0.0,43,36,88.0,-29.0,0.0,5202,5212,-1,-1
1154,0,9,704,1,43,37,17.0,-58.0,0.0,45,39,82.0,18.0,0.0,5202,5212,-1,-1
1155,0,9,706,1,45,39,82.0,18.0,0.0,43,36,88.0,-29.0,0.0,5201,5211,-1,-1
1156,0,9,703,1,44,39,-34.0,-22.0,0.0,43,36,-75.0,88.0,0.0,5202,5212,-1,-1
1157,0,9,707,1,43,36,88.0,-29.0,0.0,42,39,-54.0,61.0,0.0,5202,5212,-1,-1
1158,0,9,704,1,42,36,26.0,-4.0,0.0,45,37,-48.0,82.0,0.0,5201,5212,-1,-1
1159,0,9,704,1,45,37,-48.0,82.0,0.0,43,36,-75.0,88.0,0.0,5201,5211,-1,-1
1160,1,9,701,1,42,36,26.0,-4.0,0.0,43,38,-26.54,35.82,0.0,5201,5211,-1,-1
1161,1,9,701,1,43,36,88.0,-29.0,0.0,43,38,-26.54,35.82,0.0,5201,5212,-1,-1
1162,1,9,701,1,45,36,-88.0,96.0,0.0,43,38,-26.54,35.82,0.0,5202,5211,-1,-1
1163,1,9,704,1,45,37,-48.0,82.0,0.0,43,38,-26.54,35.82,0.0,5202,5212,-1,-1
1164,1,9,706,1,45,39,82.0,18.0,0.0,43,38,-26.54,35.82,0.0,5202,5212,-1,-1
1165,2,9,700,1,43,37,17.0,-58.0,0.0,43,39,88.99,96.707,0.0,5201,5211,-1,-1
1166,2,9,704,1,43,37,17.0,-58.0,0.0,43,39,88.99,96.707,0.0,5202,5211,-1,-1
1167,2,9,702,1,42,38,-54.0,21.0,0.0,43,39,88.99,96.707,0.0,5202,5212,-1,-1
1168,2,9,701,1,45,37,-48.0,82.0,0.0,43,39,88.99,96.707,0.0,5201,5211,-1,-1
