patternId:int,variationId:int,variationType:int,attachId:int
148,4686,0,757
148,4656,0,756
148,4941,0,190
148,4663,0,753
148,4666,0,762
148,4674,0,750
148,4551,0,754
148,4672,0,755
148,4669,0,763
148,4553,0,526
148,4553,0,521
148,4553,0,534
148,4553,0,520
148,4553,0,528
148,4553,0,529
148,4553,0,524
148,4553,0,522
148,4660,2,605
148,4670,0,607
148,4650,2,601
148,4660,6,602
148,3220,1,101
148,3420,0,114
148,3410,0,100
148,4340,0,313
148,4350,1,301
149,3810,1,126
149,3000,0,114
149,3000,1,101
149,3800,0,104
149,3200,0,120
149,3200,1,116
149,3400,1,100
149,3400,3,109
149,3400,1,117
149,4501,0,358
149,4100,0,307
149,4100,0,301
149,4100,0,313
149,4000,5,314
149,4300,0,302
149,4350,1,300
149,4695,0,757
149,4653,0,756
149,4943,0,190
149,4668,0,750
149,4667,0,754
149,4663,0,763
149,4655,0,762
149,4662,0,755
149,4551,0,753
149,4650,2,607
149,4660,2,602
149,4670,2,601
149,4660,3,605
149,3000,1,103
149,3810,1,113
149,3790,0,305
149,4000,2,312
150,3000,0,121
150,3030,1,106
150,3810,0,104
150,3800,0,116
150,3200,1,100
150,3200,0,107
150,3200,1,110
150,3400,0,111
150,3400,1,120
150,3400,1,117
150,4101,0,350
150,4100,0,302
150,4100,0,305
150,4100,0,310
150,4000,8,313
150,4350,1,306
150,4682,0,757
150,4656,0,756
150,4943,0,190
150,4652,0,319
150,4668,0,322
150,4663,0,317
150,4664,0,320
150,4674,0,316
150,4654,0,318
150,4654,0,761
150,4667,0,750
150,4659,0,760
150,4551,0,753
150,4672,0,755
150,4662,0,759
150,4657,0,758
150,4665,0,754
150,4553,0,528
150,4553,0,520
150,4553,0,521
150,4553,0,532
150,4553,0,522
150,4553,0,527
150,4553,0,523
150,4553,0,525
150,4650,3,606
150,4660,3,607
150,4670,4,604
150,4650,4,602
150,4660,4,601
150,4670,2,603
150,4130,0,321
150,4330,0,309
150,4330,1,315
150,3030,1,112
150,3200,0,103
150,4340,1,301
150,4340,1,314
151,3000,0,123
151,3030,0,111
151,3800,1,103
151,3800,0,100
151,3200,0,110
151,3220,0,101
151,3220,0,112
151,3420,0,104
151,3410,4,106
151,3410,4,116
151,4302,0,352
151,4100,0,300
151,4100,0,305
151,4100,0,310
151,4000,0,314
151,4340,1,313
151,4695,0,757
151,4666,0,756
151,4943,0,190
151,4664,0,320
151,4674,0,322
151,4656,0,317
151,4652,0,316
151,4668,0,315
151,4663,0,319
151,4654,0,759
151,4653,0,750
151,4651,0,758
151,4655,0,755
151,4672,0,753
151,4671,0,760
151,4662,0,761
151,4665,0,754
151,4650,3,601
151,4660,5,603
151,4670,4,607
151,4670,3,604
151,4660,6,602
151,4650,2,606
151,4130,0,321
151,4330,0,309
151,4330,1,318
151,3420,0,117
151,3420,0,107
151,4500,0,301
151,4300,1,306
152,2060,0,107
152,3030,1,121
152,3000,0,100
152,3800,0,106
152,3800,1,117
152,3200,1,104
152,3200,0,103
152,3200,0,112
152,3410,3,110
152,3410,0,120
152,3410,3,116
152,4341,0,350
152,4100,0,306
152,4100,0,313
152,4100,0,310
152,4000,2,302
152,4340,1,314
152,4688,0,757
152,4666,0,756
152,4943,0,190
152,4654,0,320
152,4652,0,317
152,4668,0,322
152,4663,0,319
152,4656,0,315
152,4667,0,318
152,4668,0,750
152,4653,0,759
152,4651,0,754
152,4551,0,760
152,4657,0,755
152,4669,0,753
152,4665,0,758
152,4655,0,761
152,4650,3,606
152,4670,2,602
152,4660,5,601
152,4670,1,607
152,4650,4,604
152,4660,4,603
152,4130,0,321
152,4330,0,316
152,4330,1,309
152,4940,0,710
152,3000,0,111
152,3790,0,305
152,4000,8,301
153,3000,1,129
153,3030,1,101
153,3810,0,120
153,3800,1,117
153,3200,0,100
153,3220,1,103
153,3200,0,112
153,3400,0,107
153,3410,2,110
153,3410,2,116
153,4101,0,364
153,4100,0,305
153,4100,0,302
153,4100,0,300
153,4000,6,313
153,4300,0,306
153,4687,0,757
153,4674,0,756
153,4943,0,190
153,4663,0,315
153,4667,0,318
153,4652,0,319
153,4664,0,316
153,4654,0,320
153,4653,0,309
153,4668,0,758
153,4664,0,760
153,4655,0,750
153,4657,0,761
153,4672,0,754
153,4551,0,759
153,4662,0,753
153,4677,0,755
153,4650,5,606
153,4660,3,602
153,4650,4,607
153,4660,2,601
153,4670,0,604
153,4670,2,603
153,4130,0,321
153,4330,1,322
153,4330,0,317
153,3810,0,104
153,3410,2,106
153,3790,0,301
153,4000,4,310
154,3000,0,122
154,3000,1,117
154,3810,0,106
154,3800,1,120
154,3210,1,110
154,3220,1,101
154,3210,1,116
154,3410,4,111
154,3420,0,107
154,3410,4,103
154,4302,0,351
154,4100,0,302
154,4100,0,300
154,4100,0,314
154,4000,4,310
154,4340,0,313
154,4695,0,757
154,4674,0,756
154,4943,0,190
154,4668,0,317
154,4674,0,322
154,4656,0,319
154,4652,0,318
154,4653,0,309
154,4664,0,315
154,4667,0,750
154,4663,0,754
154,4551,0,759
154,4659,0,753
154,4657,0,755
154,4662,0,760
154,4651,0,758
154,4665,0,761
154,4660,3,603
154,4650,5,601
154,4670,1,607
154,4660,4,606
154,4650,2,604
154,4670,2,602
154,4130,0,321
154,4330,0,320
154,4330,1,316
154,4940,0,718
154,3000,0,104
154,3410,4,112
154,3790,0,305
154,4350,1,306
155,3800,0,123
155,3030,0,107
155,3000,1,110
155,3810,1,116
155,3210,2,108
155,3210,1,106
155,3210,0,117
155,3400,3,113
155,3410,2,103
155,3400,1,111
155,4302,0,352
155,4100,0,314
155,4100,0,306
155,4100,0,307
155,4000,8,313
155,4300,0,312
155,4653,0,762
155,4663,0,754
155,4656,0,760
155,4657,0,753
155,4551,0,759
155,4665,0,763
155,4662,0,758
155,4671,0,761
155,4650,5,606
155,4650,4,605
155,4660,4,601
155,4660,2,604
155,4670,0,607
155,4670,2,603
155,3210,2,114
155,3400,1,109
155,3400,1,112
155,4500,0,310
155,4000,7,308
156,3800,0,124
156,3000,1,107
156,3030,0,117
156,3810,1,113
156,3200,0,106
156,3210,2,109
156,3210,0,112
156,3410,4,116
156,3400,0,108
156,3410,3,103
156,4401,0,356
156,4100,0,310
156,4100,0,302
156,4100,0,314
156,4000,6,312
156,4350,1,313
156,4654,0,754
156,4668,0,761
156,4656,0,763
156,4671,0,758
156,4677,0,762
156,4655,0,753
156,4651,0,760
156,4672,0,759
156,4602,0,656
156,4606,0,645
156,4605,0,640
156,4604,0,637
156,4600,0,659
156,4601,0,623
156,4603,0,651
156,4601,0,624
156,4600,0,649
156,4602,0,641
156,4606,0,647
156,4605,0,653
156,4602,0,639
156,4602,0,634
156,4603,0,621
156,4604,0,635
156,4603,0,646
156,4605,0,626
156,4603,0,662
156,4605,0,650
156,4600,0,660
156,4602,0,652
156,4606,0,643
156,4602,0,644
156,4600,0,642
156,4600,0,636
156,4603,0,658
156,4602,0,622
156,4660,3,604
156,4670,3,605
156,4650,5,601
156,4660,5,606
156,4670,2,607
156,4650,4,603
156,3000,1,114
156,3800,0,111
156,3400,0,110
156,4500,0,308
156,4000,8,307
157,3030,1,125
157,3000,0,110
157,3810,1,117
157,3800,1,114
157,3200,0,111
157,3220,0,109
157,3200,1,103
157,3400,2,113
157,3410,4,107
157,3400,1,116
157,4341,0,357
157,4100,0,314
157,4100,0,306
157,4100,0,310
157,4000,0,313
157,4300,1,302
157,4656,0,753
157,4663,0,762
157,4658,0,759
157,4671,0,760
157,4665,0,763
157,4662,0,754
157,4669,0,758
157,4677,0,761
157,4660,3,605
157,4660,5,604
157,4670,2,601
157,4650,4,606
157,4670,4,607
157,4650,3,603
157,4940,0,711
157,3200,0,112
157,3400,2,106
157,3400,2,120
157,3790,0,308
157,4500,0,312
158,3800,0,127
158,3000,0,111
158,3000,1,108
158,3810,1,109
158,3210,2,117
158,3220,0,107
158,3210,1,103
158,3410,3,113
158,3410,2,106
158,3400,2,116
158,4101,0,360
158,4100,0,307
158,4100,0,314
158,4100,0,306
158,4000,6,313
158,4300,0,308
158,4664,0,758
158,4667,0,753
158,4654,0,763
158,4551,0,759
158,4671,0,762
158,4659,0,754
158,4651,0,760
158,4662,0,761
158,4553,0,525
158,4553,0,530
158,4553,0,528
158,4553,0,536
158,4553,0,527
158,4553,0,529
158,4553,0,535
158,4553,0,521
158,4660,5,604
158,4670,1,606
158,4650,2,607
158,4670,0,601
158,4660,3,605
158,4650,4,603
158,4940,0,715
158,3800,0,120
158,3210,2,114
158,3410,3,110
158,4500,0,302
158,4000,0,312
159,3030,0,123
159,3000,0,111
159,3800,0,114
159,3810,0,106
159,3210,1,112
159,3210,2,109
159,3200,1,107
159,3410,2,113
159,3410,4,117
159,3410,3,116
159,4341,1,352
159,4100,0,312
159,4100,0,306
159,4100,0,310
159,4000,9,307
159,4300,1,314
159,4663,0,762
159,4656,0,760
159,4654,0,754
159,4657,0,761
159,4659,0,753
159,4655,0,758
159,4662,0,763
159,4671,0,759
159,4680,0,606
159,4660,3,607
159,4650,2,603
159,4670,1,601
159,4670,0,605
159,4660,6,604
159,3030,0,108
159,3210,2,103
159,3410,3,110
159,3790,0,308
159,4350,1,313
160,3810,1,122
160,3000,0,107
160,3030,1,114
160,3800,1,106
160,3200,0,103
160,3200,1,104
160,3210,0,116
160,3400,1,112
160,3410,1,108
160,3400,3,120
160,3400,3,110
160,4090,5,313
160,4401,0,351
160,4100,0,302
160,4100,0,310
160,4100,0,300
160,4500,0,305
160,4000,3,307
160,4300,1,314
160,4340,0,306
160,4686,0,757
160,4663,0,756
160,4941,0,190
160,4654,0,750
160,4668,0,753
160,4658,0,758
160,4674,0,760
160,4659,0,763
160,4662,0,754
160,4651,0,761
160,4657,0,755
160,4665,0,759
160,4672,0,762
160,4650,4,606
160,4670,3,607
160,4660,6,602
160,4650,5,605
160,4670,0,604
160,4660,3,601
160,4660,4,603
160,3030,1,113
160,3810,1,117
160,3200,1,101
160,3200,0,109
160,3200,1,111
160,4500,0,308
160,4340,0,312
161,3000,0,122
161,3030,0,116
161,3810,1,109
161,3810,0,120
161,3220,0,112
161,3200,0,106
161,3210,0,113
161,3410,1,103
161,3400,2,110
161,3400,0,108
161,3400,2,114
161,4401,0,351
161,4100,0,308
161,4100,0,310
161,4100,0,312
161,4500,0,302
161,4000,8,300
161,4340,1,306
161,4300,0,307
161,4681,0,757
161,4664,0,756
161,4941,0,190
161,4653,0,760
161,4658,0,753
161,4667,0,759
161,4656,0,755
161,4677,0,763
161,4669,0,754
161,4671,0,750
161,4655,0,761
161,4659,0,762
161,4657,0,758
161,4553,0,529
161,4553,0,527
161,4553,0,523
161,4553,0,526
161,4553,0,525
161,4553,0,528
161,4553,0,530
161,4553,0,522
161,4660,5,603
161,4670,2,607
161,4670,0,605
161,4660,3,601
161,4650,5,604
161,4660,6,602
161,4650,4,606
161,3000,0,107
161,3030,0,117
161,3220,0,104
161,3210,0,101
161,3400,2,111
161,4500,0,314
161,4000,1,313
161,4000,2,305
162,3810,1,121
162,3030,1,108
162,3000,1,110
162,3800,1,114
162,3200,1,120
162,3220,1,106
162,3210,2,100
162,3430,0,116
162,3400,1,104
162,3420,0,107
162,3420,0,117
162,4301,0,350
162,4100,0,305
162,4100,0,308
162,4100,0,302
162,4500,0,306
162,4000,4,310
162,4350,1,307
162,4300,0,314
162,4695,0,757
162,4654,0,756
162,4942,0,190
162,4668,0,755
162,4656,0,758
162,4664,0,763
162,4653,0,760
162,4657,0,754
162,4659,0,761
162,4655,0,762
162,4671,0,750
162,4672,0,753
162,4651,0,759
162,4660,3,606
162,4650,4,602
162,4660,2,605
162,4660,5,607
162,4670,1,601
162,4670,2,604
162,4650,2,603
162,3810,1,112
162,3210,2,109
162,3220,1,111
162,3400,1,113
162,3420,0,103
162,4300,0,301
162,4350,1,313
162,4350,1,312
163,3800,0,125
163,3000,0,116
163,3030,1,113
163,3810,0,107
163,3220,0,112
163,3200,1,114
163,3220,1,103
163,3420,0,109
163,3410,4,100
163,3430,0,120
163,3430,0,117
163,4501,0,357
163,4100,0,301
163,4100,0,306
163,4100,0,305
163,4500,0,314
163,4000,3,313
163,4350,1,310
163,4300,1,300
163,4691,0,757
163,4653,0,756
163,4942,0,190
163,4663,0,753
163,4664,0,762
163,4652,0,755
163,4666,0,760
163,4677,0,758
163,4659,0,761
163,4657,0,750
163,4671,0,763
163,4662,0,754
163,4651,0,759
163,4650,2,602
163,4660,3,601
163,4670,4,604
163,4660,5,606
163,4670,1,607
163,4650,4,605
163,4660,2,603
163,3000,0,110
163,3030,1,106
163,3810,0,111
163,3220,1,104
163,3410,4,101
163,4500,0,302
163,4000,7,308
163,4350,1,312
164,3000,1,122
164,3000,0,110
164,3800,1,103
164,3810,1,101
164,3200,1,107
164,3210,1,116
164,3220,1,104
164,3410,2,120
164,3410,1,112
164,3430,0,114
164,3410,1,113
164,4501,0,351
164,4100,0,306
164,4100,0,300
164,4100,0,305
164,4500,0,313
164,4000,0,308
164,4340,0,310
164,4350,1,314
164,4691,0,757
164,4667,0,756
164,4943,0,190
164,4652,0,759
164,4663,0,755
164,4654,0,753
164,4666,0,762
164,4659,0,750
164,4655,0,754
164,4651,0,761
164,4662,0,763
164,4551,0,758
164,4672,0,760
164,4680,1,607
164,4670,0,604
164,4660,2,606
164,4650,4,605
164,4650,3,602
164,4670,1,601
164,4660,4,603
164,3410,1,106
164,3430,0,109
164,3430,0,117
164,3410,2,108
164,3410,2,111
164,4000,4,307
164,4350,1,302
164,4340,0,312
165,3030,0,126
165,3000,0,113
165,3800,0,111
165,3800,1,106
165,3210,1,112
165,3200,1,100
165,3200,0,110
165,3410,4,104
165,3400,1,107
165,3400,2,103
165,3400,1,114
165,4301,1,358
165,4100,0,312
165,4100,0,302
165,4100,0,310
165,4500,0,306
165,4000,4,301
165,4300,0,305
165,4350,1,314
165,4691,0,757
165,4668,0,756
165,4941,0,190
165,4652,0,755
165,4653,0,759
165,4667,0,753
165,4658,0,762
165,4671,0,754
165,4677,0,761
165,4551,0,763
165,4662,0,750
165,4659,0,758
165,4655,0,760
165,4660,5,604
165,4660,6,602
165,4670,3,607
165,4660,3,606
165,4650,2,605
165,4650,3,601
165,4670,1,603
165,3200,0,116
165,3210,1,120
165,3200,1,117
165,3410,4,101
165,3400,1,109
165,4000,6,313
165,4000,9,307
165,4350,1,300
166,3810,0,123
166,3000,0,111
166,3000,1,104
166,3800,1,110
166,3210,2,108
166,3200,1,103
166,3210,1,117
166,3410,2,100
166,3410,0,107
166,3400,0,113
166,3400,0,112
166,4101,0,352
166,4100,0,305
166,4100,0,300
166,4100,0,306
166,4500,0,312
166,4000,9,313
166,4340,0,314
166,4300,0,301
166,4681,0,757
166,4656,0,756
166,4942,0,190
166,4658,0,754
166,4653,0,760
166,4668,0,750
166,4654,0,759
166,4651,0,755
166,4659,0,758
166,4662,0,763
166,4665,0,761
166,4671,0,753
166,4655,0,762
166,4670,1,602
166,4650,3,607
166,4670,4,605
166,4660,6,601
166,4660,5,606
166,4660,2,604
166,4650,5,603
166,3800,1,114
166,3210,2,116
166,3400,0,109
166,3410,2,106
166,3410,2,101
166,3790,0,308
166,4500,0,307
166,4300,0,310
167,3800,0,128
167,3000,1,103
167,3030,1,100
167,3810,1,104
167,3210,0,113
167,3220,1,101
167,3210,2,106
167,3410,0,109
167,3410,2,120
167,3410,3,117
167,3410,0,111
167,4301,0,362
167,4100,0,300
167,4100,0,308
167,4100,0,306
167,4500,0,301
167,4000,9,307
167,4340,1,313
167,4350,1,302
167,4695,0,757
167,4667,0,756
167,4943,0,190
167,4664,0,753
167,4666,0,760
167,4668,0,750
167,4654,0,759
167,4672,0,761
167,4659,0,755
167,4662,0,762
167,4665,0,754
167,4651,0,758
167,4657,0,763
167,4660,3,606
167,4660,4,607
167,4650,2,601
167,4670,0,605
167,4650,4,604
167,4660,6,602
167,4670,3,603
167,3810,1,110
167,3220,1,116
167,3220,1,112
167,3410,2,108
167,3410,0,107
167,3790,0,310
167,4000,3,314
167,4000,1,305
168,3030,1,121
168,3000,0,117
168,3810,1,120
168,3800,0,109
168,3200,1,107
168,3200,0,112
168,3210,1,113
168,3430,0,103
168,3410,4,116
168,3420,0,104
168,3420,0,110
168,4302,0,350
168,4100,0,314
168,4100,0,301
168,4100,0,310
168,4500,0,306
168,4000,0,312
168,4350,1,307
168,4340,0,302
168,4681,0,757
168,4668,0,756
168,4941,0,190
168,4654,0,763
168,4656,0,750
168,4658,0,761
168,4666,0,754
168,4669,0,755
168,4655,0,758
168,4677,0,753
168,4662,0,760
168,4657,0,762
168,4672,0,759
168,4553,0,528
168,4553,0,520
168,4553,0,527
168,4553,0,529
168,4553,0,521
168,4553,0,524
168,4553,0,523
168,4553,0,526
168,4650,2,605
168,4660,5,602
168,4660,6,606
168,4670,2,607
168,4650,5,601
168,4670,4,604
168,4660,2,603
168,3200,0,100
168,3210,1,114
168,3210,1,106
168,3420,0,108
168,3430,0,111
168,4500,0,313
168,4000,3,305
168,4000,1,308
169,3810,0,124
169,3030,0,113
169,3030,1,100
169,3800,1,114
169,3220,1,111
169,3220,0,104
169,3210,1,101
169,3410,0,116
169,3410,3,117
169,3410,1,108
169,3410,1,106
169,4301,0,356
169,4100,0,305
169,4100,0,301
169,4100,0,314
169,4500,0,300
169,4000,4,302
169,4340,1,312
169,4350,1,307
169,4687,0,757
169,4663,0,756
169,4943,0,190
169,4668,0,762
169,4667,0,761
169,4653,0,753
169,4658,0,750
169,4669,0,759
169,4665,0,754
169,4551,0,763
169,4651,0,760
169,4672,0,755
169,4659,0,758
169,4660,5,606
169,4660,2,605
169,4670,0,602
169,4650,2,604
169,4650,3,601
169,4670,1,607
169,4660,3,603
169,3030,0,109
169,3810,0,107
169,3210,1,103
169,3220,1,110
169,3410,0,112
169,3790,0,313
169,4000,0,308
169,4340,1,310
170,3030,1,127
170,3000,1,111
170,3810,0,114
170,3800,1,106
170,3220,1,101
170,3210,0,109
170,3200,1,113
170,3400,3,104
170,3410,2,117
170,3400,2,103
170,3410,2,107
170,4301,0,360
170,4100,0,306
170,4100,0,301
170,4100,0,314
170,4500,0,308
170,4000,7,313
170,4300,1,300
170,4300,0,307
170,4695,0,757
170,4663,0,756
170,4942,0,190
170,4658,0,753
170,4653,0,763
170,4668,0,761
170,4656,0,755
170,4655,0,759
170,4657,0,750
170,4677,0,754
170,4665,0,762
170,4672,0,760
170,4671,0,758
170,4650,4,606
170,4650,2,604
170,4670,4,607
170,4660,6,605
170,4660,3,601
170,4670,1,602
170,4660,5,603
170,3000,1,120
170,3000,1,100
170,3410,2,116
170,3400,3,108
170,3400,2,110
170,4500,0,305
170,4000,6,302
170,4300,0,312
171,3000,1,125
171,3000,0,113
171,3810,1,120
171,3800,0,116
171,3210,2,103
171,3210,1,100
171,3220,1,107
171,3400,1,104
171,3410,2,111
171,3410,4,109
171,3410,2,106
171,4341,1,357
171,4100,0,300
171,4100,0,308
171,4100,0,313
171,4500,0,312
171,4000,5,305
171,4340,1,302
171,4300,0,314
171,4688,0,757
171,4652,0,756
171,4941,0,190
171,4664,0,759
171,4658,0,755
171,4653,0,762
171,4654,0,760
171,4677,0,750
171,4672,0,758
171,4665,0,761
171,4671,0,763
171,4662,0,753
171,4551,0,754
171,4680,2,603
171,4670,3,607
171,4650,5,605
171,4650,2,601
171,4660,5,604
171,4660,3,602
171,4670,4,606
171,3410,2,101
171,3410,2,110
171,3410,2,114
171,3790,0,306
171,4000,3,310
171,4000,1,301
171,2110,0,112
171,2150,0,117
172,3000,1,127
172,3000,0,108
172,3810,0,114
172,3810,1,113
172,3210,0,101
172,3210,2,117
172,3220,1,104
172,3410,3,107
172,3410,2,103
172,3400,0,110
172,3410,3,100
172,4302,0,360
172,4100,0,306
172,4100,0,308
172,4100,0,313
172,4500,0,302
172,4000,9,305
172,4340,0,301
172,4300,1,300
172,4687,0,757
172,4674,0,756
172,4941,0,190
172,4658,0,762
172,4653,0,753
172,4652,0,761
172,4663,0,755
172,4655,0,763
172,4651,0,750
172,4669,0,754
172,4671,0,760
172,4659,0,759
172,4551,0,758
172,4680,0,607
172,4660,4,605
172,4660,3,604
172,4670,0,606
172,4670,3,601
172,4650,4,602
172,4650,5,603
172,3000,1,106
172,3000,0,116
172,3210,0,109
172,3220,1,120
172,3210,2,111
172,4000,7,312
172,4000,8,314
172,4340,0,307
173,3000,0,126
173,3030,0,116
173,3810,1,120
173,3800,1,112
173,3200,1,101
173,3210,2,117
173,3210,1,113
173,3410,1,109
173,3410,4,106
173,3400,2,111
173,3410,1,104
173,4101,0,358
173,4100,0,302
173,4100,0,300
173,4100,0,313
173,4500,0,312
173,4000,6,301
173,4350,1,310
173,4300,0,305
173,4681,0,757
173,4664,0,756
173,4941,0,190
173,4658,0,763
173,4653,0,759
173,4656,0,760
173,4652,0,750
173,4677,0,754
173,4669,0,761
173,4657,0,755
173,4671,0,762
173,4665,0,758
173,4659,0,753
173,4553,0,521
173,4553,0,524
173,4553,0,529
173,4553,0,528
173,4553,0,527
173,4553,0,523
173,4553,0,526
173,4553,0,525
173,4680,0,607
173,4650,4,601
173,4670,0,606
173,4650,2,602
173,4670,3,605
173,4660,6,604
173,4660,4,603
173,3210,2,114
173,3200,1,103
173,3210,1,107
173,3400,2,110
173,3410,1,100
173,4000,7,314
173,4350,1,306
173,4300,0,307
174,3030,0,128
174,3030,1,107
174,3800,1,106
174,3810,1,101
174,3200,1,103
174,3210,0,110
174,3210,2,108
174,3400,3,116
174,3410,1,100
174,3430,0,112
174,3410,1,120
174,4090,4,310
174,4401,0,362
174,4100,0,314
174,4100,0,305
174,4100,0,306
174,4500,0,302
174,4000,2,308
174,4300,0,307
174,4340,0,313
174,4687,0,757
174,4667,0,756
174,4943,0,190
174,4652,0,761
174,4663,0,762
174,4668,0,755
174,4674,0,758
174,4651,0,753
174,4655,0,759
174,4662,0,760
174,4672,0,750
174,4551,0,763
174,4657,0,754
174,4680,0,603
174,4670,4,606
174,4650,2,604
174,4660,5,601
174,4670,3,605
174,4660,2,607
174,4650,5,602
174,3800,1,111
174,3210,2,109
174,3790,0,300
174,4500,0,301
174,2040,0,104
174,2120,0,113
174,2150,0,117
175,3030,1,126
175,3000,1,117
175,3800,0,104
175,3810,0,110
175,3210,2,101
175,3210,0,103
175,3220,1,109
175,3410,4,120
175,3400,2,116
175,3410,3,112
175,3410,3,106
175,4401,0,358
175,4100,0,306
175,4100,0,314
175,4100,0,307
175,4500,0,300
175,4000,3,302
175,4300,0,313
175,4340,0,305
175,4695,0,757
175,4668,0,756
175,4941,0,190
175,4654,0,755
175,4666,0,763
175,4652,0,758
175,4663,0,761
175,4551,0,750
175,4651,0,760
175,4672,0,753
175,4665,0,759
175,4671,0,762
175,4662,0,754
175,4553,0,523
175,4553,0,530
175,4553,0,527
175,4553,0,528
175,4553,0,525
175,4553,0,526
175,4553,0,529
175,4553,0,522
175,4670,2,605
175,4660,4,604
175,4660,2,607
175,4650,2,602
175,4670,4,606
175,4660,3,601
175,4650,5,603
175,3000,1,100
175,3000,1,107
175,3810,0,113
175,3410,4,111
175,3410,4,114
175,4340,0,301
175,4340,0,310
175,4300,0,312
176,3000,0,129
176,3000,1,109
176,3800,0,114
176,3810,0,100
176,3220,0,112
176,3210,1,101
176,3220,1,116
176,3410,3,117
176,3400,1,107
176,3410,4,103
176,3410,4,113
176,4401,0,364
176,4100,0,310
176,4100,0,308
176,4100,0,301
176,4500,0,307
176,4000,2,313
176,4340,1,312
176,4300,1,302
176,4688,0,757
176,4668,0,756
176,4941,0,190
176,4667,0,763
176,4674,0,759
176,4652,0,753
176,4664,0,760
176,4657,0,758
176,4671,0,755
176,4665,0,761
176,4651,0,762
176,4551,0,754
176,4672,0,750
176,4660,2,603
176,4650,5,601
176,4670,3,607
176,4650,2,605
176,4670,2,604
176,4660,5,606
176,4660,6,602
176,3810,0,106
176,3210,1,110
176,3410,4,104
176,3400,1,120
176,3400,1,108
176,3790,0,306
176,4000,3,305
176,4340,1,300
177,3800,1,122
177,3000,1,107
177,3030,1,104
177,3810,0,114
177,3210,0,116
177,3200,0,112
177,3220,1,108
177,3410,1,103
177,3400,1,109
177,3420,0,113
177,3420,0,117
177,4341,1,356
177,4100,0,302
177,4100,0,308
177,4100,0,305
177,4500,0,307
177,4000,4,301
177,4350,1,312
177,4340,0,310
177,4688,0,757
177,4653,0,756
177,4942,0,190
177,4666,0,761
177,4656,0,754
177,4658,0,755
177,4668,0,762
177,4669,0,753
177,4657,0,758
177,4671,0,750
177,4665,0,760
177,4677,0,763
177,4551,0,759
177,4650,3,604
177,4670,2,607
177,4670,3,601
177,4660,3,605
177,4650,4,606
177,4660,4,602
177,4660,6,603
177,3000,1,101
177,3800,1,120
177,3200,0,106
177,3220,1,110
177,3420,0,111
177,3790,0,313
177,4000,7,314
177,4000,5,300
178,3810,1,126
178,3000,0,120
178,3030,0,106
178,3810,0,117
178,3220,1,116
178,3200,0,104
178,3200,1,112
178,3410,2,100
178,3410,4,103
178,3400,1,109
178,3410,2,111
178,4341,0,356
178,4100,0,308
178,4100,0,301
178,4100,0,314
178,4500,0,310
178,4000,6,300
178,4340,0,302
178,4350,1,307
178,4687,0,757
178,4663,0,756
178,4943,0,190
178,4658,0,761
178,4654,0,758
178,4674,0,755
178,4652,0,762
178,4651,0,760
178,4672,0,750
178,4671,0,753
178,4669,0,759
178,4657,0,763
178,4677,0,754
178,4660,5,606
178,4650,3,602
178,4660,4,607
178,4650,5,605
178,4660,2,601
178,4670,2,604
178,4670,1,603
178,3000,0,114
178,3030,0,110
178,3810,0,107
178,3200,0,101
178,3400,1,113
178,3790,0,312
178,4000,2,305
178,4000,1,313
179,3000,0,124
179,3030,0,101
179,3800,1,110
179,3810,0,116
179,3200,1,111
179,3200,0,106
179,3220,1,113
179,3410,2,112
179,3400,3,104
179,3410,3,107
179,3400,3,114
179,4301,0,356
179,4100,0,312
179,4100,0,308
179,4100,0,302
179,4500,0,305
179,4000,7,313
179,4300,1,301
179,4300,0,314
179,4691,0,757
179,4664,0,756
179,4941,0,190
179,4666,0,758
179,4654,0,761
179,4652,0,753
179,4668,0,755
179,4669,0,750
179,4662,0,760
179,4655,0,762
179,4672,0,759
179,4677,0,754
179,4651,0,763
179,4660,4,601
179,4660,3,604
179,4650,4,602
179,4660,6,606
179,4670,1,605
179,4650,3,607
179,4670,2,603
179,3810,0,108
179,3220,1,100
179,3410,3,103
179,3400,3,117
179,3410,2,109
179,4500,0,300
179,4000,0,310
179,4000,5,307
180,3030,1,129
180,3000,1,110
180,3800,0,113
180,3800,1,100
180,3210,0,101
180,3210,1,117
180,3210,0,116
180,3410,2,108
180,3410,0,114
180,3410,0,112
180,4301,1,364
180,4100,0,310
180,4100,0,312
180,4100,0,305
180,4000,4,300
180,4300,1,307
180,4340,0,313
180,4686,0,757
180,4674,0,756
180,4943,0,190
180,4668,0,750
180,4664,0,762
180,4652,0,761
180,4671,0,755
180,4665,0,760
180,4551,0,763
180,4660,5,605
180,4660,4,602
180,4650,4,606
180,4670,2,607
180,3410,0,109
180,3410,0,104
180,4500,0,308
180,4000,6,301
181,3800,1,129
181,3000,0,112
181,3000,1,114
181,3810,1,100
181,3210,1,113
181,3200,1,109
181,3200,1,101
181,3420,0,108
181,3410,4,117
181,3410,4,116
181,4302,0,364
181,4100,0,305
181,4100,0,310
181,4100,0,312
181,4000,9,301
181,4300,0,307
181,4340,1,300
181,4681,0,757
181,4674,0,756
181,4941,0,190
181,4653,0,761
181,4668,0,755
181,4666,0,762
181,4665,0,760
181,4655,0,750
181,4657,0,763
181,4553,0,527
181,4553,0,522
181,4553,0,529
181,4553,0,533
181,4553,0,528
181,4553,0,520
181,4553,0,524
181,4553,0,523
