attachId:int,map:int,dlc:int,rate:float,gridXNo:int,gridZNo:int,posX:float,posZ:float,height:float
2542,1,1,0.3,43,36,88.0,-29.0,64.81
2522,1,1,0.3,43,36,88.0,-29.0,64.81
2562,1,1,0.3,43,36,88.0,-29.0,64.81
2582,1,1,0.3,43,36,88.0,-29.0,64.81
2549,1,1,0.3,45,36,-86.0,89.0,28.0
2529,1,1,0.3,45,36,-86.0,89.0,28.0
2589,1,1,0.3,45,36,-86.0,89.0,28.0
2569,1,1,0.3,45,36,-86.0,89.0,28.0
2587,1,1,0.3,44,39,-34.0,-22.0,136.97
2567,1,1,0.3,44,39,-34.0,-22.0,136.97
2547,1,1,0.3,44,39,-34.0,-22.0,136.97
2527,1,1,0.3,44,39,-34.0,-22.0,136.97
2550,1,1,0.3,45,37,-90.47,96.33,20.61
2530,1,1,0.3,45,37,-90.47,96.33,20.61
2570,1,1,0.3,45,37,-90.47,96.33,20.61
2590,1,1,0.3,45,37,-90.47,96.33,20.61
2528,1,1,0.3,45,39,64.0,41.0,103.7
2568,1,1,0.3,45,39,64.0,41.0,103.7
2588,1,1,0.3,45,39,64.0,41.0,103.7
2548,1,1,0.3,45,39,64.0,41.0,103.7
2520,1,1,0.1,42,36,26.0,-4.0,79.0
2580,1,1,0.1,42,36,26.0,-4.0,79.0
2540,1,1,0.1,42,36,26.0,-4.0,79.0
2712,1,1,0.1,43,37,-50.23,-111.54,77.28
2544,1,1,0.2,43,37,17.0,-58.0,86.31
2584,1,1,0.2,43,37,17.0,-58.0,86.31
2524,1,1,0.2,43,37,17.0,-58.0,86.31
2564,1,1,0.2,43,37,17.0,-58.0,86.31
2535,1,1,0.3,44,37,-53.0,64.0,69.24
2546,1,1,0.3,44,37,-53.0,64.0,69.24
2586,1,1,0.3,44,37,-53.0,64.0,69.24
2555,1,1,0.3,44,37,-53.0,64.0,69.24
2526,1,1,0.3,44,37,-53.0,64.0,69.24
2710,1,1,0.1,42,36,56.59,71.43,95.08
2717,1,1,0.1,44,39,-120.0,32.97,-159.08
2718,1,1,0.1,45,39,44.29,-22.02,91.86
108,2,0,1.0,44,36,45.0,98.0,87.0
125,2,0,1.0,44,36,45.0,98.0,87.0
126,2,0,1.0,44,36,45.0,98.0,87.0
121,2,0,1.0,42,37,45.0,-107.0,98.0
101,2,0,1.0,42,37,45.0,-107.0,98.0
116,2,0,1.0,45,38,39.0,-9.0,35.0
103,2,0,1.0,42,39,-30.0,-45.0,192.0
113,2,0,1.0,45,36,-5.0,20.0,16.0
122,2,0,1.0,42,37,108.0,50.0,89.0
100,2,0,1.0,42,37,108.0,50.0,89.0
128,2,0,1.0,45,37,4.0,-68.0,22.0
114,2,0,1.0,45,37,4.0,-68.0,22.0
120,2,0,1.0,42,38,53.0,-44.0,143.0
123,2,0,1.0,42,38,53.0,-44.0,143.0
124,2,0,1.0,42,38,53.0,-44.0,143.0
104,2,0,1.0,43,36,-29.0,-49.0,65.0
307,2,0,1.0,44,36,-22.0,-72.0,79.0
357,2,0,1.0,44,36,-22.0,-72.0,79.0
308,2,0,1.0,44,37,-52.0,-76.0,87.0
358,2,0,1.0,44,37,-52.0,-76.0,87.0
305,2,0,1.0,43,36,57.0,85.0,64.0
313,2,0,1.0,45,38,44.0,97.0,12.0
314,2,0,1.0,45,38,-86.0,81.0,58.0
364,2,0,1.0,45,38,-86.0,81.0,58.0
352,2,0,1.0,42,38,-48.0,98.46,192.0
302,2,0,1.0,42,38,-48.0,98.46,192.0
312,2,0,0.975,45,37,86.0,4.0,24.0
362,2,0,0.975,45,37,86.0,4.0,24.0
756,2,0,2.0,43,37,37.57,62.69,125.31
757,2,0,2.0,43,37,37.57,62.69,125.31
762,2,0,1.0,45,36,-102.93,-46.38,35.32
753,2,0,1.0,42,38,94.25,65.8,184.18
755,2,0,1.0,43,36,25.03,54.58,64.82
763,2,0,1.0,45,37,22.18,117.69,18.69
754,2,0,1.0,42,39,69.86,90.74,209.89
750,2,0,1.0,42,36,93.28,-111.43,75.15
605,2,0,1.0,44,36,57.3,-26.55,90.31
607,2,0,1.0,45,38,61.87,-109.62,17.62
601,2,0,1.0,42,39,-125.4,-102.97,222.28
602,2,0,1.0,43,37,-107.35,-74.35,64.06
117,2,0,1.0,45,39,-56.0,54.0,95.0
109,2,0,1.0,44,37,75.0,-9.0,30.0
301,2,0,1.0,42,37,-66.0,44.0,159.0
351,2,0,1.0,42,37,-66.0,44.0,159.0
300,2,0,1.0,42,36,-74.0,62.0,92.0
350,2,0,1.0,42,36,-74.0,62.0,92.0
718,2,0,0.05,45,39,44.29,-22.02,91.86
652,2,0,0.05,45,36,-2.33,-68.37,1.09
642,2,0,0.025,44,37,-82.64,-14.15,80.52
617,2,0,0.05,42,36,62.49,-106.94,77.46
640,2,0,0.05,44,36,-57.72,88.02,85.86
657,2,0,0.05,45,38,-45.8,99.06,60.28
625,2,0,0.05,42,39,57.26,16.37,206.91
660,2,0,0.05,45,39,-89.46,-21.93,106.3
622,2,0,0.05,42,38,-84.22,115.12,197.85
618,2,0,0.05,42,37,-107.05,108.15,168.32
656,2,0,0.05,45,37,51.3,90.3,19.18
616,2,0,0.05,42,36,-42.39,68.68,92.36
620,2,0,0.05,42,37,-22.38,-37.82,106.2
661,2,0,0.05,45,39,1.06,-42.01,90.2
644,2,0,0.05,44,37,87.25,103.81,32.84
641,2,0,0.05,44,36,-46.97,-120.19,77.78
623,2,0,0.025,42,38,34.33,36.93,151.63
639,2,0,0.05,44,36,15.38,3.6,97.96
632,2,0,0.05,43,37,-88.09,104.64,100.38
653,2,0,0.05,45,36,-113.75,0.7,31.4
654,2,0,0.05,45,37,-82.28,-49.75,21.47
662,2,0,0.05,45,39,-104.67,107.68,118.05
629,2,0,0.05,43,36,59.18,-109.54,66.28
630,2,0,0.025,43,37,119.14,-94.37,89.27
631,2,0,0.05,43,37,-70.46,-11.13,85.05
619,2,0,0.05,42,37,21.34,46.81,106.29
643,2,0,0.05,44,37,12.25,39.28,54.97
628,2,0,0.05,43,36,113.45,57.68,64.81
659,2,0,0.05,45,38,-40.69,-74.63,27.37
651,2,0,0.05,45,36,90.27,113.0,31.64
655,2,0,0.05,45,37,92.67,44.27,25.33
615,2,0,0.05,42,36,111.35,-13.79,64.99
658,2,0,0.05,45,38,112.6,48.65,14.06
715,2,0,0.05,44,36,-65.83,-26.8,70.65
582,2,0,0.2,43,36,88.0,-29.0,64.81
562,2,0,0.2,43,36,88.0,-29.0,64.81
522,2,0,0.2,43,36,88.0,-29.0,64.81
542,2,0,0.2,43,36,88.0,-29.0,64.81
569,2,0,0.15,45,36,-86.0,89.0,28.0
589,2,0,0.15,45,36,-86.0,89.0,28.0
549,2,0,0.15,45,36,-86.0,89.0,28.0
529,2,0,0.15,45,36,-86.0,89.0,28.0
568,2,0,0.2,45,39,64.0,41.0,103.7
528,2,0,0.2,45,39,64.0,41.0,103.7
548,2,0,0.2,45,39,64.0,41.0,103.7
588,2,0,0.2,45,39,64.0,41.0,103.7
561,2,0,0.2,42,38,-54.0,21.0,191.93
581,2,0,0.2,42,38,-54.0,21.0,191.93
541,2,0,0.2,42,38,-54.0,21.0,191.93
521,2,0,0.2,42,38,-54.0,21.0,191.93
554,2,0,0.2,43,39,88.99,96.71,108.53
594,2,0,0.2,43,39,88.99,96.71,108.53
574,2,0,0.2,43,39,88.99,96.71,108.53
534,2,0,0.2,43,39,88.99,96.71,108.53
560,2,0,0.2,42,36,26.0,-4.0,79.0
520,2,0,0.2,42,36,26.0,-4.0,79.0
540,2,0,0.2,42,36,26.0,-4.0,79.0
580,2,0,0.2,42,36,26.0,-4.0,79.0
590,2,0,0.125,45,37,-90.47,96.33,20.61
570,2,0,0.125,45,37,-90.47,96.33,20.61
530,2,0,0.125,45,37,-90.47,96.33,20.61
550,2,0,0.125,45,37,-90.47,96.33,20.61
544,2,0,0.175,43,37,17.0,-58.0,86.31
584,2,0,0.175,43,37,17.0,-58.0,86.31
564,2,0,0.175,43,37,17.0,-58.0,86.31
524,2,0,0.175,43,37,17.0,-58.0,86.31
129,2,0,0.15,44,38,126.0,-70.0,32.0
111,2,0,0.15,44,38,126.0,-70.0,32.0
710,2,0,0.075,42,36,56.59,71.43,95.08
576,2,0,0.1,44,37,-53.0,64.0,69.24
546,2,0,0.1,44,37,-53.0,64.0,69.24
586,2,0,0.1,44,37,-53.0,64.0,69.24
555,2,0,0.1,44,37,-53.0,64.0,69.24
526,2,0,0.1,44,37,-53.0,64.0,69.24
595,2,0,0.1,44,37,-53.0,64.0,69.24
566,2,0,0.1,44,37,-53.0,64.0,69.24
535,2,0,0.1,44,37,-53.0,64.0,69.24
523,2,0,0.05,43,36,-75.0,88.0,64.81
563,2,0,0.05,43,36,-75.0,88.0,64.81
583,2,0,0.05,43,36,-75.0,88.0,64.81
543,2,0,0.05,43,36,-75.0,88.0,64.81
626,2,0,0.025,42,39,81.27,-92.36,189.24
624,2,0,0.025,42,39,38.17,59.14,206.62
627,2,0,0.025,43,36,0.74,29.3,64.77
712,2,0,0.05,43,37,-50.23,-111.54,77.28
716,2,0,0.025,44,37,-100.08,-3.66,82.22
2108,2,1,1.0,44,36,45.0,98.0,87.0
2125,2,1,1.0,44,36,45.0,98.0,87.0
2126,2,1,1.0,44,36,45.0,98.0,87.0
2116,2,1,1.0,45,38,39.0,-9.0,35.0
2122,2,1,1.0,42,37,108.0,50.0,89.0
2100,2,1,1.0,42,37,108.0,50.0,89.0
2121,2,1,1.0,42,37,45.0,-107.0,98.0
2101,2,1,1.0,42,37,45.0,-107.0,98.0
2104,2,1,1.0,43,36,-29.0,-49.0,65.0
2128,2,1,1.0,45,37,4.0,-68.0,22.0
2114,2,1,1.0,45,37,4.0,-68.0,22.0
2120,2,1,1.0,42,38,53.0,-44.0,143.0
2123,2,1,1.0,42,38,53.0,-44.0,143.0
2124,2,1,1.0,42,38,53.0,-44.0,143.0
2117,2,1,1.0,45,39,-56.0,54.0,95.0
2113,2,1,1.0,45,36,-5.0,20.0,16.0
2308,2,1,1.0,44,37,-52.0,-76.0,87.0
2358,2,1,1.0,44,37,-52.0,-76.0,87.0
2314,2,1,1.0,45,38,-86.0,81.0,58.0
2364,2,1,1.0,45,38,-86.0,81.0,58.0
2307,2,1,1.0,44,36,-22.0,-72.0,79.0
2357,2,1,1.0,44,36,-22.0,-72.0,79.0
2300,2,1,1.0,42,36,-74.0,62.0,92.0
2350,2,1,1.0,42,36,-74.0,62.0,92.0
2352,2,1,1.0,42,38,-48.0,98.46,192.0
2302,2,1,1.0,42,38,-48.0,98.46,192.0
2305,2,1,1.0,43,36,57.0,85.0,64.0
2313,2,1,1.0,45,38,44.0,97.0,12.0
2756,2,1,2.0,43,37,37.57,62.69,125.31
2757,2,1,2.0,43,37,37.57,62.69,125.31
2753,2,1,1.0,42,38,94.25,65.8,184.18
2750,2,1,1.0,42,36,93.28,-111.43,75.15
2755,2,1,1.0,43,36,25.03,54.58,64.82
2762,2,1,1.0,45,36,-102.93,-46.38,35.32
2754,2,1,1.0,42,39,69.86,90.74,209.89
2763,2,1,1.0,45,37,22.18,117.69,18.69
2542,2,1,0.4,43,36,88.0,-29.0,64.81
2522,2,1,0.4,43,36,88.0,-29.0,64.81
2562,2,1,0.4,43,36,88.0,-29.0,64.81
2582,2,1,0.4,43,36,88.0,-29.0,64.81
2528,2,1,0.4,45,39,64.0,41.0,103.7
2568,2,1,0.4,45,39,64.0,41.0,103.7
2588,2,1,0.4,45,39,64.0,41.0,103.7
2548,2,1,0.4,45,39,64.0,41.0,103.7
2520,2,1,0.3,42,36,26.0,-4.0,79.0
2580,2,1,0.3,42,36,26.0,-4.0,79.0
2540,2,1,0.3,42,36,26.0,-4.0,79.0
2549,2,1,0.4,45,36,-86.0,89.0,28.0
2529,2,1,0.4,45,36,-86.0,89.0,28.0
2589,2,1,0.4,45,36,-86.0,89.0,28.0
2569,2,1,0.4,45,36,-86.0,89.0,28.0
2550,2,1,0.4,45,37,-90.47,96.33,20.61
2530,2,1,0.4,45,37,-90.47,96.33,20.61
2570,2,1,0.4,45,37,-90.47,96.33,20.61
2590,2,1,0.4,45,37,-90.47,96.33,20.61
2541,2,1,0.4,42,38,-54.0,21.0,191.93
2521,2,1,0.4,42,38,-54.0,21.0,191.93
2581,2,1,0.4,42,38,-54.0,21.0,191.93
2561,2,1,0.4,42,38,-54.0,21.0,191.93
2534,2,1,0.4,43,39,88.99,96.71,108.53
2574,2,1,0.4,43,39,88.99,96.71,108.53
2544,2,1,0.4,43,37,17.0,-58.0,86.31
2584,2,1,0.4,43,37,17.0,-58.0,86.31
2524,2,1,0.4,43,37,17.0,-58.0,86.31
2564,2,1,0.4,43,37,17.0,-58.0,86.31
2602,2,1,1.0,43,37,-107.35,-74.35,64.06
2605,2,1,1.0,44,36,57.3,-26.55,90.31
2601,2,1,1.0,42,39,-125.4,-102.97,222.28
2607,2,1,1.0,45,38,61.87,-109.62,17.62
2715,2,1,0.1,44,36,-65.83,-26.8,70.65
2109,2,1,1.0,44,37,75.0,-9.0,30.0
2103,2,1,1.0,42,39,-30.0,-45.0,192.0
2301,2,1,1.0,42,37,-66.0,44.0,159.0
2351,2,1,1.0,42,37,-66.0,44.0,159.0
2312,2,1,1.0,45,37,86.0,4.0,24.0
2362,2,1,1.0,45,37,86.0,4.0,24.0
2563,2,1,0.4,43,36,-75.0,88.0,64.81
2543,2,1,0.4,43,36,-75.0,88.0,64.81
2523,2,1,0.4,43,36,-75.0,88.0,64.81
2583,2,1,0.4,43,36,-75.0,88.0,64.81
2535,2,1,0.3,44,37,-53.0,64.0,69.24
2546,2,1,0.3,44,37,-53.0,64.0,69.24
2586,2,1,0.3,44,37,-53.0,64.0,69.24
2555,2,1,0.3,44,37,-53.0,64.0,69.24
2526,2,1,0.3,44,37,-53.0,64.0,69.24
2129,2,1,0.1,44,38,126.0,-70.0,32.0
2111,2,1,0.1,44,38,126.0,-70.0,32.0
2714,2,1,0.1,44,36,103.03,-6.62,82.1
2716,2,1,0.1,44,37,-100.08,-3.66,82.22
129,3,0,1.0,44,38,126.0,-70.0,32.0
111,3,0,1.0,44,38,126.0,-70.0,32.0
117,3,0,1.0,45,39,-56.0,54.0,95.0
107,3,0,1.0,43,39,-24.0,111.0,198.0
103,3,0,1.0,42,39,-30.0,-45.0,192.0
112,3,0,1.0,44,39,73.0,-64.0,110.0
127,3,0,1.0,44,39,73.0,-64.0,110.0
110,3,0,1.0,44,38,2.0,-13.0,85.0
121,3,0,1.0,42,37,45.0,-107.0,98.0
101,3,0,1.0,42,37,45.0,-107.0,98.0
116,3,0,1.0,45,38,39.0,-9.0,35.0
122,3,0,1.0,42,37,108.0,50.0,89.0
100,3,0,1.0,42,37,108.0,50.0,89.0
120,3,0,1.0,42,38,53.0,-44.0,143.0
123,3,0,1.0,42,38,53.0,-44.0,143.0
124,3,0,1.0,42,38,53.0,-44.0,143.0
314,3,0,1.0,45,38,-86.0,81.0,58.0
364,3,0,1.0,45,38,-86.0,81.0,58.0
306,3,0,1.0,43,38,-86.0,32.0,188.0
356,3,0,1.0,43,38,-86.0,32.0,188.0
360,3,0,1.0,44,39,-72.0,44.0,153.0
310,3,0,1.0,44,39,-72.0,44.0,153.0
305,3,0,1.0,43,36,57.0,85.0,64.0
301,3,0,1.0,42,37,-66.0,44.0,159.0
351,3,0,1.0,42,37,-66.0,44.0,159.0
300,3,0,1.0,42,36,-74.0,62.0,92.0
350,3,0,1.0,42,36,-74.0,62.0,92.0
756,3,0,2.0,43,37,37.57,62.69,125.31
757,3,0,2.0,43,37,37.57,62.69,125.31
320,3,0,1.0,45,37,25.51,-25.69,34.23
317,3,0,1.0,44,37,-13.58,28.39,62.97
322,3,0,1.0,45,36,53.98,92.46,55.52
318,3,0,1.0,45,37,-40.77,-83.51,36.06
315,3,0,1.0,44,36,99.06,12.58,52.34
309,3,0,1.0,44,37,34.33,-58.97,55.36
760,3,0,1.0,44,38,-49.54,55.63,94.77
754,3,0,1.0,42,39,69.86,90.74,209.89
759,3,0,1.0,43,39,84.86,-167.25,106.27
755,3,0,1.0,43,36,25.03,54.58,64.82
753,3,0,1.0,42,38,94.25,65.8,184.18
761,3,0,1.0,44,39,79.16,50.83,124.65
758,3,0,1.0,43,39,-124.81,19.15,219.86
750,3,0,1.0,42,36,93.28,-111.43,75.15
603,3,0,1.0,43,38,44.37,53.18,137.33
606,3,0,1.0,44,38,73.22,82.15,84.52
607,3,0,1.0,45,38,61.87,-109.62,17.62
604,3,0,1.0,43,39,99.79,82.09,101.23
602,3,0,1.0,43,37,-107.35,-74.35,64.06
601,3,0,1.0,42,39,-125.4,-102.97,222.28
321,3,0,1.0,45,37,-112.99,-33.61,39.32
319,3,0,1.0,45,37,49.5,46.28,28.71
316,3,0,1.0,44,37,72.97,39.88,50.38
104,3,0,1.0,43,36,-29.0,-49.0,65.0
106,3,0,1.0,43,39,0.0,-77.0,176.0
313,3,0,1.0,45,38,44.0,97.0,12.0
352,3,0,1.0,42,38,-48.0,98.46,192.0
302,3,0,1.0,42,38,-48.0,98.46,192.0
619,3,0,0.025,42,37,21.34,46.81,106.29
645,3,0,0.025,44,38,-101.01,-15.03,64.81
621,3,0,0.025,42,38,-68.29,-61.24,175.87
629,3,0,0.025,43,36,59.18,-109.54,66.28
637,3,0,0.025,43,39,-127.64,-127.74,189.3
657,3,0,0.025,45,38,-45.8,99.06,60.28
660,3,0,0.025,45,39,-89.46,-21.93,106.3
646,3,0,0.025,44,38,-58.99,-109.43,81.97
634,3,0,0.025,43,38,54.99,-94.64,97.33
626,3,0,0.025,42,39,81.27,-92.36,189.24
623,3,0,0.025,42,38,34.33,36.93,151.63
622,3,0,0.025,42,38,-84.22,115.12,197.85
627,3,0,0.025,43,36,0.74,29.3,64.77
631,3,0,0.025,43,37,-70.46,-11.13,85.05
659,3,0,0.025,45,38,-40.69,-74.63,27.37
647,3,0,0.025,44,38,13.31,107.03,121.12
649,3,0,0.025,44,39,85.68,19.94,115.62
617,3,0,0.025,42,36,62.49,-106.94,77.46
632,3,0,0.025,43,37,-88.09,104.64,100.38
633,3,0,0.025,43,38,100.74,13.1,99.04
624,3,0,0.025,42,39,38.17,59.14,206.62
625,3,0,0.025,42,39,57.26,16.37,206.91
616,3,0,0.025,42,36,-42.39,68.68,92.36
635,3,0,0.025,43,38,-82.2,88.58,189.85
638,3,0,0.025,43,39,86.78,3.42,100.98
618,3,0,0.025,42,37,-107.05,108.15,168.32
650,3,0,0.025,44,39,30.98,81.92,140.97
615,3,0,0.025,42,36,111.35,-13.79,64.99
628,3,0,0.025,43,36,113.45,57.68,64.81
620,3,0,0.025,42,37,-22.38,-37.82,106.2
630,3,0,0.025,43,37,119.14,-94.37,89.27
662,3,0,0.025,45,39,-104.67,107.68,118.05
711,3,0,0.05,42,39,49.95,-44.26,205.12
544,3,0,0.1,43,37,17.0,-58.0,86.31
584,3,0,0.1,43,37,17.0,-58.0,86.31
564,3,0,0.1,43,37,17.0,-58.0,86.31
524,3,0,0.1,43,37,17.0,-58.0,86.31
561,3,0,0.125,42,38,-54.0,21.0,191.93
581,3,0,0.125,42,38,-54.0,21.0,191.93
541,3,0,0.125,42,38,-54.0,21.0,191.93
521,3,0,0.125,42,38,-54.0,21.0,191.93
523,3,0,0.175,43,36,-75.0,88.0,64.81
563,3,0,0.175,43,36,-75.0,88.0,64.81
583,3,0,0.175,43,36,-75.0,88.0,64.81
543,3,0,0.175,43,36,-75.0,88.0,64.81
568,3,0,0.2,45,39,64.0,41.0,103.7
528,3,0,0.2,45,39,64.0,41.0,103.7
548,3,0,0.2,45,39,64.0,41.0,103.7
588,3,0,0.2,45,39,64.0,41.0,103.7
591,3,0,0.15,44,36,48.9,91.35,47.0
551,3,0,0.15,44,36,48.9,91.35,47.0
587,3,0,0.2,44,39,-34.0,-22.0,136.97
547,3,0,0.2,44,39,-34.0,-22.0,136.97
527,3,0,0.2,44,39,-34.0,-22.0,136.97
567,3,0,0.2,44,39,-34.0,-22.0,136.97
552,3,0,0.2,45,37,-30.53,53.87,28.19
592,3,0,0.2,45,37,-30.53,53.87,28.19
532,3,0,0.2,45,37,-30.53,53.87,28.19
560,3,0,0.15,42,36,26.0,-4.0,79.0
520,3,0,0.15,42,36,26.0,-4.0,79.0
540,3,0,0.15,42,36,26.0,-4.0,79.0
580,3,0,0.15,42,36,26.0,-4.0,79.0
717,3,0,0.05,44,39,-120.0,32.97,-159.08
712,3,0,0.025,43,37,-50.23,-111.54,77.28
582,3,0,0.175,43,36,88.0,-29.0,64.81
562,3,0,0.175,43,36,88.0,-29.0,64.81
522,3,0,0.175,43,36,88.0,-29.0,64.81
542,3,0,0.175,43,36,88.0,-29.0,64.81
585,3,0,0.125,43,38,-84.0,-62.0,131.22
545,3,0,0.125,43,38,-84.0,-62.0,131.22
525,3,0,0.125,43,38,-84.0,-62.0,131.22
565,3,0,0.125,43,38,-84.0,-62.0,131.22
710,3,0,0.05,42,36,56.59,71.43,95.08
718,3,0,0.025,45,39,44.29,-22.02,91.86
2112,3,1,1.0,44,39,73.0,-64.0,110.0
2127,3,1,1.0,44,39,73.0,-64.0,110.0
2103,3,1,1.0,42,39,-30.0,-45.0,192.0
2110,3,1,1.0,44,38,2.0,-13.0,85.0
2104,3,1,1.0,43,36,-29.0,-49.0,65.0
2107,3,1,1.0,43,39,-24.0,111.0,198.0
2121,3,1,1.0,42,37,45.0,-107.0,98.0
2101,3,1,1.0,42,37,45.0,-107.0,98.0
2129,3,1,1.0,44,38,126.0,-70.0,32.0
2111,3,1,1.0,44,38,126.0,-70.0,32.0
2117,3,1,1.0,45,39,-56.0,54.0,95.0
2120,3,1,1.0,42,38,53.0,-44.0,143.0
2123,3,1,1.0,42,38,53.0,-44.0,143.0
2124,3,1,1.0,42,38,53.0,-44.0,143.0
2106,3,1,1.0,43,39,0.0,-77.0,176.0
2360,3,1,1.0,44,39,-72.0,44.0,153.0
2310,3,1,1.0,44,39,-72.0,44.0,153.0
2313,3,1,1.0,45,38,44.0,97.0,12.0
2306,3,1,1.0,43,38,-86.0,32.0,188.0
2356,3,1,1.0,43,38,-86.0,32.0,188.0
2300,3,1,1.0,42,36,-74.0,62.0,92.0
2350,3,1,1.0,42,36,-74.0,62.0,92.0
2301,3,1,1.0,42,37,-66.0,44.0,159.0
2351,3,1,1.0,42,37,-66.0,44.0,159.0
2352,3,1,1.0,42,38,-48.0,98.46,192.0
2302,3,1,1.0,42,38,-48.0,98.46,192.0
2756,3,1,2.0,43,37,37.57,62.69,125.31
2757,3,1,2.0,43,37,37.57,62.69,125.31
2315,3,1,1.0,44,36,99.06,12.58,52.34
2309,3,1,1.0,44,37,34.33,-58.97,55.36
2322,3,1,1.0,45,36,53.98,92.46,55.52
2320,3,1,1.0,45,37,25.51,-25.69,34.23
2318,3,1,1.0,45,37,-40.77,-83.51,36.06
2319,3,1,1.0,45,37,49.5,46.28,28.71
2761,3,1,1.0,44,39,79.16,50.83,124.65
2750,3,1,1.0,42,36,93.28,-111.43,75.15
2760,3,1,1.0,44,38,-49.54,55.63,94.77
2754,3,1,1.0,42,39,69.86,90.74,209.89
2753,3,1,1.0,42,38,94.25,65.8,184.18
2759,3,1,1.0,43,39,84.86,-167.25,106.27
2755,3,1,1.0,43,36,25.03,54.58,64.82
2758,3,1,1.0,43,39,-124.81,19.15,219.86
2531,3,1,0.4,44,36,48.9,91.35,47.0
2541,3,1,0.4,42,38,-54.0,21.0,191.93
2521,3,1,0.4,42,38,-54.0,21.0,191.93
2581,3,1,0.4,42,38,-54.0,21.0,191.93
2561,3,1,0.4,42,38,-54.0,21.0,191.93
2585,3,1,0.4,43,38,-84.0,-62.0,131.22
2565,3,1,0.4,43,38,-84.0,-62.0,131.22
2545,3,1,0.4,43,38,-84.0,-62.0,131.22
2525,3,1,0.4,43,38,-84.0,-62.0,131.22
2544,3,1,0.4,43,37,17.0,-58.0,86.31
2584,3,1,0.4,43,37,17.0,-58.0,86.31
2524,3,1,0.4,43,37,17.0,-58.0,86.31
2564,3,1,0.4,43,37,17.0,-58.0,86.31
2532,3,1,0.4,45,37,-30.53,53.87,28.19
2528,3,1,0.4,45,39,64.0,41.0,103.7
2568,3,1,0.4,45,39,64.0,41.0,103.7
2588,3,1,0.4,45,39,64.0,41.0,103.7
2548,3,1,0.4,45,39,64.0,41.0,103.7
2587,3,1,0.3,44,39,-34.0,-22.0,136.97
2567,3,1,0.3,44,39,-34.0,-22.0,136.97
2547,3,1,0.3,44,39,-34.0,-22.0,136.97
2527,3,1,0.3,44,39,-34.0,-22.0,136.97
2542,3,1,0.4,43,36,88.0,-29.0,64.81
2522,3,1,0.4,43,36,88.0,-29.0,64.81
2562,3,1,0.4,43,36,88.0,-29.0,64.81
2582,3,1,0.4,43,36,88.0,-29.0,64.81
2606,3,1,1.0,44,38,73.22,82.15,84.52
2602,3,1,1.0,43,37,-107.35,-74.35,64.06
2601,3,1,1.0,42,39,-125.4,-102.97,222.28
2604,3,1,1.0,43,39,99.79,82.09,101.23
2607,3,1,1.0,45,38,61.87,-109.62,17.62
2603,3,1,1.0,43,38,44.37,53.18,137.33
2321,3,1,1.0,45,37,-112.99,-33.61,39.32
2317,3,1,1.0,44,37,-13.58,28.39,62.97
2316,3,1,1.0,44,37,72.97,39.88,50.38
2116,3,1,1.0,45,38,39.0,-9.0,35.0
2122,3,1,1.0,42,37,108.0,50.0,89.0
2100,3,1,1.0,42,37,108.0,50.0,89.0
2305,3,1,1.0,43,36,57.0,85.0,64.0
2314,3,1,1.0,45,38,-86.0,81.0,58.0
2364,3,1,1.0,45,38,-86.0,81.0,58.0
2563,3,1,0.4,43,36,-75.0,88.0,64.81
2543,3,1,0.4,43,36,-75.0,88.0,64.81
2523,3,1,0.4,43,36,-75.0,88.0,64.81
2583,3,1,0.4,43,36,-75.0,88.0,64.81
2520,3,1,0.3,42,36,26.0,-4.0,79.0
2580,3,1,0.3,42,36,26.0,-4.0,79.0
2540,3,1,0.3,42,36,26.0,-4.0,79.0
2710,3,1,0.1,42,36,56.59,71.43,95.08
2712,3,1,0.1,43,37,-50.23,-111.54,77.28
2711,3,1,0.1,42,39,49.95,-44.26,205.12
2717,3,1,0.1,44,39,-120.0,32.97,-159.08
120,5,0,1.0,42,38,53.0,-44.0,143.0
123,5,0,1.0,42,38,53.0,-44.0,143.0
124,5,0,1.0,42,38,53.0,-44.0,143.0
113,5,0,1.0,45,36,-5.0,20.0,16.0
103,5,0,1.0,42,39,-30.0,-45.0,192.0
117,5,0,1.0,45,39,-56.0,54.0,95.0
106,5,0,1.0,43,39,0.0,-77.0,176.0
112,5,0,1.0,44,39,73.0,-64.0,110.0
127,5,0,1.0,44,39,73.0,-64.0,110.0
128,5,0,1.0,45,37,4.0,-68.0,22.0
114,5,0,1.0,45,37,4.0,-68.0,22.0
116,5,0,1.0,45,38,39.0,-9.0,35.0
110,5,0,1.0,44,38,2.0,-13.0,85.0
107,5,0,1.0,43,39,-24.0,111.0,198.0
306,5,0,1.0,43,38,-86.0,32.0,188.0
356,5,0,1.0,43,38,-86.0,32.0,188.0
307,5,0,1.0,44,36,-22.0,-72.0,79.0
357,5,0,1.0,44,36,-22.0,-72.0,79.0
352,5,0,1.0,42,38,-48.0,98.46,192.0
302,5,0,1.0,42,38,-48.0,98.46,192.0
313,5,0,1.0,45,38,44.0,97.0,12.0
360,5,0,1.0,44,39,-72.0,44.0,153.0
310,5,0,1.0,44,39,-72.0,44.0,153.0
308,5,0,1.0,44,37,-52.0,-76.0,87.0
358,5,0,1.0,44,37,-52.0,-76.0,87.0
760,5,0,1.0,44,38,-49.54,55.63,94.77
754,5,0,1.0,42,39,69.86,90.74,209.89
763,5,0,1.0,45,37,22.18,117.69,18.69
