alias:std::string,path:std::string,width:int,height:int,format:int
tile_4_L1_01_00_B1,nightreign/assets/textures/4/MENU_MapTile_L1_01_00_B1.png,256,256,4
tile_4_L1_01_01,nightreign/assets/textures/4/MENU_MapTile_L1_01_01.png,256,256,4
tile_4_L1_01_01_B1,nightreign/assets/textures/4/MENU_MapTile_L1_01_01_B1.png,256,256,4
tile_4_L1_01_02,nightreign/assets/textures/4/MENU_MapTile_L1_01_02.png,256,256,4
tile_4_L1_01_02_B1,nightreign/assets/textures/4/MENU_MapTile_L1_01_02_B1.png,256,256,4
tile_4_L1_02_00,nightreign/assets/textures/4/MENU_MapTile_L1_02_00.png,256,256,4
tile_4_L1_02_00_B1,nightreign/assets/textures/4/MENU_MapTile_L1_02_00_B1.png,256,256,4
tile_4_L1_02_01,nightreign/assets/textures/4/MENU_MapTile_L1_02_01.png,256,256,4
tile_4_L1_02_01_B1,nightreign/assets/textures/4/MENU_MapTile_L1_02_01_B1.png,256,256,4
tile_4_L1_02_02,nightreign/assets/textures/4/MENU_MapTile_L1_02_02.png,256,256,4
tile_5_L0_00_00,nightreign/assets/textures/5/MENU_MapTile_L0_00_00.png,256,256,4
tile_5_L0_00_01,nightreign/assets/textures/5/MENU_MapTile_L0_00_01.png,256,256,4
tile_5_L0_00_02,nightreign/assets/textures/5/MENU_MapTile_L0_00_02.png,256,256,4
tile_5_L0_00_03,nightreign/assets/textures/5/MENU_MapTile_L0_00_03.png,256,256,4
tile_5_L0_00_04,nightreign/assets/textures/0/MENU_MapTile_L0_00_04.png,256,256,4
tile_5_L0_00_05,nightreign/assets/textures/0/MENU_MapTile_L0_00_05.png,256,256,4
tile_5_L0_01_00,nightreign/assets/textures/5/MENU_MapTile_L0_01_00.png,256,256,4
tile_5_L0_01_01,nightreign/assets/textures/5/MENU_MapTile_L0_01_01.png,256,256,4
tile_5_L0_01_02,nightreign/assets/textures/5/MENU_MapTile_L0_01_02.png,256,256,4
tile_5_L0_01_03,nightreign/assets/textures/5/MENU_MapTile_L0_01_03.png,256,256,4
tile_5_L0_01_03_B1,nightreign/assets/textures/0/MENU_MapTile_L0_01_03_B1.png,256,256,4
tile_5_L0_01_04,nightreign/assets/textures/0/MENU_MapTile_L0_01_04.png,256,256,4
tile_5_L0_01_05,nightreign/assets/textures/0/MENU_MapTile_L0_01_05.png,256,256,4
tile_5_L0_02_00,nightreign/assets/textures/5/MENU_MapTile_L0_02_00.png,256,256,4
tile_5_L0_02_01,nightreign/assets/textures/5/MENU_MapTile_L0_02_01.png,256,256,4
tile_5_L0_02_01_B1,nightreign/assets/textures/0/MENU_MapTile_L0_02_01_B1.png,256,256,4
tile_5_L0_02_02,nightreign/assets/textures/5/MENU_MapTile_L0_02_02.png,256,256,4
tile_5_L0_02_03,nightreign/assets/textures/5/MENU_MapTile_L0_02_03.png,256,256,4
tile_5_L0_02_03_B1,nightreign/assets/textures/0/MENU_MapTile_L0_02_03_B1.png,256,256,4
tile_5_L0_02_04,nightreign/assets/textures/5/MENU_MapTile_L0_02_04.png,256,256,4
tile_5_L0_02_04_B1,nightreign/assets/textures/0/MENU_MapTile_L0_02_04_B1.png,256,256,4
tile_5_L0_02_05,nightreign/assets/textures/0/MENU_MapTile_L0_02_05.png,256,256,4
tile_5_L0_03_00,nightreign/assets/textures/5/MENU_MapTile_L0_03_00.png,256,256,4
tile_5_L0_03_01,nightreign/assets/textures/5/MENU_MapTile_L0_03_01.png,256,256,4
tile_5_L0_03_01_B1,nightreign/assets/textures/0/MENU_MapTile_L0_03_01_B1.png,256,256,4
tile_5_L0_03_02,nightreign/assets/textures/5/MENU_MapTile_L0_03_02.png,256,256,4
tile_5_L0_03_02_B1,nightreign/assets/textures/0/MENU_MapTile_L0_03_02_B1.png,256,256,4
tile_5_L0_03_03,nightreign/assets/textures/5/MENU_MapTile_L0_03_03.png,256,256,4
tile_5_L0_03_03_B1,nightreign/assets/textures/0/MENU_MapTile_L0_03_03_B1.png,256,256,4
tile_5_L0_03_04,nightreign/assets/textures/5/MENU_MapTile_L0_03_04.png,256,256,4
tile_5_L0_03_04_B1,nightreign/assets/textures/0/MENU_MapTile_L0_03_04_B1.png,256,256,4
tile_5_L0_03_05,nightreign/assets/textures/0/MENU_MapTile_L0_03_05.png,256,256,4
tile_5_L0_04_00,nightreign/assets/textures/0/MENU_MapTile_L0_04_00.png,256,256,4
tile_5_L0_04_01,nightreign/assets/textures/5/MENU_MapTile_L0_04_01.png,256,256,4
tile_5_L0_04_02,nightreign/assets/textures/5/MENU_MapTile_L0_04_02.png,256,256,4
tile_5_L0_04_03,nightreign/assets/textures/5/MENU_MapTile_L0_04_03.png,256,256,4
tile_5_L0_04_04,nightreign/assets/textures/5/MENU_MapTile_L0_04_04.png,256,256,4
tile_5_L0_04_05,nightreign/assets/textures/0/MENU_MapTile_L0_04_05.png,256,256,4
tile_5_L0_05_00,nightreign/assets/textures/5/MENU_MapTile_L0_05_00.png,256,256,4
tile_5_L0_05_01,nightreign/assets/textures/5/MENU_MapTile_L0_05_01.png,256,256,4
tile_5_L0_05_02,nightreign/assets/textures/5/MENU_MapTile_L0_05_02.png,256,256,4
tile_5_L0_05_03,nightreign/assets/textures/5/MENU_MapTile_L0_05_03.png,256,256,4
tile_5_L0_05_04,nightreign/assets/textures/5/MENU_MapTile_L0_05_04.png,256,256,4
tile_5_L0_05_05,nightreign/assets/textures/5/MENU_MapTile_L0_05_05.png,256,256,4
tile_5_L1_00_00,nightreign/assets/textures/5/MENU_MapTile_L1_00_00.png,256,256,4
tile_5_L1_00_01,nightreign/assets/textures/5/MENU_MapTile_L1_00_01.png,256,256,4
tile_5_L1_00_01_B1,nightreign/assets/textures/0/MENU_MapTile_L1_00_01_B1.png,256,256,4
tile_5_L1_00_02,nightreign/assets/textures/0/MENU_MapTile_L1_00_02.png,256,256,4
tile_5_L1_01_00,nightreign/assets/textures/5/MENU_MapTile_L1_01_00.png,256,256,4
tile_5_L1_01_00_B1,nightreign/assets/textures/0/MENU_MapTile_L1_01_00_B1.png,256,256,4
tile_5_L1_01_01,nightreign/assets/textures/5/MENU_MapTile_L1_01_01.png,256,256,4
tile_5_L1_01_01_B1,nightreign/assets/textures/0/MENU_MapTile_L1_01_01_B1.png,256,256,4
tile_5_L1_01_02,nightreign/assets/textures/5/MENU_MapTile_L1_01_02.png,256,256,4
tile_5_L1_01_02_B1,nightreign/assets/textures/0/MENU_MapTile_L1_01_02_B1.png,256,256,4
tile_5_L1_02_00,nightreign/assets/textures/5/MENU_MapTile_L1_02_00.png,256,256,4
tile_5_L1_02_01,nightreign/assets/textures/5/MENU_MapTile_L1_02_01.png,256,256,4
tile_5_L1_02_02,nightreign/assets/textures/5/MENU_MapTile_L1_02_02.png,256,256,4
spot_bleed,nightreign/assets/textures/spots/bleed.png,74,74,4
spot_boss,nightreign/assets/textures/spots/boss.png,112,112,4
spot_buried_treasure,nightreign/assets/textures/spots/buried treasure.png,154,160,4
spot_cabin,nightreign/assets/textures/spots/cabin.png,160,100,4
spot_cart,nightreign/assets/textures/spots/cart.png,172,148,4
spot_castle,nightreign/assets/textures/spots/castle.png,240,244,4
spot_cave,nightreign/assets/textures/spots/cave.png,200,200,4
spot_church,nightreign/assets/textures/spots/church.png,140,188,4
spot_city1,nightreign/assets/textures/spots/city1.png,200,200,4
spot_city2,nightreign/assets/textures/spots/city2.png,200,200,4
spot_cold,nightreign/assets/textures/spots/cold.png,74,74,4
spot_danger_boss,nightreign/assets/textures/spots/danger boss.png,130,126,4
spot_death,nightreign/assets/textures/spots/death.png,74,74,4
spot_encampment,nightreign/assets/textures/spots/encampment.png,224,128,4
spot_evergaol,nightreign/assets/textures/spots/evergaol.png,164,162,4
spot_exclamation,nightreign/assets/textures/spots/exclamation.png,90,90,4
spot_fire,nightreign/assets/textures/spots/fire.png,74,74,4
spot_fort,nightreign/assets/textures/spots/fort.png,266,202,4
spot_grace,nightreign/assets/textures/spots/grace.png,156,156,4
spot_great_crystal,nightreign/assets/textures/spots/great crystal.png,200,200,4
spot_holy,nightreign/assets/textures/spots/holy.png,74,74,4
spot_launch,nightreign/assets/textures/spots/launch.png,96,96,4
spot_mad,nightreign/assets/textures/spots/mad.png,74,74,4
spot_magic,nightreign/assets/textures/spots/magic.png,74,74,4
spot_mark,nightreign/assets/textures/spots/mark.png,100,100,4
spot_play_area,nightreign/assets/textures/spots/play area.png,146,148,4
spot_poison,nightreign/assets/textures/spots/poison.png,74,74,4
spot_portal,nightreign/assets/textures/spots/portal.png,162,162,4
spot_rare_sorcerer_s_rise,nightreign/assets/textures/spots/rare sorcerer's rise.png,108,208,4
spot_rot,nightreign/assets/textures/spots/rot.png,74,74,4
spot_ruins,nightreign/assets/textures/spots/ruins.png,234,128,4
spot_scale_bearing_merchant,nightreign/assets/textures/spots/scale-bearing merchant.png,100,100,4
spot_sleep,nightreign/assets/textures/spots/sleep.png,74,74,4
spot_smallcamp,nightreign/assets/textures/spots/smallcamp.png,260,122,4
spot_sorcerer_s_rise,nightreign/assets/textures/spots/sorcerer's rise.png,140,236,4
spot_star_merchant,nightreign/assets/textures/spots/star merchant.png,100,100,4
spot_target,nightreign/assets/textures/spots/target.png,156,156,4
spot_task,nightreign/assets/textures/spots/task.png,78,78,4
spot_temple,nightreign/assets/textures/spots/temple.png,248,210,4
spot_thunder,nightreign/assets/textures/spots/thunder.png,74,74,4
spot_tower,nightreign/assets/textures/spots/tower.png,200,200,4
spot_township,nightreign/assets/textures/spots/township.png,228,92,4
spot_undefined,nightreign/assets/textures/spots/undefined.png,150,150,4
spot_village,nightreign/assets/textures/spots/village.png,200,200,4
