boss,map,bossId1,id,playArea1_posX,playArea1_gridXNo,extraBossId1,playArea2_gridZNo,isdlc,playArea2_posZ,playArea2_posX,bossId2,playArea1_posZ,extraBossId2,playArea1_gridZNo,playArea2_gridXNo
2,4,4990,1027,-96,43,-1,39,true,-115,0,4923,121,-1,36,44
2,4,4927,1028,75,43,-1,39,true,-115,0,4923,-31,-1,38,44
2,4,4790,1029,55.69,44,-1,39,true,-115,0,4918,35.04,-1,37,44
3,0,4917,1030,-53,44,-1,39,true,18,82,4880,64,-1,37,45
3,0,4910,1031,-84,43,-1,39,true,18,82,4920,-62,-1,38,45
3,0,4910,1032,-48,45,-1,36,true,-4,26,4880,82,-1,37,42
3,0,4917,1033,88,43,-1,39,true,-22,-34,4880,-29,-1,36,44
3,0,4910,1034,26,42,-1,37,true,64,-53,4920,-4,-1,36,44
3,4,4890,1035,-96,43,-1,39,true,-115,0,4880,121,4850,36,44
3,4,4917,1036,55.69,44,-1,39,true,-115,0,4920,35.04,-1,37,44
3,4,4780,1037,75,43,-1,39,true,-115,0,4860,-31,-1,38,44
3,4,4910,1038,55.69,44,-1,39,true,-115,0,4920,35.04,-1,37,44
3,4,4810,1039,75,43,-1,39,true,-115,0,4880,-31,-1,38,44
4,0,4930,1040,-48,45,-1,38,true,-62,-84,4921,82,-1,37,43
4,0,4930,1041,-48,45,-1,38,true,-62,-84,4925,82,-1,37,43
4,0,4930,1042,17,43,-1,39,true,61,-54,4925,-58,-1,37,42
4,0,4927,1043,-54,42,-1,37,true,64,-53,4925,61,-1,39,44
4,0,4927,1044,82,45,-1,36,true,96,-88,4921,18,-1,39,45
4,4,4790,1045,-96,43,-1,39,true,-115,0,4921,121,-1,36,44
4,4,4927,1046,55.69,44,-1,39,true,-115,0,4925,35.04,-1,37,44
4,4,4930,1047,75,43,-1,39,true,-115,0,4880,-31,-1,38,44
4,4,4770,1048,-96,43,-1,39,true,-115,0,4921,121,-1,36,44
4,4,4800,1049,75,43,-1,39,true,-115,0,4925,-31,-1,38,44
5,0,4930,1050,17,43,-1,39,true,18,82,4926,-58,-1,37,45
5,0,4928,1051,82,45,-1,37,true,64,-53,4926,18,-1,39,44
5,0,4930,1052,82,45,-1,37,true,64,-53,4820,18,-1,39,44
5,0,4928,1053,-54,42,-1,36,true,-29,88,4926,21,-1,38,43
5,0,4930,1054,-54,42,-1,36,true,96,-88,4820,61,-1,39,45
5,4,4928,1055,-96,43,-1,39,true,-115,0,4923,121,-1,36,44
5,4,4890,1056,55.69,44,-1,39,true,-115,0,4820,35.04,-1,37,44
5,4,4780,1057,75,43,-1,39,true,-115,0,4820,-31,-1,38,44
5,4,4930,1058,55.69,44,-1,39,true,-115,0,4926,35.04,-1,37,44
5,4,4790,1059,75,43,-1,39,true,-115,0,4923,-31,4840,38,44
6,0,4910,1060,88,43,-1,37,true,82,-48,4850,-29,-1,36,45
6,0,4910,1061,17,43,-1,39,true,61,-54,4850,-58,-1,37,42
6,0,4990,1062,-54,42,-1,37,true,-58,17,4830,61,-1,39,43
6,0,4990,1063,88,43,-1,37,true,82,-48,4830,-29,-1,36,45
6,0,4910,1064,82,45,-1,36,true,88,-75,4850,18,-1,39,43
6,4,4990,1065,55.69,44,-1,39,true,-115,0,4830,35.04,4820,37,44
6,4,4770,1066,-96,43,-1,39,true,-115,0,4880,121,-1,36,44
6,4,4910,1067,55.69,44,-1,39,true,-115,0,4850,35.04,-1,37,44
6,4,4810,1068,75,43,-1,39,true,-115,0,4850,-31,-1,38,44
6,4,4800,1069,75,43,-1,39,true,-115,0,4830,-31,-1,38,44
7,0,4927,1070,-53,44,-1,36,true,-4,26,4860,64,-1,37,42
7,0,4928,1071,-34,44,-1,38,true,21,-54,4925,-22,-1,39,42
7,0,4928,1072,-34,44,-1,39,true,61,-54,4860,-22,-1,39,42
7,0,4917,1073,82,45,-1,37,true,-58,17,4850,18,-1,39,43
7,0,4917,1074,-75,43,-1,39,true,18,82,4925,88,-1,36,45
7,4,4890,1075,75,43,-1,39,true,-115,0,4850,-31,-1,38,44
7,4,4927,1076,75,43,-1,39,true,-115,0,4925,-31,-1,38,44
7,4,4928,1077,55.69,44,-1,39,true,-115,0,4880,35.04,-1,37,44
7,4,4770,1078,75,43,-1,39,true,-115,0,4923,-31,4919,38,44
7,4,4780,1079,-96,43,-1,39,true,-115,0,4926,121,-1,36,44
8,0,5200,1080,17,43,-1,39,true,61,-54,5210,-58,-1,37,42
8,0,5200,1081,17,43,-1,39,true,-22,-34,5210,-58,-1,37,44
8,0,5203,1082,88,43,-1,39,true,-22,-34,5213,-29,-1,36,44
8,0,5203,1083,82,45,-1,36,true,96,-88,5213,18,-1,39,45
8,0,5203,1084,-34,44,-1,36,true,-29,88,5213,-22,-1,39,43
8,0,5200,1085,88,43,-1,38,true,21,-54,5210,-29,-1,36,42
8,0,5200,1086,-54,42,-1,38,true,-62,-84,5210,61,-1,39,43
8,0,5200,1087,82,45,-1,38,true,21,-54,5210,18,4920,39,42
8,0,5203,1088,-48,45,-1,39,true,61,-54,5213,82,-1,37,42
8,0,5200,1089,-54,42,-1,36,true,-29,88,5210,61,-1,39,43
8,0,5200,1090,82,45,-1,36,true,-29,88,5210,18,-1,39,43
8,0,5203,1091,26,42,-1,39,true,61,-54,5213,-4,-1,36,42
8,0,5200,1092,82,45,-1,37,true,-58,17,5210,18,-1,39,43
8,0,5203,1093,17,43,-1,39,true,61,-54,5213,-58,-1,37,42
8,0,5203,1094,-34,44,-1,36,true,96,-88,5213,-22,-1,39,45
8,0,5203,1095,88,43,-1,39,true,18,82,5213,-29,-1,36,45
8,0,5200,1096,26,42,-1,39,true,61,-54,5210,-4,-1,36,42
8,0,5203,1097,82,45,-1,36,true,-4,26,5213,18,-1,39,42
8,0,5200,1098,-54,42,-1,38,true,-62,-84,5210,61,-1,39,43
8,0,5203,1099,-48,45,-1,36,true,-4,26,5213,82,-1,37,42
8,1,5203,1100,-88,45,-1,38,true,35.82,-26.54,5213,96,-1,36,43
8,1,5200,1101,-88,45,-1,38,true,35.82,-26.54,5210,96,-1,36,43
8,1,5200,1102,88,43,4910,38,true,35.82,-26.54,5210,-29,-1,36,43
8,1,5200,1103,-88,45,-1,38,true,35.82,-26.54,5210,96,-1,36,43
8,1,5203,1104,-48,45,-1,38,true,35.82,-26.54,5213,82,-1,37,43
8,2,5200,1105,-53,44,-1,39,true,96.707,88.99,5210,64,-1,37,43
8,2,5203,1106,88,43,-1,39,true,96.707,88.99,5213,-29,-1,36,43
8,2,5203,1107,-88,45,-1,39,true,96.707,88.99,5213,96,-1,36,43
8,2,5200,1108,17,43,-1,39,true,96.707,88.99,5210,-58,-1,37,43
8,2,5203,1109,26,42,-1,39,true,96.707,88.99,5213,-4,-1,36,43
8,3,5203,1110,-54,42,-1,37,true,53.865,-30.535,5213,21,-1,38,45
8,3,5200,1111,-84,43,-1,37,true,53.865,-30.535,5210,-62,-1,38,45
8,3,5203,1112,-54,42,-1,37,true,53.865,-30.535,5213,61,-1,39,45
8,3,5200,1113,26,42,-1,37,true,53.865,-30.535,5210,-4,-1,36,45
8,3,5200,1114,-54,42,-1,36,true,91.352,48.9,5210,61,-1,39,44
8,4,5200,1115,-96,43,-1,39,true,-115,0,5210,121,-1,36,44
8,4,5203,1116,-96,43,-1,39,true,-115,0,5213,121,-1,36,44
8,4,5200,1117,55.69,44,-1,39,true,-115,0,5210,35.04,-1,37,44
8,4,5200,1118,55.69,44,-1,39,true,-115,0,5210,35.04,4925,37,44
8,4,5200,1119,-96,43,-1,39,true,-115,0,5210,121,-1,36,44
8,4,5200,1120,-96,43,4929,39,true,-115,0,5210,121,-1,36,44
8,4,5203,1121,-96,43,-1,39,true,-115,0,5213,121,-1,36,44
8,4,5203,1122,75,43,-1,39,true,-115,0,5213,-31,-1,38,44
8,4,5203,1123,75,43,-1,39,true,-115,0,5213,-31,-1,38,44
8,4,5200,1124,75,43,-1,39,true,-115,0,5210,-31,-1,38,44
8,4,5200,1125,75,43,-1,39,true,-115,0,5210,-31,-1,38,44
8,4,5203,1126,-96,43,-1,39,true,-115,0,5213,121,-1,36,44
8,4,5203,1127,55.69,44,-1,39,true,-115,0,5213,35.04,-1,37,44
8,4,5203,1128,55.69,44,-1,39,true,-115,0,5213,35.04,-1,37,44
8,4,5203,1129,75,43,-1,39,true,-115,0,5213,-31,-1,38,44
8,4,5203,1130,75,43,-1,39,true,-115,0,5213,-31,-1,38,44
8,4,5200,1131,55.69,44,-1,39,true,-115,0,5210,35.04,-1,37,44
8,4,5203,1132,75,43,-1,39,true,-115,0,5213,-31,-1,38,44
8,4,5200,1133,75,43,-1,39,true,-115,0,5210,-31,-1,38,44
8,4,5200,1134,55.69,44,-1,39,true,-115,0,5210,35.04,-1,37,44
8,5,5203,1135,-54,42,-1,37,true,41.32,36.38,5213,61,-1,39,43
8,5,5203,1136,-54,42,-1,37,true,41.32,36.38,5213,21,-1,38,43
8,5,5200,1137,-54,42,-1,37,true,41.32,36.38,5210,61,-1,39,43
8,5,5200,1138,-54,42,-1,37,true,41.32,36.38,5210,61,-1,39,43
8,5,5203,1139,-54,42,-1,37,true,41.32,36.38,5213,21,-1,38,43
9,0,5201,1140,-48,45,-1,36,true,88,-75,5211,82,-1,37,43
9,0,5201,1141,-75,43,-1,39,true,18,82,5211,88,-1,36,45
9,0,5201,1142,-34,44,-1,36,true,88,-75,5211,-22,-1,39,43
9,0,5201,1143,88,43,-1,39,true,61,-54,5211,-29,-1,36,42
9,0,5202,1144,-34,44,-1,37,true,-58,17,5212,-22,-1,39,43
9,0,5202,1145,82,45,-1,38,true,-62,-84,5212,18,-1,39,43
9,0,5202,1146,-53,44,-1,39,true,18,82,5212,64,-1,37,45
9,0,5202,1147,-54,42,-1,36,true,-4,26,5211,61,-1,39,42
9,0,5201,1148,-48,45,-1,36,true,-4,26,5211,82,-1,37,42
9,0,5202,1149,-48,45,-1,39,true,61,-54,5211,82,-1,37,42
9,0,5201,1150,17,43,-1,39,true,-22,-34,5212,-58,-1,37,44
9,0,5201,1151,-88,45,-1,38,true,21,-54,5211,96,-1,36,42
9,0,5202,1152,-88,45,-1,38,true,-62,-84,5212,96,-1,36,43
9,0,5202,1153,-54,42,-1,36,true,-29,88,5212,21,-1,38,43
9,0,5202,1154,17,43,-1,39,true,18,82,5212,-58,-1,37,45
9,0,5201,1155,82,45,-1,36,true,-29,88,5211,18,-1,39,43
9,0,5202,1156,-34,44,-1,36,true,88,-75,5212,-22,-1,39,43
9,0,5202,1157,88,43,-1,39,true,61,-54,5212,-29,-1,36,42
9,0,5201,1158,26,42,-1,37,true,82,-48,5212,-4,-1,36,45
9,0,5201,1159,-48,45,-1,36,true,88,-75,5211,82,-1,37,43
9,1,5201,1160,26,42,-1,38,true,35.82,-26.54,5211,-4,-1,36,43
9,1,5201,1161,88,43,-1,38,true,35.82,-26.54,5212,-29,-1,36,43
9,1,5202,1162,-88,45,-1,38,true,35.82,-26.54,5211,96,-1,36,43
9,1,5202,1163,-48,45,-1,38,true,35.82,-26.54,5212,82,-1,37,43
9,1,5202,1164,82,45,-1,38,true,35.82,-26.54,5212,18,-1,39,43
9,2,5201,1165,17,43,-1,39,true,96.707,88.99,5211,-58,-1,37,43
9,2,5202,1166,17,43,-1,39,true,96.707,88.99,5211,-58,-1,37,43
9,2,5202,1167,-54,42,-1,39,true,96.707,88.99,5212,21,-1,38,43
9,2,5201,1168,-48,45,-1,39,true,96.707,88.99,5211,82,-1,37,43
9,2,5201,1169,-88,45,-1,39,true,96.707,88.99,5212,96,-1,36,43
9,3,5202,1170,-84,43,-1,37,true,53.865,-30.535,5212,-62,-1,38,45
9,3,5202,1171,-54,42,-1,37,true,53.865,-30.535,5212,61,-1,39,45
9,3,5202,1172,-34,44,-1,37,true,53.865,-30.535,5212,-22,-1,39,45
9,3,5201,1173,82,45,-1,36,true,91.352,48.9,5211,18,-1,39,44
9,3,5201,1174,-54,42,-1,37,true,53.865,-30.535,5211,21,-1,38,45
9,4,5202,1175,-96,43,-1,39,true,-115,0,5211,121,-1,36,44
9,4,5201,1176,55.69,44,-1,39,true,-115,0,5211,35.04,-1,37,44
9,4,5201,1177,-96,43,-1,39,true,-115,0,5211,121,-1,36,44
9,4,5202,1178,-96,43,-1,39,true,-115,0,5212,121,-1,36,44
9,4,5202,1179,-96,43,-1,39,true,-115,0,5212,121,-1,36,44
9,4,5202,1180,75,43,-1,39,true,-115,0,5212,-31,-1,38,44
9,4,5202,1181,75,43,-1,39,true,-115,0,5211,-31,-1,38,44
9,4,5201,1182,-96,43,4924,39,true,-115,0,5211,121,-1,36,44
9,4,5202,1183,75,43,-1,39,true,-115,0,5211,-31,-1,38,44
9,4,5201,1184,-96,43,-1,39,true,-115,0,5212,121,-1,36,44
9,4,5202,1185,55.69,44,4910,39,true,-115,0,5212,35.04,-1,37,44
9,4,5202,1186,75,43,-1,39,true,-115,0,5212,-31,-1,38,44
9,4,5201,1187,75,43,-1,39,true,-115,0,5211,-31,-1,38,44
9,4,5201,1188,75,43,-1,39,true,-115,0,5212,-31,-1,38,44
9,4,5201,1189,55.69,44,-1,39,true,-115,0,5211,35.04,-1,37,44
9,4,5202,1190,75,43,-1,39,true,-115,0,5211,-31,4923,38,44
9,4,5201,1191,55.69,44,-1,39,true,-115,0,5212,35.04,-1,37,44
9,4,5201,1192,55.69,44,-1,39,true,-115,0,5211,35.04,-1,37,44
9,4,5202,1193,75,43,-1,39,true,-115,0,5212,-31,-1,38,44
9,4,5201,1194,55.69,44,-1,39,true,-115,0,5212,35.04,-1,37,44
9,5,5201,1195,-54,42,-1,37,true,41.32,36.38,5212,21,-1,38,43
9,5,5201,1196,-54,42,-1,37,true,41.32,36.38,5212,21,-1,38,43
9,5,5202,1197,-54,42,-1,37,true,41.32,36.38,5211,21,-1,38,43
9,5,5201,1198,-54,42,-1,37,true,41.32,36.38,5211,21,-1,38,43
9,5,5202,1199,-54,42,-1,37,true,41.32,36.38,5211,21,-1,38,43
