playArea1_gridZNo,id,extraBossId2,extraBossId1,playArea1_posZ,playArea1_gridXNo,playArea1_posX,bossId1,playArea2_posX,bossId2,playArea2_gridZNo,playArea2_posZ,playArea2_gridXNo
38,1110,-1,-1,21,42,-54,5203,-30.535,5213,37,53.865,45
38,1111,-1,-1,-62,43,-84,5200,-30.535,5210,37,53.865,45
39,1112,-1,-1,61,42,-54,5203,-30.535,5213,37,53.865,45
36,1113,-1,-1,-4,42,26,5200,-30.535,5210,37,53.865,45
39,1114,-1,-1,61,42,-54,5200,48.9,5210,36,91.352,44
36,1115,-1,-1,121,43,-96,5200,0,5210,39,-115,44
36,1116,-1,-1,121,43,-96,5203,0,5213,39,-115,44
37,1117,-1,-1,35.04,44,55.69,5200,0,5210,39,-115,44
37,1118,4925,-1,35.04,44,55.69,5200,0,5210,39,-115,44
36,1119,-1,-1,121,43,-96,5200,0,5210,39,-115,44
36,1120,-1,4929,121,43,-96,5200,0,5210,39,-115,44
36,1121,-1,-1,121,43,-96,5203,0,5213,39,-115,44
38,1122,-1,-1,-31,43,75,5203,0,5213,39,-115,44
38,1123,-1,-1,-31,43,75,5203,0,5213,39,-115,44
38,1124,-1,-1,-31,43,75,5200,0,5210,39,-115,44
38,1125,-1,-1,-31,43,75,5200,0,5210,39,-115,44
36,1126,-1,-1,121,43,-96,5203,0,5213,39,-115,44
37,1127,-1,-1,35.04,44,55.69,5203,0,5213,39,-115,44
37,1128,-1,-1,35.04,44,55.69,5203,0,5213,39,-115,44
38,1129,-1,-1,-31,43,75,5203,0,5213,39,-115,44
38,1130,-1,-1,-31,43,75,5203,0,5213,39,-115,44
37,1131,-1,-1,35.04,44,55.69,5200,0,5210,39,-115,44
38,1132,-1,-1,-31,43,75,5203,0,5213,39,-115,44
38,1133,-1,-1,-31,43,75,5200,0,5210,39,-115,44
37,1134,-1,-1,35.04,44,55.69,5200,0,5210,39,-115,44
39,1135,-1,-1,61,42,-54,5203,36.38,5213,37,41.32,43
38,1136,-1,-1,21,42,-54,5203,36.38,5213,37,41.32,43
39,1137,-1,-1,61,42,-54,5200,36.38,5210,37,41.32,43
39,1138,-1,-1,61,42,-54,5200,36.38,5210,37,41.32,43
38,1139,-1,-1,21,42,-54,5203,36.38,5213,37,41.32,43
37,1140,-1,-1,82,45,-48,5201,-75,5211,36,88,43
36,1141,-1,-1,88,43,-75,5201,82,5211,39,18,45
39,1142,-1,-1,-22,44,-34,5201,-75,5211,36,88,43
36,1143,-1,-1,-29,43,88,5201,-54,5211,39,61,42
39,1144,-1,-1,-22,44,-34,5202,17,5212,37,-58,43
39,1145,-1,-1,18,45,82,5202,-84,5212,38,-62,43
37,1146,-1,-1,64,44,-53,5202,82,5212,39,18,45
39,1147,-1,-1,61,42,-54,5202,26,5211,36,-4,42
37,1148,-1,-1,82,45,-48,5201,26,5211,36,-4,42
37,1149,-1,-1,82,45,-48,5202,-54,5211,39,61,42
37,1150,-1,-1,-58,43,17,5201,-34,5212,39,-22,44
36,1151,-1,-1,96,45,-88,5201,-54,5211,38,21,42
36,1152,-1,-1,96,45,-88,5202,-84,5212,38,-62,43
38,1153,-1,-1,21,42,-54,5202,88,5212,36,-29,43
37,1154,-1,-1,-58,43,17,5202,82,5212,39,18,45
39,1155,-1,-1,18,45,82,5201,88,5211,36,-29,43
39,1156,-1,-1,-22,44,-34,5202,-75,5212,36,88,43
36,1157,-1,-1,-29,43,88,5202,-54,5212,39,61,42
36,1158,-1,-1,-4,42,26,5201,-48,5212,37,82,45
37,1159,-1,-1,82,45,-48,5201,-75,5211,36,88,43
36,1160,-1,-1,-4,42,26,5201,-26.54,5211,38,35.82,43
36,1161,-1,-1,-29,43,88,5201,-26.54,5212,38,35.82,43
36,1162,-1,-1,96,45,-88,5202,-26.54,5211,38,35.82,43
37,1163,-1,-1,82,45,-48,5202,-26.54,5212,38,35.82,43
39,1164,-1,-1,18,45,82,5202,-26.54,5212,38,35.82,43
37,1165,-1,-1,-58,43,17,5201,88.99,5211,39,96.707,43
37,1166,-1,-1,-58,43,17,5202,88.99,5211,39,96.707,43
38,1167,-1,-1,21,42,-54,5202,88.99,5212,39,96.707,43
37,1168,-1,-1,82,45,-48,5201,88.99,5211,39,96.707,43
36,1169,-1,-1,96,45,-88,5201,88.99,5212,39,96.707,43
38,1170,-1,-1,-62,43,-84,5202,-30.535,5212,37,53.865,45
39,1171,-1,-1,61,42,-54,5202,-30.535,5212,37,53.865,45
39,1172,-1,-1,-22,44,-34,5202,-30.535,5212,37,53.865,45
39,1173,-1,-1,18,45,82,5201,48.9,5211,36,91.352,44
38,1174,-1,-1,21,42,-54,5201,-30.535,5211,37,53.865,45
36,1175,-1,-1,121,43,-96,5202,0,5211,39,-115,44
37,1176,-1,-1,35.04,44,55.69,5201,0,5211,39,-115,44
36,1177,-1,-1,121,43,-96,5201,0,5211,39,-115,44
36,1178,-1,-1,121,43,-96,5202,0,5212,39,-115,44
36,1179,-1,-1,121,43,-96,5202,0,5212,39,-115,44
38,1180,-1,-1,-31,43,75,5202,0,5212,39,-115,44
38,1181,-1,-1,-31,43,75,5202,0,5211,39,-115,44
36,1182,-1,4924,121,43,-96,5201,0,5211,39,-115,44
38,1183,-1,-1,-31,43,75,5202,0,5211,39,-115,44
36,1184,-1,-1,121,43,-96,5201,0,5212,39,-115,44
37,1185,-1,4910,35.04,44,55.69,5202,0,5212,39,-115,44
38,1186,-1,-1,-31,43,75,5202,0,5212,39,-115,44
38,1187,-1,-1,-31,43,75,5201,0,5211,39,-115,44
38,1188,-1,-1,-31,43,75,5201,0,5212,39,-115,44
37,1189,-1,-1,35.04,44,55.69,5201,0,5211,39,-115,44
38,1190,4923,-1,-31,43,75,5202,0,5211,39,-115,44
37,1191,-1,-1,35.04,44,55.69,5201,0,5212,39,-115,44
37,1192,-1,-1,35.04,44,55.69,5201,0,5211,39,-115,44
36,1000,-1,-1,-4,42,26,4929,-54,4840,38,21,42
39,1001,-1,-1,18,45,82,4929,17,4840,37,-58,43
36,1002,-1,-1,96,45,-88,4924,-54,4860,38,21,42
39,1003,-1,-1,61,42,-54,4929,-84,4860,38,-62,43
39,1004,-1,-1,18,45,82,4924,-84,4840,38,-62,43
37,1005,-1,-1,35.04,44,55.69,4924,0,4840,39,-115,44
38,1006,-1,-1,-31,43,75,4929,0,4840,39,-115,44
36,1007,-1,-1,121,43,-96,4924,0,4840,39,-115,44
37,1008,-1,4910,35.04,44,55.69,4924,0,4860,39,-115,44
38,1009,-1,-1,-31,43,75,4929,0,4860,39,-115,44
39,1010,-1,-1,61,42,-54,4917,-75,4919,36,88,43
37,1011,-1,-1,64,44,-53,4928,-54,4925,38,21,42
36,1012,-1,-1,-4,42,26,4928,-54,4925,39,61,42
39,1013,-1,-1,18,45,82,4917,88,4925,36,-29,43
39,1014,-1,-1,-22,44,-34,4917,88,4919,36,-29,43
36,1015,-1,-1,121,43,-96,4928,0,4919,39,-115,44
36,1016,-1,4927,121,43,-96,4890,0,4925,39,-115,44
37,1017,-1,-1,35.04,44,55.69,4928,0,4926,39,-115,44
37,1018,-1,-1,35.04,44,55.69,4917,0,4926,39,-115,44
38,1019,-1,-1,-31,43,75,4917,0,4919,39,-115,44
