variationType,variationId,id,spotId,patternId
0,4100,4084,11,256
1,4350,4085,11,257
5,4000,4086,11,258
1,4350,4087,11,259
0,4100,4088,11,260
0,4302,4089,11,261
0,4500,4090,11,262
0,3790,4091,11,263
0,4100,4092,11,264
0,4100,4093,11,265
0,4100,4094,11,266
0,4100,4095,11,267
0,4100,4096,11,268
0,4000,4097,11,269
0,4100,4098,11,275
1,4350,4099,11,276
0,4101,4100,11,277
1,4000,4101,11,278
0,3790,4102,11,279
0,4341,4103,11,280
0,4100,4104,11,281
0,4100,4105,11,282
1,4350,4106,11,283
0,4500,4107,11,284
0,4302,4108,11,285
0,4500,4109,11,286
0,4101,4110,11,287
0,4100,4111,11,288
1,4350,4112,11,289
0,4100,4113,11,290
0,4100,4114,11,291
0,4300,4115,11,292
0,4100,4116,11,293
0,4300,4117,11,294
0,4100,4118,11,295
0,4500,4119,11,296
6,4000,4120,11,297
0,4100,4121,11,298
0,4500,4122,11,299
3,4000,4123,11,300
7,4000,4124,11,301
2,4000,4125,11,302
5,4000,4126,11,303
0,4100,4127,11,304
0,3790,4128,11,305
1,4350,4129,11,306
3,4000,4130,11,307
0,4341,4131,11,308
0,4100,4132,11,309
2,4000,4133,11,315
0,4100,4134,11,316
0,3790,4135,11,317
0,3790,4136,11,318
0,3790,4137,11,319
0,4000,4138,11,1000
0,4500,4139,11,1001
0,4100,4140,11,1002
0,4300,4141,11,1003
1,4340,4142,11,1004
0,4100,4143,11,1010
1,4300,4144,11,1011
0,4100,4145,11,1012
8,4000,4146,11,1013
7,4000,4147,11,1014
1,4300,4148,11,1020
0,4100,4149,11,1021
1,4350,4150,11,1022
1,4340,4151,11,1023
1,4340,4152,11,1024
1,4350,4153,11,1030
0,4100,4154,11,1031
0,4100,4155,11,1032
0,4500,4156,11,1033
5,4000,4157,11,1034
1,4340,4158,11,1040
0,4100,4159,11,1041
6,4000,4160,11,1042
0,4100,4161,11,1043
0,4500,4162,11,1044
1,4350,4163,11,1050
1,4350,4164,11,1051
2,4000,4165,11,1052
0,4100,4166,11,1053
0,4500,4167,11,1054
0,4401,4168,11,1060
6,4000,4169,11,1061
0,4500,4170,11,1062
0,4340,4171,11,1063
0,4302,4172,11,1064
0,3790,4173,11,1070
0,4100,4174,11,1071
0,4501,4175,11,1072
0,4500,4176,11,1073
3,4000,4177,11,1074
1,4300,4178,11,1080
1,4350,4179,11,1081
1,4350,4180,11,1082
0,4100,4181,11,1083
0,4100,4182,11,1084
0,4000,4183,11,1085
0,4301,4184,11,1086
1,4341,4185,11,1087
0,4100,4186,11,1088
1,4301,4187,11,1089
0,4500,4188,11,1090
7,4000,4189,11,1091
0,4100,4190,11,1092
0,3790,4191,11,1093
0,4300,4192,11,1094
0,4501,4193,11,1095
0,4101,4194,11,1096
7,4000,4195,11,1097
0,4500,4196,11,1098
9,4000,4197,11,1099
0,4100,4198,11,1100
1,4340,4199,11,1101
0,4100,4200,11,1102
1,4300,4201,11,1103
0,4302,4202,11,1104
0,4101,4203,11,1105
0,4500,4204,11,1106
1,4340,4205,11,1107
0,4100,4206,11,1108
0,4100,4207,11,1109
0,4100,4208,11,1135
0,3790,4209,11,1136
0,4100,4210,11,1137
0,4340,4211,11,1138
0,4100,4212,11,1139
0,4100,4213,11,1140
0,4100,4214,11,1141
0,4100,4215,11,1142
0,4500,4216,11,1143
0,4100,4217,11,1144
7,4000,4218,11,1145
9,4000,4219,11,1146
0,4101,4220,11,1147
0,4100,4221,11,1148
0,4300,4222,11,1149
4,4000,4223,11,1150
1,4300,4224,11,1151
0,4300,4225,11,1152
0,4100,4226,11,1153
0,4500,4227,11,1154
2,4000,4228,11,1155
2,4000,4229,11,1156
1,4340,4230,11,1157
0,4500,4231,11,1158
1,4350,4232,11,1159
0,4100,4233,11,1160
1,4340,4234,11,1161
0,4100,4235,11,1162
0,4100,4236,11,1163
1,4340,4237,11,1164
0,4100,4238,11,1165
5,4000,4239,11,1166
1,4340,4240,11,1167
0,3790,4241,11,1168
1,4341,4242,11,1169
1,4300,4243,11,1195
1,4340,4244,11,1196
0,4100,4245,11,1197
0,4100,4246,11,1198
6,4000,4247,11,1199
0,4100,4248,12,0
6,4000,4249,12,1
1,4340,4250,12,2
5,4000,4251,12,3
0,4500,4252,12,4
1,4300,4253,12,5
0,4500,4254,12,6
4,4000,4255,12,7
7,4000,4256,12,8
0,4500,4257,12,9
0,4100,4258,12,10
1,4300,4259,12,11
0,4300,4260,12,12
0,3790,4261,12,13
0,4100,4262,12,14
0,4100,4263,12,15
0,4000,4264,12,16
0,4300,4265,12,17
0,4000,4266,12,18
0,4501,4267,12,19
0,4300,4268,12,25
0,4340,4269,12,26
0,4100,4270,12,27
0,4501,4271,12,28
1,4301,4272,12,29
2,4000,4273,12,30
0,4101,4274,12,31
0,4500,4275,12,32
4,4000,4276,12,33
0,4100,4277,12,34
0,4100,4278,12,35
0,4100,4279,12,36
0,4100,4280,12,37
0,4100,4281,12,38
0,4340,4282,12,39
0,4340,4283,12,40
0,4302,4284,12,41
6,4000,4285,12,42
0,4100,4286,12,43
1,4300,4287,12,44
0,4340,4288,12,45
0,4500,4289,12,46
0,4302,4290,12,47
0,4100,4291,12,48
0,4100,4292,12,49
8,4000,4293,12,50
0,4500,4294,12,51
3,4000,4295,12,52
0,4100,4296,12,53
7,4000,4297,12,54
1,4000,4298,12,55
0,4100,4299,12,56
0,4340,4300,12,57
0,3790,4301,12,58
0,4500,4302,12,59
0,4100,4303,12,65
0,4100,4304,12,66
0,4100,4305,12,67
1,4340,4306,12,68
4,4000,4307,12,69
0,4100,4308,12,70
0,4500,4309,12,71
1,4000,4310,12,72
1,4300,4311,12,73
0,4500,4312,12,74
0,4300,4313,12,75
0,4100,4314,12,76
0,4401,4315,12,77
0,4100,4316,12,78
0,4100,4317,12,79
0,4100,4318,12,80
0,4101,4319,12,81
0,4300,4320,12,82
6,4000,4321,12,83
1,4340,4322,12,84
0,4500,4323,12,85
1,4340,4324,12,86
0,4000,4325,12,87
0,4000,4326,12,88
8,4000,4327,12,89
2,4000,4328,12,90
0,4340,4329,12,91
0,4100,4330,12,92
0,4300,4331,12,93
0,4100,4332,12,94
2,4000,4333,12,95
5,4000,4334,12,96
1,4300,4335,12,97
1,4350,4336,12,98
0,4100,4337,12,99
0,4100,4338,12,105
0,3790,4339,12,106
0,4401,4340,12,107
1,4340,4341,12,108
0,4100,4342,12,109
0,4500,4343,12,110
4,4000,4344,12,111
7,4090,4345,12,112
0,4100,4346,12,113
0,4302,4347,12,114
0,4100,4348,12,115
0,3790,4349,12,116
5,4000,4350,12,117
0,4401,4351,12,118
0,4100,4352,12,119
3,4000,4353,12,120
5,4000,4354,12,121
0,4300,4355,12,122
0,4100,4356,12,123
0,3790,4357,12,124
0,4100,4358,12,125
0,4100,4359,12,126
0,4100,4360,12,127
0,4100,4361,12,128
1,4301,4362,12,129
0,4500,4363,12,130
0,4300,4364,12,131
1,4301,4365,12,132
0,4500,4366,12,133
1,4340,4367,12,134
1,4301,4368,12,135
1,4340,4369,12,136
0,4100,4370,12,137
0,4300,4371,12,138
1,4000,4372,12,139
1,4341,4373,12,145
0,4100,4374,12,146
0,4100,4375,12,147
0,4100,4376,12,148
0,4300,4377,12,149
0,4100,4378,12,150
0,4302,4379,12,151
2,4000,4380,12,152
0,4100,4381,12,153
0,4100,4382,12,154
0,4302,4383,12,155
0,4100,4384,12,156
1,4300,4385,12,157
0,4500,4386,12,158
1,4341,4387,12,159
0,4100,4388,12,160
0,4500,4389,12,161
0,4100,4390,12,162
0,4500,4391,12,163
1,4350,4392,12,164
0,4100,4393,12,165
0,4101,4394,12,166
1,4350,4395,12,167
0,4340,4396,12,168
4,4000,4397,12,169
6,4000,4398,12,170
1,4340,4399,12,171
0,4500,4400,12,172
0,4100,4401,12,173
0,4500,4402,12,174
3,4000,4403,12,175
1,4300,4404,12,176
0,4100,4405,12,177
0,4340,4406,12,178
0,4100,4407,12,179
0,4100,4408,12,185
0,4100,4409,12,186
1,4340,4410,12,187
1,4350,4411,12,188
0,4500,4412,12,189
0,3790,4413,12,190
1,4300,4414,12,191
4,4000,4415,12,192
0,4302,4416,12,193
0,4100,4417,12,194
0,4100,4418,12,195
0,4100,4419,12,196
0,4101,4420,12,197
0,4100,4421,12,198
0,4300,4422,12,199
1,4350,4423,12,200
9,4000,4424,12,201
0,4100,4425,12,202
0,4340,4426,12,203
0,3790,4427,12,204
0,4401,4428,12,205
0,4500,4429,12,206
1,4350,4430,12,207
0,4100,4431,12,208
0,4500,4432,12,209
0,4501,4433,12,210
0,4100,4434,12,211
7,4000,4435,12,212
1,4350,4436,12,213
0,4100,4437,12,214
0,4300,4438,12,215
0,4340,4439,12,216
0,4100,4440,12,217
1,4340,4441,12,218
0,4500,4442,12,219
1,4350,4443,12,225
1,4341,4444,12,226
0,4500,4445,12,227
0,4500,4446,12,228
1,4300,4447,12,229
0,3790,4448,12,230
0,4100,4449,12,231
1,4340,4450,12,232
0,4000,4451,12,233
0,4500,4452,12,234
0,4100,4453,12,235
1,4341,4454,12,236
0,4302,4455,12,237
1,4350,4456,12,238
0,4100,4457,12,239
0,3790,4458,12,240
0,4500,4459,12,241
6,4000,4460,12,242
1,4340,4461,12,243
0,4340,4462,12,244
0,4100,4463,12,245
0,4340,4464,12,246
0,4100,4465,12,247
0,4100,4466,12,248
1,4340,4467,12,249
0,4100,4468,12,250
1,4350,4469,12,251
1,4350,4470,12,252
0,4100,4471,12,253
1,4341,4472,12,254
8,4000,4473,12,255
0,4401,4474,12,256
0,4100,4475,12,257
0,4100,4476,12,258
0,4100,4477,12,259
0,4401,4478,12,265
0,4300,4479,12,266
0,4101,4480,12,267
0,3790,4481,12,268
1,4301,4482,12,269
1,4350,4483,12,270
0,4100,4484,12,271
1,4340,4485,12,272
0,4100,4486,12,273
0,4302,4487,12,274
2,4000,4488,12,275
0,4401,4489,12,276
0,4100,4490,12,277
0,4100,4491,12,278
8,4000,4492,12,279
1,4300,4493,12,280
1,4350,4494,12,281
0,4100,4495,12,282
0,4100,4496,12,283
7,4000,4497,12,284
0,4100,4498,12,285
1,4350,4499,12,286
1,4300,4500,12,287
0,4101,4501,12,288
1,4350,4502,12,289
1,4300,4503,12,290
5,4000,4504,12,291
5,4000,4505,12,292
1,4301,4506,12,293
0,4100,4507,12,294
0,4100,4508,12,295
0,3790,4509,12,296
0,4100,4510,12,297
0,4300,4511,12,298
0,4100,4512,12,299
1,4340,4513,12,305
1,4340,4514,12,306
0,4100,4515,12,307
0,4100,4516,12,308
0,4101,4517,12,309
0,4100,4518,12,310
0,4101,4519,12,311
0,4401,4520,12,312
0,4300,4521,12,313
0,3790,4522,12,314
0,4100,4523,12,315
7,4000,4524,12,316
0,4100,4525,12,317
1,4300,4526,12,318
0,4340,4527,12,319
0,4300,4528,12,1000
1,4340,4529,12,1001
9,4000,4530,12,1002
0,4500,4531,12,1003
0,4500,4532,12,1004
1,4301,4533,12,1010
3,4000,4534,12,1011
0,4302,4535,12,1012
0,4100,4536,12,1013
0,4500,4537,12,1014
0,4100,4538,12,1020
0,4500,4539,12,1021
6,4000,4540,12,1022
4,4000,4541,12,1023
0,4501,4542,12,1024
1,4000,4543,12,1030
0,4100,4544,12,1031
0,3790,4545,12,1032
1,4350,4546,12,1033
0,4100,4547,12,1034
1,4340,4548,12,1040
0,4500,4549,12,1041
1,4350,4550,12,1042
7,4000,4551,12,1043
0,4000,4552,12,1044
1,4350,4553,12,1050
0,4100,4554,12,1051
0,4500,4555,12,1052
1,4350,4556,12,1053
1,4350,4557,12,1054
0,4100,4558,12,1060
0,4100,4559,12,1061
1,4340,4560,12,1062
0,4100,4561,12,1063
6,4000,4562,12,1064
0,4100,4563,12,1070
1,4350,4564,12,1071
0,4340,4565,12,1072
5,4000,4566,12,1073
0,4340,4567,12,1074
0,4500,4568,12,1080
9,4000,4569,12,1081
0,4100,4570,12,1082
1,4340,4571,12,1083
0,4341,4572,12,1084
0,4101,4573,12,1085
0,4100,4574,12,1086
0,4340,4575,12,1087
3,4000,4576,12,1088
3,4000,4577,12,1089
0,4500,4578,12,1090
1,4340,4579,12,1091
0,4101,4580,12,1092
0,4100,4581,12,1093
0,4401,4582,12,1094
0,4100,4583,12,1095
3,4000,4584,12,1096
1,4300,4585,12,1097
5,4000,4586,12,1098
0,4500,4587,12,1099
7,4000,4588,12,1105
8,4000,4589,12,1106
6,4000,4590,12,1107
2,4000,4591,12,1108
1,4340,4592,12,1109
1,4300,4593,12,1110
7,4000,4594,12,1111
0,4300,4595,12,1112
0,4100,4596,12,1113
0,4100,4597,12,1114
0,4100,4598,12,1135
0,4301,4599,12,1136
0,4100,4600,12,1137
0,4500,4601,12,1138
0,4500,4602,12,1139
1,4350,4603,12,1140
0,4300,4604,12,1141
0,4100,4605,12,1142
0,4340,4606,12,1143
2,4000,4607,12,1144
0,4500,4608,12,1145
0,4300,4609,12,1146
0,4500,4610,12,1147
1,4300,4611,12,1148
1,4340,4612,12,1149
1,4340,4613,12,1150
0,4000,4614,12,1151
1,4300,4615,12,1152
0,4302,4616,12,1153
1,4340,4617,12,1154
7,4000,4618,12,1155
9,4000,4619,12,1156
0,4500,4620,12,1157
0,3790,4621,12,1158
0,4100,4622,12,1159
0,4000,4623,12,1165
0,4100,4624,12,1166
0,4501,4625,12,1167
1,4300,4626,12,1168
0,4100,4627,12,1169
0,4300,4628,12,1170
0,4100,4629,12,1171
0,3790,4630,12,1172
3,4000,4631,12,1173
0,4100,4632,12,1174
0,4100,4633,12,1195
0,4302,4634,12,1196
1,4300,4635,12,1197
6,4000,4636,12,1198
1,4341,4637,12,1199
0,4100,4638,13,0
1,4350,4639,13,1
1,4350,4640,13,2
0,4100,4641,13,3
1,4350,4642,13,4
0,4300,4643,13,5
0,4100,4644,13,6
0,4100,4645,13,7
0,4500,4646,13,8
1,4300,4647,13,9
0,4100,4648,13,10
0,4100,4649,13,11
0,4100,4650,13,12
0,4100,4651,13,13
1,4340,4652,13,14
1,4340,4653,13,15
0,4100,4654,13,16
0,4500,4655,13,17
0,4300,4656,13,18
0,4500,4657,13,19
0,4300,4658,13,20
1,4340,4659,13,21
0,4500,4660,13,22
0,4100,4661,13,23
0,4100,4662,13,24
0,4100,4663,13,25
0,4340,4664,13,26
1,4300,4665,13,27
0,4500,4666,13,28
0,4100,4667,13,29
0,4500,4668,13,30
0,4500,4669,13,31
1,4300,4670,13,32
2,4000,4671,13,33
0,3790,4672,13,34
0,4100,4673,13,35
1,4340,4674,13,36
0,4100,4675,13,37
0,4100,4676,13,38
0,3790,4677,13,39
0,4340,4678,13,40
0,4100,4679,13,41
1,4340,4680,13,42
0,4300,4681,13,43
6,4000,4682,13,44
0,4100,4683,13,45
1,4350,4684,13,46
1,4350,4685,13,47
0,4500,4686,13,48
0,4000,4687,13,49
0,4500,4688,13,50
0,4100,4689,13,51
0,4100,4690,13,52
0,4300,4691,13,53
0,4500,4692,13,54
2,4000,4693,13,55
0,3790,4694,13,56
0,4100,4695,13,57
0,4300,4696,13,58
0,4300,4697,13,59
4,4000,4698,13,60
1,4340,4699,13,61
0,4500,4700,13,62
0,4300,4701,13,63
0,4100,4702,13,64
6,4000,4703,13,65
0,4100,4704,13,66
0,4300,4705,13,67
0,4100,4706,13,68
0,4100,4707,13,69
1,4350,4708,13,70
0,4100,4709,13,71
1,4300,4710,13,72
0,4300,4711,13,73
0,4100,4712,13,74
5,4000,4713,13,75
0,4100,4714,13,76
0,4100,4715,13,77
6,4000,4716,13,78
0,4100,4717,13,79
0,3790,4718,13,80
0,4100,4719,13,81
0,4100,4720,13,82
1,4350,4721,13,83
0,4100,4722,13,84
0,4100,4723,13,85
1,4340,4724,13,86
3,4000,4725,13,87
1,4340,4726,13,88
0,3790,4727,13,89
0,4100,4728,13,90
0,4500,4729,13,91
0,4100,4730,13,92
0,4100,4731,13,93
1,4340,4732,13,94
0,4100,4733,13,95
4,4000,4734,13,96
0,4500,4735,13,97
0,4500,4736,13,98
6,4000,4737,13,99
3,4000,4738,13,100
1,4340,4739,13,101
1,4300,4740,13,102
1,4340,4741,13,103
0,4100,4742,13,104
1,4350,4743,13,105
0,4100,4744,13,106
0,4340,4745,13,107
0,4100,4746,13,108
0,4300,4747,13,109
5,4000,4748,13,110
0,4100,4749,13,111
0,4100,4750,13,112
0,4100,4751,13,113
0,3790,4752,13,114
0,4100,4753,13,115
0,4340,4754,13,116
1,4350,4755,13,117
0,4100,4756,13,118
5,4000,4757,13,119
0,4340,4758,13,120
9,4000,4759,13,121
0,4100,4760,13,122
0,4500,4761,13,123
0,4000,4762,13,124
0,4500,4763,13,125
0,4100,4764,13,126
0,4500,4765,13,127
1,4340,4766,13,128
0,4500,4767,13,129
0,4300,4768,13,130
0,4500,4769,13,131
1,4340,4770,13,132
0,4500,4771,13,133
1,4350,4772,13,134
1,4340,4773,13,135
1,4340,4774,13,136
1,4350,4775,13,137
0,4500,4776,13,138
0,4100,4777,13,139
0,4100,4778,13,140
1,4340,4779,13,141
0,4000,4780,13,142
0,4340,4781,13,143
1,4300,4782,13,144
0,4100,4783,13,145
1,4350,4784,13,146
6,4000,4785,13,147
0,4340,4786,13,148
0,4100,4787,13,149
8,4000,4788,13,150
1,4340,4789,13,151
0,4100,4790,13,152
6,4000,4791,13,153
0,4340,4792,13,154
8,4000,4793,13,155
1,4350,4794,13,156
0,4000,4795,13,157
6,4000,4796,13,158
1,4350,4797,13,159
5,4090,4798,13,160
1,4000,4799,13,161
1,4350,4800,13,162
3,4000,4801,13,163
0,4500,4802,13,164
6,4000,4803,13,165
9,4000,4804,13,166
1,4340,4805,13,167
0,4500,4806,13,168
0,3790,4807,13,169
7,4000,4808,13,170
0,4100,4809,13,171
0,4100,4810,13,172
0,4100,4811,13,173
0,4340,4812,13,174
0,4300,4813,13,175
2,4000,4814,13,176
0,3790,4815,13,177
1,4000,4816,13,178
7,4000,4817,13,179
0,4340,4818,13,180
0,3790,4819,13,181
0,4100,4820,13,182
7,4000,4821,13,183
5,4000,4822,13,184
0,4500,4823,13,185
1,4340,4824,13,186
0,4100,4825,13,187
0,4090,4826,13,188
0,4100,4827,13,189
0,4300,4828,13,190
1,4090,4829,13,191
1,4300,4830,13,192
0,4100,4831,13,193
1,4300,4832,13,194
0,4100,4833,13,195
0,4100,4834,13,196
0,4340,4835,13,197
0,3790,4836,13,198
0,4100,4837,13,199
0,4100,4838,13,200
0,4100,4839,13,201
1,4340,4840,13,202
0,4500,4841,13,203
0,4100,4842,13,204
9,4000,4843,13,205
0,4100,4844,13,206
0,4500,4845,13,207
1,4350,4846,13,208
0,4500,4847,13,209
0,4500,4848,13,210
0,4100,4849,13,211
0,4340,4850,13,212
0,4100,4851,13,213
0,4500,4852,13,214
0,4300,4853,13,215
0,4100,4854,13,216
7,4000,4855,13,217
1,4300,4856,13,218
0,4100,4857,13,219
0,4340,4858,13,220
0,4100,4859,13,221
1,4300,4860,13,222
0,4340,4861,13,223
1,4000,4862,13,224
0,4100,4863,13,225
1,4340,4864,13,226
1,4340,4865,13,227
4,4000,4866,13,228
0,4340,4867,13,229
2,4000,4868,13,230
0,4100,4869,13,231
0,4100,4870,13,232
0,4100,4871,13,233
0,4000,4872,13,234
0,4500,4873,13,235
0,4100,4874,13,236
0,4100,4875,13,237
0,3790,4876,13,238
3,4000,4877,13,239
0,4300,4878,13,240
1,4000,4879,13,241
0,4100,4880,13,242
4,4000,4881,13,243
1,4300,4882,13,244
7,4000,4883,13,245
1,4300,4884,13,246
0,4300,4885,13,247
0,4000,4886,13,248
1,4340,4887,13,249
0,4100,4888,13,250
0,4340,4889,13,251
0,4500,4890,13,252
9,4000,4891,13,253
0,4100,4892,13,254
0,4340,4893,13,255
0,4000,4894,13,256
0,4100,4895,13,257
2,4000,4896,13,258
0,4100,4897,13,259
1,4300,4898,13,260
1,4300,4899,13,261
6,4000,4900,13,262
0,4100,4901,13,263
0,4100,4902,13,264
0,4100,4903,13,265
0,3790,4904,13,266
1,4300,4905,13,267
1,4340,4906,13,268
0,4300,4907,13,269
0,3790,4908,13,270
0,4100,4909,13,271
0,4500,4910,13,272
0,4100,4911,13,273
5,4000,4912,13,274
1,4350,4913,13,275
0,4300,4914,13,276
0,4300,4915,13,277
0,4100,4916,13,278
1,4340,4917,13,279
0,4100,4918,13,280
0,4100,4919,13,281
0,4500,4920,13,282
0,4340,4921,13,283
0,4000,4922,13,284
8,4000,4923,13,285
0,4100,4924,13,286
0,4500,4925,13,287
6,4000,4926,13,288
0,4100,4927,13,289
0,4340,4928,13,290
1,4340,4929,13,291
0,4100,4930,13,292
0,4100,4931,13,293
1,4340,4932,13,294
0,4340,4933,13,295
8,4000,4934,13,296
0,4100,4935,13,297
1,4340,4936,13,298
1,4340,4937,13,299
0,4100,4938,13,300
0,4100,4939,13,301
9,4000,4940,13,302
1,4300,4941,13,303
1,4350,4942,13,304
0,4100,4943,13,305
0,4100,4944,13,306
1,4340,4945,13,307
0,4100,4946,13,308
0,4100,4947,13,309
0,4100,4948,13,310
0,4100,4949,13,311
0,4100,4950,13,312
0,4100,4951,13,313
1,4340,4952,13,314
7,4000,4953,13,315
0,4100,4954,13,316
0,4100,4955,13,317
6,4000,4956,13,318
0,4100,4957,13,319
0,4500,4958,13,1000
0,4100,4959,13,1001
1,4000,4960,13,1002
3,4000,4961,13,1003
0,4500,4962,13,1004
0,4100,4963,13,1010
0,4100,4964,13,1011
1,4300,4965,13,1012
0,4300,4966,13,1013
0,4100,4967,13,1014
5,4000,4968,13,1020
0,4500,4969,13,1021
0,4100,4970,13,1022
0,3790,4971,13,1023
0,4500,4972,13,1024
0,4500,4973,13,1030
0,4100,4974,13,1031
9,4000,4975,13,1032
1,4350,4976,13,1033
0,4500,4977,13,1034
1,4340,4978,13,1040
0,4500,4979,13,1041
9,4000,4980,13,1042
0,4100,4981,13,1043
0,4100,4982,13,1044
0,4100,4983,13,1050
0,4500,4984,13,1051
0,4100,4985,13,1052
6,4000,4986,13,1053
7,4000,4987,13,1054
6,4000,4988,13,1060
0,4500,4989,13,1061
1,4340,4990,13,1062
0,4100,4991,13,1063
0,4100,4992,13,1064
0,4500,4993,13,1070
1,4300,4994,13,1071
0,3790,4995,13,1072
4,4000,4996,13,1073
6,4000,4997,13,1074
0,4100,4998,13,1080
0,4100,4999,13,1081
0,4500,5000,13,1082
1,4300,5001,13,1083
1,4350,5002,13,1084
1,4350,5003,13,1085
0,4340,5004,13,1086
0,4100,5005,13,1087
0,4000,5006,13,1088
0,4300,5007,13,1089
0,4100,5008,13,1090
0,4500,5009,13,1091
0,4500,5010,13,1092
5,4000,5011,13,1093
0,4100,5012,13,1094
0,4500,5013,13,1095
1,4300,5014,13,1096
1,4340,5015,13,1097
0,4100,5016,13,1098
1,4300,5017,13,1099
1,4350,5018,13,1100
1,4300,5019,13,1101
1,4300,5020,13,1102
1,4300,5021,13,1103
6,4000,5022,13,1104
0,4340,5023,13,1105
0,4100,5024,13,1106
0,4300,5025,13,1107
0,4340,5026,13,1108
3,4000,5027,13,1109
0,4100,5028,13,1110
3,4000,5029,13,1111
3,4000,5030,13,1112
0,4500,5031,13,1113
0,4100,5032,13,1114
0,4100,5033,13,1135
1,4000,5034,13,1136
0,4500,5035,13,1137
0,4100,5036,13,1138
3,4000,5037,13,1139
1,4340,5038,13,1140
0,4000,5039,13,1141
0,4500,5040,13,1142
0,4340,5041,13,1143
0,4500,5042,13,1144
1,4340,5043,13,1145
0,4300,5044,13,1146
5,4000,5045,13,1147
0,4100,5046,13,1148
0,4300,5047,13,1149
1,4300,5048,13,1150
0,4100,5049,13,1151
0,4100,5050,13,1152
1,4350,5051,13,1153
0,4100,5052,13,1154
0,3790,5053,13,1155
3,4000,5054,13,1156
0,4100,5055,13,1157
0,4500,5056,13,1158
0,4500,5057,13,1159
0,4500,5058,13,1160
7,4000,5059,13,1161
0,4300,5060,13,1162
1,4350,5061,13,1163
0,4100,5062,13,1164
0,4100,5063,13,1165
0,4100,5064,13,1166
0,3790,5065,13,1167
0,4100,5066,13,1168
2,4000,5067,13,1169
0,4100,5068,13,1170
0,4100,5069,13,1171
1,4340,5070,13,1172
1,4340,5071,13,1173
0,3790,5072,13,1174
0,3790,5073,13,1195
9,4000,5074,13,1196
3,4000,5075,13,1197
0,3790,5076,13,1198
1,4350,5077,13,1199
0,4100,5078,14,0
0,4340,5079,14,1
1,4350,5080,14,2
8,4000,5081,14,3
6,4000,5082,14,4
9,4000,5083,14,5
0,4100,5084,14,6
0,4100,5085,14,7
0,4101,5086,14,8
0,4100,5087,14,9
0,4101,5088,14,10
1,4300,5089,14,11
0,4100,5090,14,12
0,4301,5091,14,13
1,4341,5092,14,14
1,4300,5093,14,15
0,4340,5094,14,16
0,4500,5095,14,17
0,4300,5096,14,18
0,4300,5097,14,19
1,4350,5098,14,20
0,4100,5099,14,21
0,4100,5100,14,22
0,4100,5101,14,23
0,4500,5102,14,24
0,4500,5103,14,25
0,4302,5104,14,26
0,4100,5105,14,27
0,4340,5106,14,28
0,4100,5107,14,29
1,4300,5108,14,30
0,4100,5109,14,31
0,4100,5110,14,32
0,4100,5111,14,33
7,4000,5112,14,34
0,4100,5113,14,40
1,4350,5114,14,41
0,4100,5115,14,42
0,4340,5116,14,43
0,4100,5117,14,44
0,4340,5118,14,45
1,4300,5119,14,46
1,4300,5120,14,47
1,4300,5121,14,48
0,4101,5122,14,49
0,4100,5123,14,50
0,4100,5124,14,51
1,4300,5125,14,52
0,4100,5126,14,53
1,4340,5127,14,54
0,3790,5128,14,55
1,4300,5129,14,56
0,4100,5130,14,57
0,4341,5131,14,58
1,4350,5132,14,59
0,4340,5133,14,60
0,4341,5134,14,61
1,4300,5135,14,62
0,4100,5136,14,63
0,4100,5137,14,64
0,4500,5138,14,65
1,4350,5139,14,66
0,4000,5140,14,67
0,4500,5141,14,68
1,4301,5142,14,69
0,4340,5143,14,70
0,4100,5144,14,71
1,4340,5145,14,72
1,4300,5146,14,73
4,4000,5147,14,74
0,4500,5148,14,80
0,4340,5149,14,81
0,4300,5150,14,82
0,4100,5151,14,83
0,4500,5152,14,84
1,4340,5153,14,85
0,4500,5154,14,86
0,4500,5155,14,87
0,4100,5156,14,88
0,4100,5157,14,89
1,4340,5158,14,90
0,4500,5159,14,91
8,4000,5160,14,92
0,4100,5161,14,93
0,4100,5162,14,94
0,4100,5163,14,95
1,4101,5164,14,96
0,4100,5165,14,97
0,4340,5166,14,98
0,4100,5167,14,99
0,3790,5168,14,100
0,4100,5169,14,101
0,4100,5170,14,102
0,4100,5171,14,103
3,4000,5172,14,104
1,4300,5173,14,105
5,4000,5174,14,106
0,4100,5175,14,107
0,4100,5176,14,108
6,4000,5177,14,109
0,4401,5178,14,110
0,4302,5179,14,111
0,4100,5180,14,112
6,4000,5181,14,113
0,4100,5182,14,114
0,4340,5183,14,120
0,4340,5184,14,121
0,4100,5185,14,122
0,4101,5186,14,123
4,4000,5187,14,124
0,4341,5188,14,125
1,4300,5189,14,126
3,4000,5190,14,127
0,4300,5191,14,128
1,4000,5192,14,129
0,4000,5193,14,130
0,4340,5194,14,131
0,4500,5195,14,132
0,4340,5196,14,133
0,4501,5197,14,134
0,4500,5198,14,135
0,4100,5199,14,136
0,4500,5200,14,137
1,4341,5201,14,138
0,4500,5202,14,139
1,4341,5203,14,140
0,4100,5204,14,141
0,4301,5205,14,142
4,4000,5206,14,143
1,4300,5207,14,144
0,4340,5208,14,145
0,4100,5209,14,146
0,4300,5210,14,147
0,4340,5211,14,148
1,4350,5212,14,149
0,4101,5213,14,150
0,4100,5214,14,151
0,4341,5215,14,152
0,4100,5216,14,153
0,4100,5217,14,154
0,4100,5218,14,160
8,4000,5219,14,161
