variationType,id,attachId,variationId,patternId
0,7132,757,4681,28
0,7133,756,4674,28
0,7134,757,4691,29
0,7135,756,4667,29
0,7136,757,4681,30
0,7137,756,4654,30
0,7138,757,4686,31
0,7139,756,4674,31
0,7140,757,4686,32
0,7141,756,4666,32
0,7142,757,4682,33
0,7143,756,4654,33
0,7144,757,4695,34
0,7145,756,4674,34
0,7146,757,4695,40
0,7147,756,4674,40
0,7148,757,4687,41
0,7149,756,4653,41
0,7150,757,4687,42
0,7151,756,4667,42
0,7152,757,4686,43
0,7153,756,4663,43
0,7154,757,4687,44
0,7155,756,4664,44
0,7156,757,4681,45
0,7157,756,4667,45
0,7158,757,4686,46
0,7159,756,4654,46
0,7160,757,4682,47
0,7161,756,4664,47
0,7162,757,4695,48
0,7163,756,4666,48
0,7164,757,4682,49
0,7165,756,4652,49
0,7166,757,4688,50
0,7167,756,4668,50
0,7168,757,4691,51
0,7169,756,4666,51
0,7170,757,4686,52
0,7171,756,4664,52
0,7172,757,4691,53
0,7173,756,4652,53
0,7174,757,4688,54
0,7175,756,4674,54
0,7176,757,4687,55
0,7177,756,4652,55
0,7178,757,4686,56
0,7179,756,4656,56
0,7180,757,4686,57
0,7181,756,4652,57
0,7182,757,4688,58
0,7183,756,4656,58
0,7184,757,4695,59
0,7185,756,4666,59
0,7186,757,4682,60
0,7187,756,4654,60
0,7188,757,4681,61
0,7189,756,4654,61
0,7190,757,4688,62
0,7191,756,4666,62
0,7192,757,4695,63
0,7193,756,4656,63
0,7194,757,4687,64
0,7195,756,4653,64
0,7196,757,4691,65
0,7197,756,4654,65
0,7198,757,4691,66
0,7199,756,4656,66
0,7200,757,4695,67
0,7201,756,4663,67
0,7202,757,4688,68
0,7203,756,4674,68
0,7204,757,4688,69
0,7205,756,4664,69
0,7206,757,4695,70
0,7207,756,4652,70
0,7208,757,4695,71
0,7209,756,4652,71
0,7210,757,4686,72
0,7211,756,4663,72
0,7212,757,4695,73
0,7213,756,4653,73
0,7214,757,4682,74
0,7215,756,4667,74
0,7216,757,4682,80
0,7217,756,4654,80
0,7218,757,4682,81
0,7219,756,4653,81
0,7220,757,4688,82
0,7221,756,4664,82
0,7222,757,4688,83
0,7223,756,4653,83
0,7224,757,4695,84
0,7225,756,4656,84
0,7226,757,4686,85
0,7227,756,4663,85
0,7228,757,4688,86
0,7229,756,4663,86
0,7230,757,4695,87
0,7231,756,4666,87
0,7232,757,4686,88
0,7233,756,4654,88
0,7234,757,4682,89
0,7235,756,4656,89
0,7236,757,4686,90
0,7237,756,4652,90
0,7238,757,4682,91
0,7239,756,4666,91
0,7240,757,4695,92
0,7241,756,4654,92
0,7242,757,4681,93
0,7243,756,4653,93
0,7244,757,4687,94
0,7245,756,4664,94
0,7246,757,4691,95
0,7247,756,4664,95
0,7248,757,4688,96
0,7249,756,4667,96
0,7250,757,4695,97
0,7251,756,4667,97
0,7252,757,4687,98
0,7253,756,4654,98
0,7254,757,4682,99
0,7255,756,4653,99
0,7256,757,4687,100
0,7257,756,4653,100
0,7258,757,4695,101
0,7259,756,4674,101
0,7260,757,4681,102
0,7261,756,4656,102
0,7262,757,4681,103
0,7263,756,4653,103
0,7264,757,4691,104
0,7265,756,4652,104
0,7266,757,4691,105
0,7267,756,4664,105
0,7268,757,4695,106
0,7269,756,4667,106
0,7270,757,4686,107
0,7271,756,4666,107
0,7272,757,4695,108
0,7273,756,4653,108
0,7274,757,4691,109
0,7275,756,4654,109
0,7276,757,4687,110
0,7277,756,4652,110
0,7278,757,4686,111
0,7279,756,4654,111
0,7280,757,4682,112
0,7281,756,4666,112
0,7282,757,4688,113
0,7283,756,4654,113
0,7284,757,4686,114
0,7285,756,4654,114
0,7286,757,4682,120
0,7287,756,4656,120
0,7288,757,4691,121
0,7289,756,4652,121
0,7290,757,4695,122
0,7291,756,4663,122
0,7292,757,4687,123
0,7293,756,4666,123
0,7294,757,4686,124
0,7295,756,4653,124
0,7296,757,4691,125
0,7297,756,4663,125
0,7298,757,4688,126
0,7299,756,4652,126
0,7300,757,4691,127
0,7301,756,4653,127
0,7302,757,4687,128
0,7303,756,4667,128
0,7304,757,4681,129
0,7305,756,4666,129
0,7306,757,4681,130
0,7307,756,4666,130
0,7308,757,4695,131
0,7309,756,4674,131
0,7310,757,4682,132
0,7311,756,4666,132
0,7312,757,4688,133
0,7313,756,4674,133
0,7314,757,4691,134
0,7315,756,4668,134
0,7316,757,4691,135
0,7317,756,4653,135
0,7318,757,4688,136
0,7319,756,4668,136
0,7320,757,4682,137
0,7321,756,4656,137
0,7322,757,4687,138
0,7323,756,4653,138
0,7324,757,4686,139
0,7325,756,4652,139
0,7326,757,4682,140
0,7327,756,4663,140
0,7328,757,4681,141
0,7329,756,4654,141
0,7330,757,4691,142
0,7331,756,4663,142
0,7332,757,4687,143
0,7333,756,4663,143
0,7334,757,4695,144
0,7335,756,4663,144
0,7336,757,4681,145
0,7337,756,4654,145
0,7338,757,4681,146
0,7339,756,4664,146
0,7340,757,4695,147
0,7341,756,4668,147
0,7342,757,4686,148
0,7343,756,4656,148
0,7344,757,4695,149
0,7345,756,4653,149
0,7346,757,4682,150
0,7347,756,4656,150
0,7348,757,4695,151
0,7349,756,4666,151
0,7350,757,4688,152
0,7351,756,4666,152
0,7352,757,4687,153
0,7353,756,4674,153
0,7354,757,4695,154
0,7355,756,4674,154
0,7356,757,4686,160
0,7357,756,4663,160
0,7358,757,4681,161
0,7359,756,4664,161
0,7360,757,4695,162
0,7361,756,4654,162
0,7362,757,4691,163
0,7363,756,4653,163
0,7364,757,4691,164
0,7365,756,4667,164
0,7366,757,4691,165
0,7367,756,4668,165
0,7368,757,4681,166
0,7369,756,4656,166
0,7370,757,4695,167
0,7371,756,4667,167
0,7372,757,4681,168
0,7373,756,4668,168
0,7374,757,4687,169
0,7375,756,4663,169
0,7376,757,4695,170
0,7377,756,4663,170
0,7378,757,4688,171
0,7379,756,4652,171
0,7380,757,4687,172
0,7381,756,4674,172
0,7382,757,4681,173
0,7383,756,4664,173
0,7384,757,4687,174
0,7385,756,4667,174
0,7386,757,4695,175
0,7387,756,4668,175
0,7388,757,4688,176
0,7389,756,4668,176
0,7390,757,4688,177
0,7391,756,4653,177
0,7392,757,4687,178
0,7393,756,4663,178
0,7394,757,4691,179
0,7395,756,4664,179
0,7396,757,4686,180
0,7397,756,4674,180
0,7398,757,4681,181
0,7399,756,4674,181
0,7400,757,4686,182
0,7401,756,4667,182
0,7402,757,4687,183
0,7403,756,4664,183
0,7404,757,4691,184
0,7405,756,4652,184
0,7406,757,4681,185
0,7407,756,4654,185
0,7408,757,4686,186
0,7409,756,4656,186
0,7410,757,4681,187
0,7411,756,4664,187
0,7412,757,4691,188
0,7413,756,4654,188
0,7414,757,4687,189
0,7415,756,4668,189
0,7416,757,4695,190
0,7417,756,4654,190
0,7418,757,4687,191
0,7419,756,4653,191
0,7420,757,4686,192
0,7421,756,4663,192
0,7422,757,4687,193
0,7423,756,4663,193
0,7424,757,4688,194
0,7425,756,4666,194
0,7426,757,4687,200
0,7427,756,4663,200
0,7428,757,4695,201
0,7429,756,4654,201
0,7430,757,4695,202
0,7431,756,4663,202
0,7432,757,4688,203
0,7433,756,4674,203
0,7434,757,4687,204
0,7435,756,4652,204
0,7436,757,4682,205
0,7437,756,4654,205
0,7438,757,4686,206
0,7439,756,4666,206
0,7440,757,4681,207
0,7441,756,4674,207
0,7442,757,4682,208
0,7443,756,4653,208
0,7444,757,4682,209
0,7445,756,4654,209
0,7446,757,4686,210
0,7447,756,4674,210
0,7448,757,4686,211
0,7449,756,4668,211
0,7450,757,4695,212
0,7451,756,4654,212
0,7452,757,4686,213
0,7453,756,4664,213
0,7454,757,4682,214
0,7455,756,4656,214
0,7456,757,4686,215
0,7457,756,4652,215
0,7458,757,4687,216
0,7459,756,4666,216
0,7460,757,4691,217
0,7461,756,4674,217
0,7462,757,4682,218
0,7463,756,4652,218
0,7464,757,4686,219
0,7465,756,4656,219
0,7466,757,4695,220
0,7467,756,4654,220
0,7468,757,4688,221
0,7469,756,4666,221
0,7470,757,4682,222
0,7471,756,4666,222
0,7472,757,4691,223
0,7473,756,4668,223
0,7474,757,4681,224
0,7475,756,4668,224
0,7476,757,4688,225
0,7477,756,4674,225
0,7478,757,4686,226
0,7479,756,4668,226
0,7480,757,4687,227
0,7481,756,4668,227
0,7482,757,4686,228
0,7483,756,4652,228
0,7484,757,4691,229
0,7485,756,4674,229
0,7486,757,4695,230
0,7487,756,4674,230
0,7488,757,4687,231
0,7489,756,4652,231
0,7490,757,4686,232
0,7491,756,4664,232
0,7492,757,4681,233
0,7493,756,4652,233
0,7494,757,4691,234
0,7495,756,4652,234
0,7496,757,4686,240
0,7497,756,4653,240
0,7498,757,4691,241
0,7499,756,4664,241
0,7500,757,4688,242
0,7501,756,4663,242
0,7502,757,4688,243
0,7503,756,4654,243
0,7504,757,4688,244
0,7505,756,4674,244
0,7506,757,4687,245
0,7507,756,4668,245
0,7508,757,4691,246
0,7509,756,4663,246
0,7510,757,4682,247
0,7511,756,4667,247
0,7512,757,4688,248
0,7513,756,4663,248
0,7514,757,4681,249
0,7515,756,4674,249
0,7516,757,4687,250
0,7517,756,4674,250
0,7518,757,4686,251
0,7519,756,4668,251
0,7520,757,4682,252
0,7521,756,4674,252
0,7522,757,4691,253
0,7523,756,4667,253
0,7524,757,4687,254
0,7525,756,4653,254
0,7526,757,4687,255
0,7527,756,4674,255
0,7528,757,4687,256
0,7529,756,4653,256
0,7530,757,4686,257
0,7531,756,4674,257
0,7532,757,4686,258
0,7533,756,4674,258
0,7534,757,4687,259
0,7535,756,4667,259
0,7536,757,4682,260
0,7537,756,4656,260
0,7538,757,4688,261
0,7539,756,4664,261
0,7540,757,4695,262
0,7541,756,4666,262
0,7542,757,4686,263
0,7543,756,4674,263
0,7544,757,4691,264
0,7545,756,4668,264
0,7546,757,4687,265
0,7547,756,4654,265
0,7548,757,4691,266
0,7549,756,4664,266
0,7550,757,4686,267
0,7551,756,4668,267
0,7552,757,4682,268
0,7553,756,4656,268
0,7554,757,4681,269
0,7555,756,4656,269
0,7556,757,4682,270
0,7557,756,4652,270
0,7558,757,4682,271
0,7559,756,4652,271
0,7560,757,4686,272
0,7561,756,4653,272
0,7562,757,4687,273
0,7563,756,4654,273
0,7564,757,4688,274
0,7565,756,4663,274
0,7566,757,4681,280
0,7567,756,4653,280
0,7568,757,4686,281
0,7569,756,4663,281
0,7570,757,4687,282
0,7571,756,4666,282
0,7572,757,4682,283
0,7573,756,4652,283
0,7574,757,4691,284
0,7575,756,4666,284
0,7576,757,4691,285
0,7577,756,4654,285
0,7578,757,4695,286
0,7579,756,4652,286
0,7580,757,4691,287
0,7581,756,4653,287
0,7582,757,4681,288
0,7583,756,4663,288
0,7584,757,4681,289
0,7585,756,4666,289
0,7586,757,4682,290
0,7587,756,4656,290
0,7588,757,4691,291
0,7589,756,4668,291
0,7590,757,4695,292
0,7591,756,4668,292
0,7592,757,4687,293
0,7593,756,4652,293
0,7594,757,4686,294
0,7595,756,4667,294
0,7596,757,4682,295
0,7597,756,4663,295
0,7598,757,4681,296
0,7599,756,4654,296
0,7600,757,4687,297
0,7601,756,4652,297
0,7602,757,4682,298
0,7603,756,4667,298
0,7604,757,4681,299
0,7605,756,4668,299
0,7606,757,4688,300
0,7607,756,4667,300
0,7608,757,4682,301
0,7609,756,4674,301
0,7610,757,4687,302
0,7611,756,4654,302
0,7612,757,4695,303
0,7613,756,4664,303
0,7614,757,4682,304
0,7615,756,4653,304
0,7616,757,4691,305
0,7617,756,4653,305
0,7618,757,4691,306
0,7619,756,4664,306
0,7620,757,4695,307
0,7621,756,4666,307
0,7622,757,4687,308
0,7623,756,4666,308
0,7624,757,4691,309
0,7625,756,4666,309
0,7626,757,4695,310
0,7627,756,4654,310
0,7628,757,4681,311
0,7629,756,4656,311
0,7630,757,4686,312
0,7631,756,4663,312
0,7632,757,4687,313
0,7633,756,4674,313
0,7634,757,4682,314
0,7635,756,4652,314
0,7636,2757,4682,1000
0,7637,2756,4654,1000
0,7638,2757,4686,1001
0,7639,2756,4668,1001
0,7640,2757,4681,1002
0,7641,2756,4674,1002
0,7642,2757,4682,1003
0,7643,2756,4667,1003
0,7644,2757,4688,1004
0,7645,2756,4653,1004
0,7646,2757,4687,1010
0,7647,2756,4653,1010
0,7648,2757,4688,1011
0,7649,2756,4674,1011
0,7650,2757,4681,1012
0,7651,2756,4656,1012
0,7652,2757,4686,1013
0,7653,2756,4667,1013
0,7654,2757,4691,1014
0,7655,2756,4654,1014
0,7656,2757,4688,1020
0,7657,2756,4654,1020
0,7658,2757,4686,1021
0,7659,2756,4652,1021
0,7660,2757,4687,1022
0,7661,2756,4654,1022
0,7662,2757,4682,1023
0,7663,2756,4667,1023
0,7664,2757,4681,1024
0,7665,2756,4663,1024
0,7666,2757,4687,1030
0,7667,2756,4653,1030
0,7668,2757,4682,1031
0,7669,2756,4674,1031
0,7670,2757,4691,1032
0,7671,2756,4663,1032
0,7672,2757,4682,1033
0,7673,2756,4668,1033
0,7674,2757,4691,1034
0,7675,2756,4667,1034
0,7676,2757,4695,1040
0,7677,2756,4663,1040
0,7678,2757,4681,1041
0,7679,2756,4654,1041
0,7680,2757,4695,1042
0,7681,2756,4664,1042
0,7682,2757,4695,1043
0,7683,2756,4668,1043
0,7684,2757,4681,1044
0,7685,2756,4664,1044
0,7686,2757,4695,1050
0,7687,2756,4666,1050
0,7688,2757,4682,1051
0,7689,2756,4663,1051
0,7690,2757,4682,1052
0,7691,2756,4654,1052
0,7692,2757,4695,1053
0,7693,2756,4653,1053
0,7694,2757,4686,1054
0,7695,2756,4656,1054
0,7696,2757,4687,1060
0,7697,2756,4653,1060
0,7698,2757,4688,1061
0,7699,2756,4656,1061
0,7700,2757,4681,1062
0,7701,2756,4656,1062
0,7702,2757,4688,1063
0,7703,2756,4667,1063
0,7704,2757,4688,1064
0,7705,2756,4668,1064
0,7706,2757,4695,1070
0,7707,2756,4664,1070
0,7708,2757,4682,1071
0,7709,2756,4664,1071
0,7710,2757,4681,1072
0,7711,2756,4656,1072
0,7712,2757,4681,1073
0,7713,2756,4674,1073
0,7714,2757,4687,1074
0,7715,2756,4668,1074
0,7716,2757,4688,1080
0,7717,2756,4664,1080
0,7718,2757,4682,1081
0,7719,2756,4668,1081
0,7720,2757,4682,1082
0,7721,2756,4674,1082
0,7722,2757,4695,1083
0,7723,2756,4664,1083
0,7724,2757,4682,1084
0,7725,2756,4668,1084
0,7726,2757,4688,1085
0,7727,2756,4674,1085
0,7728,2757,4682,1086
0,7729,2756,4668,1086
0,7730,2757,4695,1087
0,7731,2756,4664,1087
0,7732,2757,4682,1088
0,7733,2756,4667,1088
0,7734,2757,4695,1089
0,7735,2756,4653,1089
0,7736,2757,4687,1090
0,7737,2756,4653,1090
0,7738,2757,4691,1091
0,7739,2756,4653,1091
0,7740,2757,4687,1092
0,7741,2756,4667,1092
0,7742,2757,4691,1093
0,7743,2756,4654,1093
0,7744,2757,4681,1094
0,7745,2756,4667,1094
0,7746,2757,4691,1095
0,7747,2756,4667,1095
0,7748,2757,4687,1096
0,7749,2756,4653,1096
0,7750,2757,4691,1097
0,7751,2756,4656,1097
0,7752,2757,4681,1098
0,7753,2756,4656,1098
0,7754,2757,4686,1099
0,7755,2756,4663,1099
0,7756,2757,4687,1100
0,7757,2756,4654,1100
0,7758,2757,4681,1101
0,7759,2756,4654,1101
0,7760,2757,4686,1102
0,7761,2756,4653,1102
0,7762,2757,4682,1103
0,7763,2756,4652,1103
0,7764,2757,4681,1104
0,7765,2756,4666,1104
0,7766,2757,4695,1105
0,7767,2756,4667,1105
0,7768,2757,4681,1106
0,7769,2756,4668,1106
0,7770,2757,4681,1107
0,7771,2756,4652,1107
0,7772,2757,4682,1108
0,7773,2756,4674,1108
0,7774,2757,4682,1109
0,7775,2756,4653,1109
0,7776,2757,4691,1110
0,7777,2756,4664,1110
0,7778,2757,4687,1111
0,7779,2756,4668,1111
0,7780,2757,4686,1112
0,7781,2756,4652,1112
0,7782,2757,4686,1113
0,7783,2756,4664,1113
0,7784,2757,4687,1114
0,7785,2756,4668,1114
0,7786,2757,4686,1140
0,7787,2756,4667,1140
0,7788,2757,4695,1141
0,7789,2756,4667,1141
0,7790,2757,4695,1142
0,7791,2756,4656,1142
0,7792,2757,4681,1143
0,7793,2756,4674,1143
0,7794,2757,4695,1144
0,7795,2756,4664,1144
0,7796,2757,4681,1145
0,7797,2756,4664,1145
0,7798,2757,4681,1146
0,7799,2756,4663,1146
0,7800,2757,4686,1147
0,7801,2756,4674,1147
0,7802,2757,4682,1148
0,7803,2756,4652,1148
0,7804,2757,4682,1149
0,7805,2756,4654,1149
0,7806,2757,4682,1150
0,7807,2756,4668,1150
0,7808,2757,4688,1151
0,7809,2756,4668,1151
0,7810,2757,4682,1152
0,7811,2756,4654,1152
0,7812,2757,4688,1153
0,7813,2756,4666,1153
0,7814,2757,4695,1154
0,7815,2756,4664,1154
0,7816,2757,4686,1155
0,7817,2756,4674,1155
0,7818,2757,4695,1156
0,7819,2756,4668,1156
0,7820,2757,4695,1157
0,7821,2756,4674,1157
0,7822,2757,4686,1158
0,7823,2756,4654,1158
0,7824,2757,4681,1159
0,7825,2756,4668,1159
0,7826,2757,4688,1160
0,7827,2756,4656,1160
0,7828,2757,4687,1161
0,7829,2756,4652,1161
0,7830,2757,4686,1162
0,7831,2756,4654,1162
0,7832,2757,4695,1163
0,7833,2756,4652,1163
0,7834,2757,4681,1164
0,7835,2756,4652,1164
0,7836,2757,4681,1165
0,7837,2756,4674,1165
0,7838,2757,4686,1166
0,7839,2756,4652,1166
0,7840,2757,4682,1167
0,7841,2756,4652,1167
0,7842,2757,4688,1168
0,7843,2756,4668,1168
0,7844,2757,4695,1169
0,7845,2756,4674,1169
0,7846,2757,4686,1170
0,7847,2756,4664,1170
0,7848,2757,4682,1171
0,7849,2756,4674,1171
0,7850,2757,4687,1172
0,7851,2756,4664,1172
0,7852,2757,4682,1173
0,7853,2756,4656,1173
0,7854,2757,4682,1174
0,7855,2756,4654,1174
0,7856,190,4942,0
0,7857,190,4943,1
0,7858,190,4941,2
0,7859,190,4941,3
0,7860,190,4941,4
0,7861,190,4943,5
0,7862,190,4942,6
0,7863,190,4943,7
0,7864,190,4943,8
0,7865,190,4943,9
0,7866,190,4941,10
0,7867,190,4942,11
0,7868,190,4942,12
0,7869,190,4942,13
0,7870,190,4942,14
0,7871,190,4943,15
0,7872,190,4942,16
0,7873,190,4941,17
0,7874,190,4942,18
0,7875,190,4943,19
0,7876,190,4941,20
0,7877,190,4942,21
0,7878,190,4942,22
0,7879,190,4941,23
0,7880,190,4942,24
0,7881,190,4942,25
0,7882,190,4942,26
0,7883,190,4941,27
0,7884,190,4943,28
0,7885,190,4942,29
0,7886,190,4943,30
0,7887,190,4943,31
0,7888,190,4941,32
0,7889,190,4941,33
0,7890,190,4941,34
0,7891,190,4942,40
0,7892,190,4941,41
0,7893,190,4943,42
0,7894,190,4943,43
0,7895,190,4941,44
0,7896,190,4943,45
0,7897,190,4941,46
0,7898,190,4942,47
0,7899,190,4942,48
0,7900,190,4941,49
0,7901,190,4943,50
0,7902,190,4942,51
0,7903,190,4941,52
0,7904,190,4941,53
0,7905,190,4943,54
0,7906,190,4943,55
0,7907,190,4943,56
0,7908,190,4942,57
0,7909,190,4942,58
0,7910,190,4943,59
0,7911,190,4941,60
0,7912,190,4942,61
0,7913,190,4943,62
0,7914,190,4941,63
0,7915,190,4941,64
0,7916,190,4943,65
0,7917,190,4942,66
0,7918,190,4943,67
0,7919,190,4942,68
0,7920,190,4942,69
0,7921,190,4942,70
0,7922,190,4941,71
0,7923,190,4943,72
0,7924,190,4942,73
0,7925,190,4943,74
0,7926,190,4943,80
0,7927,190,4942,81
0,7928,190,4941,82
0,7929,190,4942,83
0,7930,190,4942,84
0,7931,190,4942,85
0,7932,190,4943,86
0,7933,190,4942,87
0,7934,190,4942,88
0,7935,190,4942,89
0,7936,190,4941,90
0,7937,190,4943,91
0,7938,190,4941,92
0,7939,190,4942,93
0,7940,190,4943,94
0,7941,190,4942,95
0,7942,190,4943,96
0,7943,190,4943,97
0,7944,190,4943,98
0,7945,190,4943,99
0,7946,190,4941,100
0,7947,190,4943,101
0,7948,190,4941,102
0,7949,190,4942,103
0,7950,190,4942,104
0,7951,190,4943,105
0,7952,190,4943,106
0,7953,190,4941,107
0,7954,190,4942,108
0,7955,190,4942,109
0,7956,190,4943,110
0,7957,190,4942,111
0,7958,190,4943,112
0,7959,190,4942,113
0,7960,190,4941,114
0,7961,190,4941,120
0,7962,190,4943,121
0,7963,190,4941,122
0,7964,190,4942,123
0,7965,190,4941,124
0,7966,190,4943,125
0,7967,190,4942,126
0,7968,190,4943,127
0,7969,190,4943,128
0,7970,190,4942,129
0,7971,190,4942,130
0,7972,190,4941,131
0,7973,190,4942,132
0,7974,190,4942,133
0,7975,190,4943,134
0,7976,190,4942,135
0,7977,190,4943,136
0,7978,190,4943,137
0,7979,190,4943,138
0,7980,190,4941,139
0,7981,190,4943,140
0,7982,190,4942,141
0,7983,190,4943,142
0,7984,190,4941,143
0,7985,190,4943,144
0,7986,190,4941,145
0,7987,190,4943,146
0,7988,190,4942,147
0,7989,190,4941,148
0,7990,190,4943,149
0,7991,190,4943,150
0,7992,190,4943,151
0,7993,190,4943,152
0,7994,190,4943,153
0,7995,190,4943,154
0,7996,190,4941,160
0,7997,190,4941,161
0,7998,190,4942,162
0,7999,190,4942,163
0,8000,190,4943,164
0,8001,190,4941,165
0,8002,190,4942,166
0,8003,190,4943,167
0,8004,190,4941,168
0,8005,190,4943,169
0,8006,190,4942,170
0,8007,190,4941,171
0,8008,190,4941,172
0,8009,190,4941,173
0,8010,190,4943,174
0,8011,190,4941,175
0,8012,190,4941,176
0,8013,190,4942,177
0,8014,190,4943,178
0,8015,190,4941,179
0,8016,190,4943,180
0,8017,190,4941,181
0,8018,190,4941,182
0,8019,190,4941,183
0,8020,190,4942,184
0,8021,190,4943,185
0,8022,190,4942,186
0,8023,190,4943,187
0,8024,190,4941,188
0,8025,190,4942,189
0,8026,190,4941,190
0,8027,190,4943,191
0,8028,190,4941,192
0,8029,190,4942,193
0,8030,190,4943,194
0,8031,190,4943,200
0,8032,190,4943,201
0,8033,190,4942,202
0,8034,190,4943,203
0,8035,190,4941,204
0,8036,190,4943,205
0,8037,190,4941,206
0,8038,190,4943,207
0,8039,190,4942,208
0,8040,190,4943,209
0,8041,190,4942,210
0,8042,190,4941,211
0,8043,190,4942,212
0,8044,190,4942,213
0,8045,190,4941,214
0,8046,190,4943,215
0,8047,190,4941,216
0,8048,190,4943,217
0,8049,190,4943,218
0,8050,190,4943,219
0,8051,190,4942,220
0,8052,190,4941,221
0,8053,190,4943,222
0,8054,190,4942,223
0,8055,190,4941,224
0,8056,190,4941,225
0,8057,190,4941,226
0,8058,190,4941,227
0,8059,190,4941,228
0,8060,190,4943,229
0,8061,190,4943,230
0,8062,190,4943,231
0,8063,190,4941,232
0,8064,190,4943,233
0,8065,190,4943,234
0,8066,190,4943,240
0,8067,190,4942,241
0,8068,190,4943,242
0,8069,190,4943,243
0,8070,190,4943,244
0,8071,190,4942,245
0,8072,190,4941,246
0,8073,190,4941,247
0,8074,190,4941,248
0,8075,190,4941,249
0,8076,190,4942,250
0,8077,190,4942,251
0,8078,190,4943,252
0,8079,190,4942,253
0,8080,190,4942,254
0,8081,190,4941,255
0,8082,190,4941,256
0,8083,190,4943,257
0,8084,190,4942,258
0,8085,190,4941,259
0,8086,190,4943,260
0,8087,190,4942,261
0,8088,190,4943,262
0,8089,190,4941,263
0,8090,190,4942,264
0,8091,190,4942,265
0,8092,190,4942,266
0,8093,190,4941,267
0,8094,190,4941,268
0,8095,190,4943,269
0,8096,190,4941,270
0,8097,190,4941,271
0,8098,190,4942,272
0,8099,190,4941,273
0,8100,190,4942,274
0,8101,190,4941,280
0,8102,190,4942,281
0,8103,190,4941,282
0,8104,190,4942,283
0,8105,190,4942,284
0,8106,190,4941,285
0,8107,190,4942,286
0,8108,190,4942,287
0,8109,190,4942,288
0,8110,190,4942,289
0,8111,190,4941,290
0,8112,190,4943,291
0,8113,190,4941,292
0,8114,190,4942,293
0,8115,190,4941,294
0,8116,190,4942,295
0,8117,190,4941,296
0,8118,190,4941,297
0,8119,190,4942,298
0,8120,190,4942,299
0,8121,190,4942,300
0,8122,190,4942,301
0,8123,190,4942,302
0,8124,190,4942,303
0,8125,190,4941,304
0,8126,190,4941,305
0,8127,190,4941,306
0,8128,190,4942,307
0,8129,190,4942,308
0,8130,190,4941,309
0,8131,190,4942,310
0,8132,190,4943,311
0,8133,190,4941,312
0,8134,190,4941,313
0,8135,190,4943,314
0,8136,2190,4941,1000
0,8137,2190,4941,1001
0,8138,2190,4943,1002
0,8139,2190,4941,1003
0,8140,2190,4943,1004
0,8141,2190,4941,1010
0,8142,2190,4941,1011
0,8143,2190,4941,1012
0,8144,2190,4942,1013
0,8145,2190,4942,1014
0,8146,2190,4943,1020
0,8147,2190,4943,1021
0,8148,2190,4941,1022
0,8149,2190,4942,1023
0,8150,2190,4942,1024
0,8151,2190,4942,1030
0,8152,2190,4941,1031
0,8153,2190,4943,1032
0,8154,2190,4941,1033
0,8155,2190,4943,1034
0,8156,2190,4942,1040
0,8157,2190,4943,1041
0,8158,2190,4942,1042
0,8159,2190,4941,1043
0,8160,2190,4942,1044
0,8161,2190,4942,1050
0,8162,2190,4943,1051
0,8163,2190,4943,1052
0,8164,2190,4942,1053
0,8165,2190,4941,1054
0,8166,2190,4942,1060
0,8167,2190,4941,1061
0,8168,2190,4943,1062
0,8169,2190,4943,1063
0,8170,2190,4941,1064
0,8171,2190,4943,1070
0,8172,2190,4943,1071
0,8173,2190,4941,1072
0,8174,2190,4943,1073
0,8175,2190,4941,1074
0,8176,2190,4941,1080
0,8177,2190,4943,1081
0,8178,2190,4943,1082
0,8179,2190,4943,1083
0,8180,2190,4943,1084
0,8181,2190,4941,1085
0,8182,2190,4943,1086
0,8183,2190,4943,1087
0,8184,2190,4942,1088
0,8185,2190,4942,1089
0,8186,2190,4941,1090
0,8187,2190,4941,1091
0,8188,2190,4941,1092
0,8189,2190,4942,1093
0,8190,2190,4941,1094
0,8191,2190,4941,1095
0,8192,2190,4942,1096
0,8193,2190,4943,1097
0,8194,2190,4941,1098
0,8195,2190,4942,1099
0,8196,2190,4943,1100
0,8197,2190,4941,1101
0,8198,2190,4943,1102
0,8199,2190,4943,1103
0,8200,2190,4942,1104
0,8201,2190,4942,1105
0,8202,2190,4942,1106
0,8203,2190,4943,1107
0,8204,2190,4941,1108
0,8205,2190,4942,1109
0,8206,2190,4942,1110
0,8207,2190,4942,1111
0,8208,2190,4941,1112
0,8209,2190,4943,1113
0,8210,2190,4942,1114
0,8211,2190,4943,1140
0,8212,2190,4942,1141
0,8213,2190,4943,1142
0,8214,2190,4942,1143
0,8215,2190,4942,1144
0,8216,2190,4941,1145
0,8217,2190,4943,1146
0,8218,2190,4941,1147
0,8219,2190,4943,1148
0,8220,2190,4941,1149
0,8221,2190,4941,1150
0,8222,2190,4942,1151
0,8223,2190,4941,1152
0,8224,2190,4942,1153
0,8225,2190,4943,1154
0,8226,2190,4943,1155
0,8227,2190,4943,1156
0,8228,2190,4943,1157
0,8229,2190,4942,1158
0,8230,2190,4943,1159
0,8231,2190,4943,1160
0,8232,2190,4941,1161
0,8233,2190,4941,1162
0,8234,2190,4942,1163
0,8235,2190,4941,1164
0,8236,2190,4941,1165
0,8237,2190,4942,1166
0,8238,2190,4941,1167
0,8239,2190,4941,1168
0,8240,2190,4942,1169
0,8241,2190,4943,1170
